H [A/m];B [T]
217;1.494093546
213.5826772;1.492022338
210.1653543;1.490020272
206.7480315;1.487530048
203.3307087;1.484208475
199.9133858;1.480898086
196.496063;1.477775166
193.0787402;1.474859405
189.6614173;1.471326377
186.2440945;1.467435666
182.8267717;1.463496498
179.4094488;1.459341971
175.992126;1.455089145
172.5748031;1.450551399
169.1574803;1.445966782
165.7401575;1.440627437
162.3228346;1.435624827
158.9055118;1.430343468
155.488189;1.424518218
152.0708661;1.417970615
148.6535433;1.411768315
145.2362205;1.405523682
141.8188976;1.398669537
138.4015748;1.39075786
134.984252;1.383052916
131.5669291;1.375626387
128.1496063;1.366966996
124.7322835;1.358195015
121.3149606;1.349391609
117.8976378;1.339604162
114.480315;1.330011821
111.0629921;1.320151759
107.6456693;1.309705885
104.2283465;1.298415449
100.8110236;1.286894574
97.39370079;1.274738921
93.97637795;1.262480261
90.55905512;1.250229856
87.14173228;1.236323107
83.72440945;1.2224979
80.30708661;1.208014793
76.88976378;1.193742996
73.47244094;1.178402011
70.05511811;1.161989548
66.63779528;1.146502275
63.22047244;1.129149402
59.80314961;1.111776887
56.38582677;1.0933795
52.96850394;1.075858915
49.5511811;1.057639476
46.13385827;1.038023649
42.71653543;1.018429581
39.2992126;0.998048374
35.88188976;0.975971592
32.46456693;0.953707343
29.04724409;0.927985308
25.62992126;0.903065312
22.21259843;0.877344426
18.79527559;0.845061232
15.37795276;0.813109454
11.96062992;0.775601861
8.543307087;0.734685167
5.125984252;0.68407524
1.708661417;0.624732942
-1.708661417;0.546618008
-5.125984252;0.448897969
-8.543307087;0.296871009
-11.96062992;0.071013431
-15.37795276;-0.227015867
-18.79527559;-0.394793446
-22.21259843;-0.494289996
-25.62992126;-0.565395964
-29.04724409;-0.617783868
-32.46456693;-0.662757154
-35.88188976;-0.704542836
-39.2992126;-0.740972592
-42.71653543;-0.775143215
-46.13385827;-0.805935529
-49.5511811;-0.833930319
-52.96850394;-0.858883462
-56.38582677;-0.883336181
-59.80314961;-0.908374954
-63.22047244;-0.931778159
-66.63779528;-0.954855602
-70.05511811;-0.974736898
-73.47244094;-0.995074624
-76.88976378;-1.015558591
-80.30708661;-1.035837838
-83.72440945;-1.055699827
-87.14173228;-1.073324042
-90.55905512;-1.091086351
-93.97637795;-1.10918726
-97.39370079;-1.126720877
-100.8110236;-1.142549937
-104.2283465;-1.159208962
-107.6456693;-1.173685884
-111.0629921;-1.189456237
-114.480315;-1.205082938
-117.8976378;-1.219132095
-121.3149606;-1.233216971
-124.7322835;-1.247828083
-128.1496063;-1.261198887
-131.5669291;-1.27288399
-134.984252;-1.285714436
-138.4015748;-1.298048293
-141.8188976;-1.309479418
-145.2362205;-1.321413318
-148.6535433;-1.332120318
-152.0708661;-1.343435181
-155.488189;-1.353872016
-158.9055118;-1.364114138
-162.3228346;-1.373510669
-165.7401575;-1.382389995
-169.1574803;-1.391764085
-172.5748031;-1.400897379
-175.992126;-1.40897811
-179.4094488;-1.417434262
-182.8267717;-1.425394128
-186.2440945;-1.433271535
-189.6614173;-1.440399275
-193.0787402;-1.4475267
-196.496063;-1.454234888
-199.9133858;-1.461077679
-203.3307087;-1.46786952
-206.7480315;-1.474329843
-210.1653543;-1.480372178
-213.5826772;-1.485465308
-217;-1.49495194
-217;-1.495021378
-213.5826772;-1.492521253
-210.1653543;-1.490164442
-206.7480315;-1.487624649
-203.3307087;-1.483938495
-199.9133858;-1.481710414
-196.496063;-1.478614705
-193.0787402;-1.47540295
-189.6614173;-1.471653715
-186.2440945;-1.468356034
-182.8267717;-1.464024322
-179.4094488;-1.459846927
-175.992126;-1.455615603
-172.5748031;-1.450926178
-169.1574803;-1.445697173
-165.7401575;-1.441473135
-162.3228346;-1.436282361
-158.9055118;-1.430798317
-155.488189;-1.425138433
-152.0708661;-1.418943122
-148.6535433;-1.412308887
-145.2362205;-1.406019584
-141.8188976;-1.398608594
-138.4015748;-1.391657489
-134.984252;-1.383447711
-131.5669291;-1.375929047
-128.1496063;-1.367415359
-124.7322835;-1.358505727
-121.3149606;-1.349826585
-117.8976378;-1.340829019
-114.480315;-1.330722704
-111.0629921;-1.320436033
-107.6456693;-1.309251047
-104.2283465;-1.298052084
-100.8110236;-1.286697661
-97.39370079;-1.274927566
-93.97637795;-1.262572104
-90.55905512;-1.249619247
-87.14173228;-1.236331103
-83.72440945;-1.222303561
-80.30708661;-1.208249368
-76.88976378;-1.193386905
-73.47244094;-1.178197609
-70.05511811;-1.162717995
-66.63779528;-1.146652241
-63.22047244;-1.130153882
-59.80314961;-1.112687609
-56.38582677;-1.095236447
-52.96850394;-1.077302072
-49.5511811;-1.058155668
-46.13385827;-1.038180716
-42.71653543;-1.017289557
-39.2992126;-0.996611813
-35.88188976;-0.975349831
-32.46456693;-0.953143801
-29.04724409;-0.930036838
-25.62992126;-0.904752626
-22.21259843;-0.877545482
-18.79527559;-0.848335948
-15.37795276;-0.815117669
-11.96062992;-0.778491824
