H [A/m];B [T]
35.669;0.190499
34.56;0.18892
33.414;0.185606
32.341;0.182923
31.1947;0.180556
30.1037;0.17803
28.9573;0.175189
27.8848;0.172664
26.6644;0.169508
25.6104;0.166824
24.5009;0.163826
23.41;0.160827
22.282;0.15767
21.1356;0.154198
20.0261;0.150568
18.9536;0.147254
17.7887;0.143624
16.6978;0.13952
15.5513;0.135101
14.4788;0.131629
13.3324;0.127683
12.223;0.122475
11.095;0.116951
10.004;0.112847
8.8576;0.107955
7.7482;0.102115
6.6202;0.096275
5.5477;0.090436
4.4753;0.08428
3.2364;0.07702
2.16392;0.070076
1.09144;0.062973
-0.036444;0.054766
-1.16437;0.046086
-2.29235;0.037721
-3.3649;0.0296717
-4.5297;0.0195707
-5.6576;0.009154
-6.7672;0.000157828
-7.8396;-0.0088384
-8.986;-0.0187816
-10.114;-0.0285669
-11.242;-0.037879
-12.3145;-0.046875
-13.4609;-0.056187
-14.6074;-0.065499
-15.7169;-0.074021
-16.7894;-0.082229
-17.9174;-0.090278
-19.0268;-0.098485
-20.1918;-0.106061
-21.2458;-0.113163
-22.4107;-0.120739
-23.5203;-0.127525
-24.6483;-0.133365
-25.7207;-0.140152
-26.8487;-0.146938
-27.9582;-0.152778
-29.1047;-0.15846
-30.1956;-0.163984
-31.3421;-0.169665
-32.452;-0.175347
-33.58;-0.180398
-34.652;-0.185448
-35.78;-0.190499
-34.69;-0.188131
-33.599;-0.185922
-32.434;-0.183712
-31.3426;-0.180871
-30.2147;-0.177557
-29.1052;-0.175663
-27.8848;-0.173295
-26.8493;-0.169981
-25.7583;-0.16714
-24.6489;-0.164141
-23.4839;-0.160827
-22.3929;-0.157828
-21.2835;-0.154514
-20.174;-0.151042
-19.0091;-0.147254
-17.9181;-0.143624
-16.8272;-0.139994
-15.6992;-0.136206
-14.5713;-0.131629
-13.4619;-0.126736
-12.3523;-0.12279
-11.2429;-0.118845
-10.078;-0.113005
-8.987;-0.107797
-7.8776;-0.102431
-6.7866;-0.096907
-5.6217;-0.090436
-4.4198;-0.083807
-3.4397;-0.077809
-2.31187;-0.070549
-1.12849;-0.0625
-0.037479;-0.054924
1.0535;-0.047348
2.16285;-0.038037
3.3277;-0.0279356
4.4188;-0.0197285
5.5098;-0.0107323
6.6192;-0.00094697
7.8026;0.009154
8.8751;0.0184659
9.9846;0.0279356
11.0941;0.037405
12.259;0.047033
13.35;0.056029
14.441;0.064552
15.5504;0.073706
16.7154;0.082229
17.8064;0.089962
18.9344;0.098169
20.0253;0.106376
21.1904;0.113479
22.2629;0.119318
23.3908;0.126894
24.4818;0.134154
25.6468;0.140152
26.7378;0.146307
27.8657;0.152304
28.9382;0.158144
30.1217;0.163984
31.2127;0.16935
32.304;0.174874
33.413;0.179924
34.597;0.184975
35.669;0.190499
