H [A/m];B [T]
316.89101743;0
349.03299851;0.2192636
385.04271176;0.37753284
409.04969942;0.48612394
445.06094913;0.57919516
469.06793678;0.65363692
493.07492444;0.7156601
529.0846377;0.77147367
565.0958874;0.82728725
601.10560066;0.87223453
637.11685037;0.91718182
673.12656363;0.95747192
721.14053894;1.00086691
769.15451425;1.03494782
817.16848956;1.07523801
865.18246487;1.10931891
913.19644018;1.14029501
973.21467754;1.17127143
1021.22865285;1.20224752
1081.24535377;1.23011755
1153.26631673;1.25799202
1213.28455409;1.27965117
1285.30551706;1.30131349
1345.32221797;1.32297581
1417.34318094;1.34463814
1477.3614183;1.36319757
1561.38510687;1.38796279
1633.41375207;1.40341614
1717.42668551;1.42197239
1801.45498342;1.43742574
1897.48293404;1.45598517
1981.51123195;1.47143534
2077.53918258;1.4837858
2161.56748049;1.49613307
2257.59543111;1.51158643
2353.62338173;1.52082763
2461.65098506;1.53628098
2557.67893568;1.54552536
2665.70653901;1.55787264
2773.73414234;1.56711702
2869.76209296;1.57635822
2977.80506076;1.5856026
3097.8323168;1.59794988
3217.87493732;1.60409136
3349.90184607;1.61333256
3469.94446658;1.61947087
3589.97172262;1.62560917
3710.01434313;1.63485356
3842.05661635;1.64099186
3974.0835251;1.64713017
4118.12545103;1.65327165
4238.16807155;1.65940996
4382.20999748;1.66554826
4514.2522707;1.67478946
4670.29384934;1.68093095
4826.33542798;1.68706925
4994.3920238;1.69320756
5150.43360244;1.69934586
5330.48985098;1.70548417
5486.53142962;1.71162248
5666.58767815;1.71776078
5846.62856221;1.72700516
6038.68446345;1.73314347
6218.74071198;1.73928177
6410.79661322;1.74542008
6590.85286176;1.74845549
6806.90806842;1.75459379
6998.96396966;1.76383817
7191.0198709;1.76997648
7395.09078932;1.77611479
7611.14599599;1.78225309
7815.20154994;1.7883914
8019.27246836;1.7945297
8235.32767502;1.80067119
8475.39755157;1.80680949
8679.45310553;1.8129478
8919.52298208;1.8190861
9147.59320592;1.82522441
9387.66308247;1.83136271
9591.71863642;1.83750102
9843.80353016;1.84363932
10071.85838953;1.84978081
10323.94328326;1.85591912
10576.01281252;1.86205742
10852.09701168;1.87129862
11104.16654094;1.880543
