H [A/m];B [T]
65;0.946131789
63.97637795;0.944353434
62.95275591;0.943434189
61.92913386;0.94196309
60.90551181;0.939158886
59.88188976;0.936883352
58.85826772;0.934575513
57.83464567;0.931762507
56.81102362;0.929263392
55.78740157;0.926544108
54.76377953;0.923151718
53.74015748;0.919931766
52.71653543;0.916464773
51.69291339;0.913103985
50.66929134;0.909331952
49.64566929;0.90568164
48.62204724;0.902332637
47.5984252;0.898975009
46.57480315;0.894616444
45.5511811;0.889983006
44.52755906;0.886125958
43.50393701;0.88236037
42.48031496;0.878385602
41.45669291;0.873656262
40.43307087;0.868773554
39.40944882;0.864786925
38.38582677;0.860420959
37.36220472;0.854182121
36.33858268;0.849596735
35.31496063;0.84474892
34.29133858;0.838689284
33.26771654;0.833995365
32.24409449;0.829296514
31.22047244;0.822904037
30.19685039;0.816188267
29.17322835;0.810030625
28.1496063;0.80400633
27.12598425;0.797842725
26.1023622;0.791153374
25.07874016;0.784444407
24.05511811;0.777165948
23.03149606;0.77012277
22.00787402;0.761604474
20.98425197;0.754749077
19.96062992;0.747030362
18.93700787;0.737492425
17.91338583;0.728654088
16.88976378;0.719155732
15.86614173;0.70952378
14.84251969;0.701929481
13.81889764;0.688322264
12.79527559;0.678064936
11.77165354;0.66616909
10.7480315;0.656847884
9.724409449;0.642620788
8.700787402;0.629788381
7.677165354;0.612784377
6.653543307;0.599022543
5.62992126;0.58392086
4.606299213;0.568156622
3.582677165;0.548449786
2.559055118;0.528993878
1.535433071;0.508499002
0.511811024;0.482670764
-0.511811024;0.458198661
-1.535433071;0.431887097
-2.559055118;0.400050719
-3.582677165;0.363276829
-4.606299213;0.326622433
-5.62992126;0.288262338
-6.653543307;0.237906149
-7.677165354;0.186699168
-8.700787402;0.117689273
-9.724409449;0.019796328
-10.7480315;-0.058197725
-11.77165354;-0.13077595
-12.79527559;-0.213290475
-13.81889764;-0.269550333
-14.84251969;-0.307366556
-15.86614173;-0.349328705
-16.88976378;-0.380218907
-17.91338583;-0.414420144
-18.93700787;-0.442906084
-19.96062992;-0.470368289
-20.98425197;-0.494677965
-22.00787402;-0.518276143
-23.03149606;-0.536471683
-24.05511811;-0.556419009
-25.07874016;-0.571872273
-26.1023622;-0.58922365
-27.12598425;-0.605092085
-28.1496063;-0.620085545
-29.17322835;-0.635118113
-30.19685039;-0.648903333
-31.22047244;-0.662044329
-32.24409449;-0.67652704
-33.26771654;-0.686656636
-34.29133858;-0.697893902
-35.31496063;-0.709828458
-36.33858268;-0.720008735
-37.36220472;-0.73121727
-38.38582677;-0.741611214
-39.40944882;-0.751665306
-40.43307087;-0.760638337
-41.45669291;-0.770096821
-42.48031496;-0.779602038
-43.50393701;-0.787610532
-44.52755906;-0.796234258
-45.5511811;-0.804171852
-46.57480315;-0.812382648
-47.5984252;-0.820974732
-48.62204724;-0.829606201
-49.64566929;-0.837024278
-50.66929134;-0.844482296
-51.69291339;-0.85265037
-52.71653543;-0.860053529
-53.74015748;-0.867581646
-54.76377953;-0.874991809
-55.78740157;-0.881847655
-56.81102362;-0.888970803
-57.83464567;-0.896107377
-58.85826772;-0.902862336
-59.88188976;-0.909555251
-60.90551181;-0.916641838
-61.92913386;-0.923204563
-62.95275591;-0.929420709
-63.97637795;-0.935547388
-65;-0.945065089
-65;-0.947082562
-63.97637795;-0.946199848
-62.95275591;-0.943803543
-61.92913386;-0.941713606
-60.90551181;-0.939847179
-59.88188976;-0.93826246
-58.85826772;-0.934512539
-57.83464567;-0.931732135
-56.81102362;-0.929491698
-55.78740157;-0.927053128
-54.76377953;-0.924018858
-53.74015748;-0.920738961
-52.71653543;-0.91682902
-51.69291339;-0.913544463
-50.66929134;-0.910371993
-49.64566929;-0.90702614
-48.62204724;-0.902840112
-47.5984252;-0.899135081
-46.57480315;-0.895737158
-45.5511811;-0.890896578
-44.52755906;-0.887118648
-43.50393701;-0.883493904
-42.48031496;-0.878101563
-41.45669291;-0.874458443
-40.43307087;-0.869930319
-39.40944882;-0.86379497
-38.38582677;-0.860069247
-37.36220472;-0.85545977
-36.33858268;-0.849914388
-35.31496063;-0.845154253
-34.29133858;-0.840712372
-33.26771654;-0.834525112
-32.24409449;-0.829454811
-31.22047244;-0.823591611
-30.19685039;-0.817189888
-29.17322835;-0.811028056
-28.1496063;-0.804605459
-27.12598425;-0.797686824
-26.1023622;-0.792638953
-25.07874016;-0.785749246
-24.05511811;-0.778665183
-23.03149606;-0.770214529
-22.00787402;-0.762427323
-20.98425197;-0.755638649
-19.96062992;-0.747924107
-18.93700787;-0.738829981
-17.91338583;-0.728943922
-16.88976378;-0.71994003
-15.86614173;-0.712134125
-14.84251969;-0.701774092
-13.81889764;-0.691252228
-12.79527559;-0.679263927
-11.77165354;-0.667794352
-10.7480315;-0.657542735
-9.724409449;-0.643946451
-8.700787402;-0.630810758
-7.677165354;-0.617713401
-6.653543307;-0.602974594
-5.62992126;-0.587996006
-4.606299213;-0.567643043
-3.582677165;-0.547610095
-2.559055118;-0.529133683
-1.535433071;-0.509203613
-0.511811024;-0.487598197
0.511811024;-0.465099841
1.535433071;-0.434194675
2.559055118;-0.402995751
3.582677165;-0.36733768
4.606299213;-0.325402465
5.62992126;-0.282572571
6.653543307;-0.238541821
7.677165354;-0.19232713
8.700787402;-0.117858301
9.724409449;-0.04977736
10.7480315;0.036107652
11.77165354;0.112355466
12.79527559;0.187107232
13.81889764;0.24484937
14.84251969;0.287728572
15.86614173;0.332494862
16.88976378;0.366546338
17.91338583;0.407051624
18.93700787;0.431336638
19.96062992;0.455661836
20.98425197;0.480244766
22.00787402;0.50132596
23.03149606;0.523467313
24.05511811;0.547323241
25.07874016;0.563478248
26.1023622;0.581374977
27.12598425;0.595142463
28.1496063;0.613832125
29.17322835;0.628284823
30.19685039;0.640706246
31.22047244;0.654227527
32.24409449;0.668019701
33.26771654;0.676794541
34.29133858;0.688604089
35.31496063;0.701823513
36.33858268;0.713677869
37.36220472;0.723499286
38.38582677;0.735033853
39.40944882;0.744151262
40.43307087;0.755064204
41.45669291;0.765581944
42.48031496;0.773934229
43.50393701;0.784075149
44.52755906;0.791575921
45.5511811;0.800974712
46.57480315;0.809247928
47.5984252;0.818739998
48.62204724;0.826774787
49.64566929;0.833162699
50.66929134;0.842092734
51.69291339;0.849659829
52.71653543;0.856932036
53.74015748;0.863775242
54.76377953;0.872967021
55.78740157;0.878357227
56.81102362;0.885993663
57.83464567;0.893264083
58.85826772;0.900970348
59.88188976;0.907400161
60.90551181;0.91545127
61.92913386;0.921752435
62.95275591;0.928407669
63.97637795;0.935193255
65;0.941949961
