referrer,views_total,views_unique
github.com,59,5
lm.facebook.com,8,4
l.facebook.com,5,2
facebook.com,3,3
magnetism.eu,3,3
Bing,2,1
DuckDuckGo,2,1
m.facebook.com,1,1
