url_path,views_total,views_unique
/matias-gonz/mag-analyst,4,4
/matias-gonz/mag-analyst/blob/main/.gitignore,1,1
/matias-gonz/mag-analyst/blob/main/src/AnhystereticCurve/DataAnhystereticCurve.m,1,1
/matias-gonz/mag-analyst/blob/main/src/colorDialog.m,1,1
/matias-gonz/mag-analyst/blob/main/src/fit.m,1,1
/matias-gonz/mag-analyst/blob/main/src/ResidueCalculator/ResidueCalculator.m,1,1
/matias-gonz/mag-analyst/blob/main/src/ResidueCalculator/SemilogDerivativeResidueCalculator.m,1,1
/matias-gonz/mag-analyst/tree/github-repo-stats/matias-gonz/mag-analyst,1,1
/matias-gonz/mag-analyst/tree/main/src,1,1
/matias-gonz/mag-analyst/tree/main/src/AnhystereticCurve,1,1
