url_path,views_total,views_unique
/matias-gonz/mag-analyst,43,9
/matias-gonz/mag-analyst/tree/github-repo-stats/matias-gonz/mag-analyst,17,2
/matias-gonz/mag-analyst/blob/main/explanation-document.md,14,4
/matias-gonz/mag-analyst/blob/main/README.md,9,4
/matias-gonz/mag-analyst/tree/github-repo-stats,7,1
/matias-gonz/mag-analyst/releases,6,2
/matias-gonz/mag-analyst/actions,5,1
/matias-gonz/mag-analyst/graphs/traffic,5,1
/matias-gonz/mag-analyst/tree/main/data/sampleData,5,1
/matias-gonz/mag-analyst/issues,4,4
