url_path,views_total,views_unique
/matias-gonz/mag-analyst,6,5
/matias-gonz/mag-analyst/issues/61,3,2
/matias-gonz/mag-analyst/tree/main/data/sampleData,2,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/Finemet%20-%20TA.csv,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/JNEX-900.csv,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/MnZn%20ferrite%20(two%20components).txt,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/MnZn%20ferrite.csv,1,1
/matias-gonz/mag-analyst/blob/main/explanation-document.md,1,1
/matias-gonz/mag-analyst/blob/main/license.txt,1,1
/matias-gonz/mag-analyst/tree/main,1,1
