url_path,views_total,views_unique
/matias-gonz/mag-analyst,28,17
/matias-gonz/mag-analyst/blob/main/explanation-document.md,17,4
/matias-gonz/mag-analyst/blob/main/README.md,10,2
/matias-gonz/mag-analyst/tree/main/src/AnhystereticCurve,10,1
/matias-gonz/mag-analyst/tree/github-repo-stats/matias-gonz/mag-analyst,6,2
/matias-gonz/mag-analyst/blob/main/src/AnhystereticCurve/ModeledAnhystereticCurve.m,6,1
/matias-gonz/mag-analyst/edit/main/explanation-document.md,6,1
/matias-gonz/mag-analyst/tree/main/src,6,1
/matias-gonz/mag-analyst/tree/main/articles,4,1
/matias-gonz/mag-analyst/tree/main,2,2
