url_path,views_total,views_unique
/matias-gonz/mag-analyst,15,8
/matias-gonz/mag-analyst/blob/main/README.md,4,1
/matias-gonz/mag-analyst/blob/main/explanation-document.md,3,2
/matias-gonz/mag-analyst/blob/main/app_exported.m,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/Finemet%20-%20TA%20(one%20component).txt,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/Finemet%20-%20TA%20(two%20components).txt,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/Finemet%20-%20TA.csv,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/GOSS%20-%2067%20MPa.csv,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/JNEX-900.csv,1,1
/matias-gonz/mag-analyst/blob/main/license.txt,1,1
