referrer,views_total,views_unique
github.com,9,3
mathworks.com,6,1
linkedin.com,5,2
DuckDuckGo,4,2
mail.google.com,3,1
magnetism.eu,2,2
com.linkedin.android,1,1
youtube.com,1,1
