url_path,views_total,views_unique
/matias-gonz/mag-analyst,39,8
/matias-gonz/mag-analyst/blob/main/explanation-document.md,14,4
/matias-gonz/mag-analyst/tree/github-repo-stats/matias-gonz/mag-analyst,10,2
/matias-gonz/mag-analyst/blob/main/README.md,9,4
/matias-gonz/mag-analyst/releases,6,2
/matias-gonz/mag-analyst/tree/github-repo-stats,6,1
/matias-gonz/mag-analyst/actions,5,1
/matias-gonz/mag-analyst/graphs/traffic,5,1
/matias-gonz/mag-analyst/tree/main/data/sampleData,5,1
/matias-gonz/mag-analyst/blob/9deae46b90449e312bdb8705895fd20c6a6a88e9/src/minimize/minimize.m,4,1
