url_path,views_total,views_unique
/matias-gonz/mag-analyst,9,8
/matias-gonz/mag-analyst/blob/main/explanation-document.md,3,1
/matias-gonz/mag-analyst/tree/main/src,2,2
/matias-gonz/mag-analyst/blob/main/data/sampleData/Finemet%20-%20TA%20(two%20components).txt,1,1
/matias-gonz/mag-analyst/blob/main/data/sampleData/Finemet%20-%20TA.csv,1,1
/matias-gonz/mag-analyst/blob/main/drafts/mag_analyst.m,1,1
/matias-gonz/mag-analyst/blob/main/README.md,1,1
/matias-gonz/mag-analyst/blob/main/src/MagneticParameters/Langevin.m,1,1
/matias-gonz/mag-analyst/blob/main/src/MagneticParameters/LangevinPrivate.m,1,1
/matias-gonz/mag-analyst/blob/main/src/MagneticParameters/Utils.m,1,1
