referrer,views_total,views_unique
github.com,55,4
lm.facebook.com,8,4
Google,5,2
l.facebook.com,5,2
magnetism.eu,4,4
Bing,4,2
facebook.com,3,3
DuckDuckGo,2,1
m.facebook.com,1,1
