url_path,views_total,views_unique
/matias-gonz/mag-analyst,7,6
/matias-gonz/mag-analyst/tree/main/src,7,2
/matias-gonz/mag-analyst/blob/main/README.md,5,2
/matias-gonz/mag-analyst/blob/main/src/fit.m,5,2
/matias-gonz/mag-analyst/blob/main/explanation-document.md,4,3
/matias-gonz/mag-analyst/blob/main/src/demo_2_components.m,4,2
/matias-gonz/mag-analyst/blob/main/src/MagneticParameters/MagneticParameters.m,3,1
/matias-gonz/mag-analyst/commit/eb1308c64af2a3150f11bf2307d49d080fe36601,2,1
/matias-gonz/mag-analyst/edit/main/src/MagneticParameters/MagneticParameters.m,2,1
/matias-gonz/mag-analyst/blob/main/app_exported.m,1,1
