url_path,views_total,views_unique
/matias-gonz/mag-analyst,16,7
/matias-gonz/mag-analyst/commits/main,5,1
/matias-gonz/mag-analyst/tree/github-repo-stats/matias-gonz/mag-analyst,4,3
/matias-gonz/mag-analyst/releases,3,2
/matias-gonz/mag-analyst/blob/main/explanation-document.md,2,2
/matias-gonz/mag-analyst/graphs/contributors,2,2
/matias-gonz/mag-analyst/commit/099352b0001be524777209175089a31fea7e0e8b,1,1
/matias-gonz/mag-analyst/commit/a1b268e94d4b3640ac8bbc9a3270bb24695e23a2,1,1
/matias-gonz/mag-analyst/pulls,1,1
/matias-gonz/mag-analyst/tree/main,1,1
