url_path,views_total,views_unique
/matias-gonz/mag-analyst,69,31
/matias-gonz/mag-analyst/blob/main/explanation-document.md,19,6
/matias-gonz/mag-analyst/tree/github-repo-stats/matias-gonz/mag-analyst,19,2
/matias-gonz/mag-analyst/tree/main/data/sampleData,8,2
/matias-gonz/mag-analyst/tree/github-repo-stats,7,1
/matias-gonz/mag-analyst/blob/main/README.md,6,3
/matias-gonz/mag-analyst/releases,6,2
/matias-gonz/mag-analyst/commit/0122f0fecbedd280b6b0a1935d024e510bae8281,5,3
/matias-gonz/mag-analyst/tree/main/articles,5,2
/matias-gonz/mag-analyst/actions,5,1
