url_path,views_total,views_unique
/matias-gonz/mag-analyst,6,6
/matias-gonz/mag-analyst/issues/61,2,1
/matias-gonz/mag-analyst/blob/main/explanation-document.md,1,1
/matias-gonz/mag-analyst/blob/main/src/AnhystereticCurve/DataAnhystereticCurve.m,1,1
/matias-gonz/mag-analyst/blob/main/src/interparc/interparc.m,1,1
/matias-gonz/mag-analyst/blob/main/src/MagneticParameters/LangevinPrivate.m,1,1
/matias-gonz/mag-analyst/tree/main/src,1,1
/matias-gonz/mag-analyst/tree/main/src/AnhystereticCurve,1,1
/matias-gonz/mag-analyst/tree/main/src/interparc,1,1
/matias-gonz/mag-analyst/tree/main/src/MagneticParameters,1,1
