url_path,views_total,views_unique
/matias-gonz/mag-analyst,15,7
/matias-gonz/mag-analyst/blob/main/explanation-document.md,10,2
/matias-gonz/mag-analyst/blob/main/README.md,5,2
/matias-gonz/mag-analyst/blob/9deae46b90449e312bdb8705895fd20c6a6a88e9/src/minimize/minimize.m,4,1
/matias-gonz/mag-analyst/edit/main/explanation-document.md,4,1
/matias-gonz/mag-analyst/graphs/traffic,4,1
/matias-gonz/mag-analyst/blob/main/app_exported.m,3,1
/matias-gonz/mag-analyst/forks,2,2
/matias-gonz/mag-analyst/graphs/contributors,2,2
/matias-gonz/mag-analyst/issues/59,2,2
