H [A/m];M [A/m];M1 [A/m];dM/dH;dM1/dH;dM/dlogH [A/m];dM1/dlogH [A/m]
7.40948864681457e-05;0.0729427643359359;0.0729427643359359;984.45072005468;984.45072005468;0.0729427643359358;0.0729427643359358
8.79719514536863e-05;0.0866040509531969;0.0866040509531969;984.45072005468;984.45072005468;0.0866040509531969;0.0866040509531969
0.000104448020794213;0.102823929279149;0.102823929279149;984.45072005468;984.45072005468;0.102823929279149;0.102823929279149
0.000124009856182078;0.122081592212324;0.122081592212324;984.450720054679;984.450720054679;0.122081592212324;0.122081592212324
0.000147235383814489;0.144945979613701;0.144945979613701;984.450720054679;984.450720054679;0.1449459796137;0.1449459796137
0.000174810768389011;0.172092586813874;0.172092586813874;984.450720054678;984.450720054678;0.172092586813873;0.172092586813873
0.000207550684849366;0.2043234211478;0.2043234211478;984.450720054677;984.450720054677;0.2043234211478;0.2043234211478
0.000246422386781001;0.242590696104149;0.242590696104149;984.450720054676;984.450720054676;0.242590696104148;0.242590696104148
0.000292574282522445;0.288024963098702;0.288024963098702;984.450720054673;984.450720054673;0.288024963098701;0.288024963098701
0.000347369863232423;0.341968511984453;0.341968511984453;984.45072005467;984.45072005467;0.341968511984451;0.341968511984451
0.000412427985268511;0.406015027068285;0.406015027068285;984.450720054666;984.450720054666;0.406015027068281;0.406015027068281
0.00048967069696208;0.482056670213994;0.482056670213994;984.45072005466;984.45072005466;0.482056670213987;0.482056670213987
0.000581380022762573;0.572339982034016;0.572339982034016;984.450720054652;984.450720054652;0.572339982034005;0.572339982034005
0.000690265382356718;0.679532252689881;0.679532252689881;984.45072005464;984.45072005464;0.679532252689862;0.679532252689862
0.000819543636563252;0.806800323130909;0.806800323130909;984.450720054624;984.450720054624;0.806800323130878;0.806800323130878
0.000973034124843626;0.957904144840058;0.957904144840058;984.4507200546;984.4507200546;0.957904144840006;0.957904144840006
0.00115527150217477;1.13730786217456;1.13730786217456;984.450720054567;984.450720054567;1.13730786217447;1.13730786217447
0.00137163970888651;1.35031169906884;1.35031169906884;984.450720054521;984.450720054521;1.35031169906869;1.35031169906869
0.00162853103140913;1.60320854650199;1.60320854650199;984.450720054455;984.450720054455;1.60320854650175;1.60320854650175
0.00193353495315142;1.90346987688061;1.90346987688061;984.450720054363;984.450720054363;1.9034698768802;1.9034698768802
0.00229566237483567;2.25996647790907;2.25996647790907;984.450720054233;984.450720054233;2.25996647790839;2.25996647790839
0.00272561182855608;2.68323052721102;2.68323052721102;984.450720054049;984.450720054049;2.68323052720987;2.68323052720987
0.00323608555047064;3.18576675031841;3.18576675031841;984.45072005379;984.45072005379;3.18576675031649;3.18576675031649
0.00384216475003803;3.78242185474204;3.78242185474204;984.450720053426;984.450720053426;3.78242185473883;3.78242185473883
0.00456175516258766;4.49082315451989;4.49082315451989;984.450720052912;984.450720052912;4.49082315451451;4.49082315451451
0.00541611604843057;5.33189934377268;5.33189934377268;984.450720052187;984.450720052187;5.33189934376368;5.33189934376368
0.00643048826702642;6.3304988047698;6.3304988047698;984.450720051165;984.450720051165;6.33049880475473;6.33049880475473
0.00763483998175165;7.51612371752506;7.51612371752506;984.450720049725;984.450720049725;7.51612371749984;7.51612371749984
0.00906475202603989;8.92380165913099;8.92380165913099;984.450720047695;984.450720047695;8.92380165908877;8.92380165908877
0.0107624690877597;10.595120442976;10.595120442976;984.450720044834;984.450720044834;10.5951204429053;10.5951204429053
0.0127781477675553;12.5794567706758;12.5794567706758;984.4507200408;984.4507200408;12.5794567705576;12.5794567705576
0.0151713383832321;14.9354349954671;14.9354349954671;984.450720035113;984.450720035113;14.9354349952692;14.9354349952692
0.0180127442979608;17.7326590941228;17.7326590941228;984.450720027098;984.450720027098;17.7326590937915;17.7326590937915
0.0213863107491112;21.0537690159985;21.0537690159985;984.450720015798;984.450720015798;21.0537690154441;21.0537690154441
0.0253917048891504;24.9968821610761;24.9968821610761;984.45071999987;984.45071999987;24.9968821601483;24.9968821601483
0.030147260307835;29.6784921169476;29.6784921169476;984.450719977417;984.450719977417;29.6784921153947;29.6784921153947
0.035793473027355;35.2369102937379;35.2369102937379;984.450719945766;984.450719945766;35.2369102911389;35.2369102911389
0.0424971522545624;41.8363521351025;41.8363521351025;984.450719901148;984.450719901148;41.8363521307527;41.8363521307527
0.0504563485182683;49.6717886264991;49.6717886264991;984.450719838253;984.450719838253;49.671788619219;49.671788619219
0.0599062047863134;58.9747064315372;58.9747064315372;984.450719749593;984.450719749593;58.9747064193528;58.9747064193528
0.0711259034252225;70.0199468313037;70.0199468313037;984.450719624614;984.450719624614;70.0199468109111;70.0199468109111
0.0844469142403403;83.1338255132337;83.1338255132337;984.450719448436;984.450719448436;83.1338254791033;83.1338254791033
0.100262787272893;98.7037730969272;98.7037730969272;984.450719200086;984.450719200086;98.7037730398045;98.7037730398045
0.11904077966803;117.18978121226;117.18978121226;984.450718849999;984.450718849999;117.189781116656;117.189781116656
0.141335660112888;139.137992287532;139.137992287532;984.450718356499;984.450718356499;139.137992127523;139.137992127523
0.167806098676878;165.196834538118;165.196834538118;984.450717660835;984.450717660835;165.196834270317;165.196834270317
0.199234126268366;196.136178840254;196.136178840254;984.450716680191;984.450716680191;196.136178392045;196.136178392045
0.236548238609332;232.870083451548;232.870083451548;984.450715297823;984.450715297823;232.870082701397;232.870082701397
0.280850827301578;276.483798537241;276.483798537241;984.450713349166;984.450713349166;276.483797281741;276.483797281741
0.33345074839576;328.265828318349;328.265828318349;984.450710577232;984.450710577232;328.265826200716;328.265826200716
