H [A/m];M [A/m];M1 [A/m];M2 [A/m];dM/dH;dM1/dH;dM2/dH;dM/dlogH [A/m];dM1/dlogH [A/m];dM2/dlogH [A/m]
2.96464898832339;4042.15288513042;3438.66230587836;603.490579252058;1363.4492879002;1159.88707736269;203.562210537507;4042.14855200358;3438.65805047269;603.490501530894
3.1646470249127;4314.8400354532;3670.63741431239;644.202621140813;1363.44898211063;1159.88677705783;203.562205052807;4314.83476485667;3670.63223825164;644.202526605034
3.37813711900937;4605.92285015025;3918.26171535811;687.661134792142;1363.44863366913;1159.88643486602;203.56219880311;4605.9164392603;3918.25541945635;687.661019803951
3.60602945762765;4916.6423031132;4182.59090358416;734.051399529038;1363.44823662474;1159.88604494304;203.562191681709;4916.63450521931;4182.58324555582;734.051259663489
3.8492956298623;5248.32308224609;4464.75188851113;783.571193734958;1363.4477841982;1159.88560063115;203.562183567049;5248.31359725957;4464.7425736497;783.57102360987
4.10897276913121;5602.37923618128;4765.94759814181;836.431638039463;1363.44726866303;1159.88509434245;203.562174320581;5602.36769908271;4765.93626797431;836.431431108407
4.38616797485772;5980.32020178193;5087.46210639793;892.858095384;1363.44668121552;1159.88451743114;203.562163784374;5980.30616857354;5087.44832488978;892.857843683764
4.6820630324438;6383.75723807836;5430.66610627596;953.091131802406;1363.44601182278;1159.8838600442;203.562151778579;6383.74016868837;5430.64934304117;953.090825647199
4.9979194516571;6814.4102940112;5797.02275199769;1017.38754201351;1363.44524905205;1159.88311095389;203.562138098166;6814.38953150671;5797.00236188497;1017.38716962173
5.33508384491239;7274.11533921131;6188.09389501553;1086.02144419577;1363.44437987519;1159.88225736563;203.562122509561;7274.09008450872;6188.06909327189;1086.02099123684
5.69499366837694;7764.83218898261;6605.54674037212;1159.28544861049;1363.4433894451;1159.88128469853;203.562104746577;7764.80147008026;6605.51657242702;1159.28489765324
6.07918335037639;8288.65285675798;7051.16095170361;1237.49190505437;1363.44226084232;1159.88017633646;203.562084505863;8288.61549131216;7051.12425641621;1237.49123489596
6.48929083322862;8847.81046952561;7526.83623506831;1320.9742344573;1363.44097478537;1159.87891334357;203.562061441796;8847.76501932297;7526.79160001561;1320.97341930736
6.927064556396;9444.68878409217;8034.6004337919;1410.08835030026;1363.43950930011;1159.87747413963;203.562035160477;9444.63349966273;8034.54614087475;1410.08735878798
7.39437091072771;10081.8323445916;8576.61816868128;1505.21417591029;1363.43783934399;1159.87583413093;203.562005213055;10081.7650978306;8576.55212795382;1505.21296987682
7.89320219557234;10761.9573243341;9155.20006023659;1606.75726409753;1363.43593637617;1159.87396528813;203.56197108804;10761.8755265266;9155.11972939949;1606.75579712715
