H [A/m];M [A/m];M1 [A/m];dM/dH;dM1/dH;dM/dlogH [A/m];dM1/dlogH [A/m]
1.73183634387416;3100.98736444476;3100.98736444476;1790.57707737966;1790.57707737966;3100.98645911406;3100.98645911406
1.8579723347163;3326.84357090044;3326.84357090044;1790.57695899505;1790.57695899505;3326.84245299324;3326.84245299324
1.99329527225927;3569.14969577673;3569.14969577673;1790.5768227369;1790.5768227369;3569.14831537849;3569.14831537849
2.13847427551597;3829.10384290537;3829.10384290537;1790.57666590641;1790.57666590641;3829.10213838002;3829.10213838002
2.29422719789039;4107.99137746271;4107.99137746271;1790.57648539803;1790.57648539803;4107.98927270316;4107.98927270316
2.46132417668201;4407.19128131328;4407.19128131328;1790.5762776359;1790.5762776359;4407.18868233852;4407.18868233852
2.64059144111358;4728.18297117813;4728.18297117813;1790.57603850566;1790.57603850566;4728.17976194112;4728.17976194112
2.83291539771161;5072.55361333615;5072.55361333615;1790.57576326976;1790.57576326976;5072.54965053612;5072.54965053612
3.03924701323999;5442.00597099822;5442.00597099822;1790.57544647749;1790.57544647749;5442.00107768756;5442.00107768756
3.26060651685882;5838.36682313876;5838.36682313876;1790.57508185274;1790.57508185274;5838.36078081405;5838.36078081405
3.49808844475871;6263.59599637714;6263.59599637714;1790.5746621728;1790.5746621728;6263.58853522438;6263.58853522438
3.75286705221421;6719.7960545364;6719.7960545364;1790.57417912376;1790.57417912376;6719.78684137906;6719.78684137906
4.02620211981703;7209.22269373962;7209.22269373962;1790.57362313527;1790.57362313527;7209.21131715567;7209.21131715567
4.31944518259846;7734.2958943936;7734.2958943936;1790.57298319194;1790.57298319194;7734.28184633938;7734.28184633938
4.63404621284162;8297.61188512473;8297.61188512473;1790.57224661317;1790.57224661317;8297.5945382371;8297.5945382371
4.97156078962748;8901.95597774722;8901.95597774722;1790.57139880286;1790.57139880286;8901.93455731673;8901.93455731673
5.33365779056509;9550.31633661394;9550.31633661394;1790.57042295885;1790.57042295885;9550.28988596989;9550.28988596989
5.72212764373888;10245.8987503065;10245.8987503065;1790.56929973924;1790.56929973924;10245.8660880681;10245.8660880681
6.1388911806754;10992.1424785451;10992.1424785451;1790.56800687802;1790.56800687802;10992.102145823;10992.102145823
6.58600913410417;11792.7372524695;11792.7372524695;1790.5665187424;1790.5665187424;11792.6874476586;11792.6874476586
7.06569232747523;12651.6415121104;12651.6415121104;1790.56480582262;1790.56480582262;12651.5800103481;12651.5800103481
7.58031260661666;13573.1019709201;13573.1019709201;1790.56283414453;1790.56283414453;13573.026024605;13573.026024605
8.13241456758477;14561.6746037238;14561.6746037238;1790.56056459235;1790.56056459235;14561.5808196337;14561.5808196337
8.7247281386966;15622.2471614072;15622.2471614072;1790.55795212853;1790.55795212853;15622.1313489027;15622.1313489027
9.36018207895804;16760.0633230858;16760.0633230858;1790.55494489445;1790.55494489445;16759.9203065907;16759.9203065907
10.0419184596319;17980.7486044749;17980.7486044749;1790.55148317345;1790.55148317345;17980.5719918007;17980.5719918007
10.7733082005517;19290.33814968;19290.33814968;1790.54749819513;1790.54749819513;19290.120045783;19290.120045783
11.5579677380023;20695.3065427469;20695.3065427469;1790.54291075618;1790.54291075618;20695.0371960286;20695.0371960286
12.3997769065829;22202.5997850264;22202.5997850264;1790.5376296287;1790.5376296287;22202.2671502377;22202.2671502377
13.3028981234725;23819.6695948121;23819.6695948121;1790.5315497231;1790.5315497231;23819.2587928298;23819.2587928298
14.2717969699551;25554.5101967874;25554.5101967874;1790.5245499664;1790.5245499664;25554.0028468407;25554.0028468407
15.3112642719729;27415.6977806426;27415.6977806426;1790.51649085082;1790.51649085082;27415.0711747423;27415.0711747423
16.4264397888873;29412.4328208158;29412.4328208158;1790.50721159969;1790.50721159969;29411.6589029108;29411.6589029108
17.6228376275798;31554.5854627011;31554.5854627011;1790.49652688896;1790.49652688896;31553.6295661097;31553.6295661097
18.9063735075535;33852.7441948974;33852.7441948974;1790.4842230516;1790.4842230516;33851.5634803953;33851.5634803953
20.2833940118536;36318.2680421532;36318.2680421532;1790.4700536796;1790.4700536796;36316.8095652079;36316.8095652079
21.7607079684387;38963.3425296251;38963.3425296251;1790.45373452306;1790.45373452306;38961.5408479568;38961.5408479568
