H [A/m];M [A/m];M1 [A/m];dM/dH;dM1/dH;dM/dlogH [A/m];dM1/dlogH [A/m]
2.96464898832339;4058.44350882605;4058.44350882605;1368.94333197904;1368.94333197904;4058.4364642237;4058.4364642237
3.1646470249127;4332.22943825135;4332.22943825135;1368.9428348438;1368.9428348438;4332.22086956398;4332.22086956398
3.37813711900937;4624.4851130638;4624.4851130638;1368.9422683675;1368.9422683675;4624.47469055313;4624.47469055313
3.60602945762765;4936.45649528464;4936.45649528464;1368.94162287781;1368.94162287781;4936.44381787;4936.44381787
3.8492956298623;5269.47359540313;5269.47359540313;1368.94088735263;1368.94088735263;5269.4581752263;5269.4581752263
4.10897276913121;5624.95614122325;5624.95614122325;1368.94004923237;1368.94004923237;5624.93738486893;5624.93738486893
4.38616797485772;6004.41962887221;6004.41962887221;1368.93909420481;1368.93909420481;6004.39681453186;6004.39681453186
4.6820630324438;6409.48178173293;6409.48178173293;1368.93800596159;1368.93800596159;6409.45403142011;6409.45403142011
4.9979194516571;6841.86944471397;6841.86944471397;1368.93676591803;1368.93676591803;6841.83569047027;6841.83569047027
5.33508384491239;7303.42594318077;7303.42594318077;1368.93535289555;1368.93535289555;7303.38488596248;7303.38488596248
5.69499366837694;7796.11893777692;7796.11893777692;1368.93374276071;1368.93374276071;7796.0689974498;7796.0689974498
6.07918335037639;8322.04880847534;8322.04880847534;1368.93190801133;1368.93190801133;8321.98806298147;8321.98806298147
6.48929083322862;8883.45760342384;8883.45760342384;1368.92981730689;1368.92981730689;8883.38371478289;8883.38371478289
6.927064556396;9482.73859050579;9482.73859050579;1368.92743493117;1368.92743493117;9482.64871478977;9482.64871478977
7.39437091072771;10122.4464520612;10122.4464520612;1368.92472018196;1368.92472018196;10122.3371298895;10122.3371298895
7.89320219557234;10805.3081659133;10805.3081659133;1368.92162667294;1368.92162667294;10805.1751892213;10805.1751892213
8.42568511268479;11534.2346186617;11534.2346186617;1368.91810154024;1368.91810154024;11534.0728686323;11534.0728686323
