M [A/m];k [A/m]
0;6.75908293112396
1530.89513656884;6.75347659788242
3061.79027313767;6.74752619917302
4592.68540970651;6.74157580046362
6123.58054627535;6.73562540175422
7654.47568284418;6.7343643289692
9185.37081941302;6.73928953637166
10716.2659559819;6.74592570010675
12247.1610925507;6.75256186384184
13778.0562291195;6.75919802757693
15308.9513656884;6.76572476941317
16839.8465022572;6.76958242750714
18370.741638826;6.77136037221467
19901.6367753949;6.77313831692219
21432.5319119637;6.77491626162971
22963.4270485326;6.77669607320908
24494.3221851014;6.76853824882949
26025.2173216702;6.75309808573262
27556.1124582391;6.73762532028945
29087.0075948079;6.72215255484628
30617.9027313767;6.70807729982948
32148.7978679456;6.69482274636948
33679.6930045144;6.6814921241767
35210.5881410833;6.66816150198392
36741.4832776521;6.65606078101688
38272.3784142209;6.64657910548575
39803.2735507898;6.63823103482171
41334.1686873586;6.62988952040031
42865.0638239274;6.62154800597891
44395.9589604963;6.61007728655736
45926.8540970651;6.59955873177909
47457.7492336339;6.59049187710835
48988.6443702028;6.58142502243761
50519.5395067716;6.56715357428781
52050.4346433405;6.54332195065906
53581.3297799093;6.51511127607455
55112.2249164781;6.48644023145831
56643.120053047;6.45574247339711
58174.0151896158;6.42388875965826
59704.9103261846;6.40225294033347
61235.8054627535;6.38229277863374
62766.7005993223;6.35301323208148
64297.5957358912;6.32033635240347
65828.49087246;6.28932365339441
67359.3860090288;6.25918165381524
68890.2811455977;6.22780983349821
70421.1762821665;6.1959390704337
71952.0714187353;6.16103719066158
73482.9665553042;6.11876099667848
75013.861691873;6.07427000679377
76544.7568284419;6.02836931341165
78075.6519650107;5.97580266661001
79606.5471015795;5.91865822648612
81137.4422381484;5.86106801299114
82668.3373747172;5.805580261291
84199.232511286;5.7506892595767
85730.1276478549;5.71415693192152
87261.0227844237;5.65432665123559
88791.9179209925;5.58665990634506
90322.8130575614;5.50915243993163
91853.7081941302;5.42988236003812
93384.603330699;5.3702590817525
94915.4984672679;5.33897818629514
96446.3936038367;5.29084777559142
97977.2887404056;5.23397751560698
99508.1838769744;5.17296501207423
101039.079013543;5.11148759585422
102569.974150112;5.00099011990663
104100.869286681;4.86838039271968
105631.76442325;4.72232486307484
107162.659559819;4.58576145024407
108693.554696387;4.50964477916727
110224.449832956;4.44639930107754
111755.344969525;4.37616089237201
113286.240106094;4.29273160593258
114817.135242663;4.18536541185737
116348.030379232;4.05118215850633
117878.9255158;3.9208811075434
119409.820652369;3.79053421000081
120940.715788938;3.6732427354713
122471.610925507;3.5561838685379
124002.506062076;3.41836923059405
125533.401198645;3.2740468639886
127064.296335213;3.12384580419943
128595.191471782;2.97201893580048
130126.086608351;2.81718443859624
131656.98174492;2.65736507094828
133187.876881489;2.48949666959538
134718.772018058;2.3077940501154
136249.667154626;2.1254891365401
137780.562291195;1.93254043660662
139311.457427764;1.71822633499694
140842.352564333;1.53952828958478
142373.247700902;1.34901307549576
143904.142837471;1.14289369563275
145435.03797404;0.903176594034455
146965.933110608;0.738688639943617
148496.828247177;0.573915802088545
150027.723383746;0.427668294197224
151558.618520315;0
