H [A/m];M [A/m]
65;751993.90228966
59.2307649535086;744688.133665165
55.6655601500932;737382.365040671
52.894234081814;730076.596416177
50.04257873563;722770.827791682
47.5997082585857;715465.059167188
45.2963689979515;708159.290542693
42.9873415885882;700853.521918199
40.8080509204052;693547.753293704
39.0278794626883;686241.98466921
36.9492904262963;678936.216044715
35.0581297338052;671630.447420221
33.3226054270972;664324.678795727
31.5840250378735;657018.910171232
30.080817731323;649713.141546738
28.5804645271591;642407.372922243
27.1910176363004;635101.604297749
25.5533375777115;627795.835673254
24.2134947709169;620490.06704876
23.0756578289941;613184.298424265
21.8524992977956;605878.529799771
20.5299126491543;598572.761175277
19.4100270836181;591266.992550782
18.4214190140123;583961.223926288
17.4273294446394;576655.455301793
16.3057410309352;569349.686677299
15.2901394613056;562043.918052804
14.3899982751092;554738.14942831
13.5361535157881;547432.380803815
12.750225103028;540126.612179321
11.9307857930711;532820.843554827
11.0328879227398;525515.074930332
10.2715552134193;518209.306305838
9.57524997697297;510903.537681343
8.85975770057305;503597.769056849
8.14263632226865;496292.000432354
7.45312998792235;488986.23180786
6.81546733498509;481680.463183365
6.18542107955905;474374.694558871
5.5769684654608;467068.925934377
5.11520962946695;459763.157309882
4.65345079347309;452457.388685388
4.18506841564591;445151.620060893
3.7159327696074;437845.851436399
3.21849910932581;430540.082811904
2.70983861644921;423234.31418741
2.22728261466226;415928.545562915
1.75572515861315;408622.776938421
1.30365270085882;401317.008313927
0.868663341257704;394011.239689432
0.436775349520834;386705.471064938
0.0190513224777024;379399.702440443
-0.398672704565435;372093.933815949
-0.733540009219485;364788.165191454
-1.037630195674;357482.39656696
-1.34172038212852;350176.627942465
-1.64477125037346;342870.859317971
-1.94599811345995;335565.090693477
-2.24722497654644;328259.322068982
-2.54845183963292;320953.553444488
-2.81333405477619;313647.784819993
-3.0768902508365;306342.016195499
-3.34044644689682;299036.247571004
-3.60081040460787;291730.47894651
-3.82491453314878;284424.710322015
-4.04901866168969;277118.941697521
-4.2731227902306;269813.173073027
-4.49722691877151;262507.404448532
-4.71892806069245;255201.635824038
-4.93835070931451;247895.867199543
-5.15777335793657;240590.098575049
-5.37719600655862;233284.329950554
-5.59661865518068;225978.56132606
-5.81096508091362;218672.792701565
-6.02440321411988;211367.024077071
-6.23784134732615;204061.255452577
-6.45127948053241;196755.486828082
-6.66418954127133;189449.718203588
-6.86754107096256;182143.949579093
-7.07089260065379;174838.180954599
-7.27424413034503;167532.412330104
-7.47759566003626;160226.64370561
-7.6795123027348;152920.875081115
-7.80570911553114;145615.106456621
-7.93190592832747;138309.337832127
-8.0581027411238;131003.569207632
-8.18429955392013;123697.800583138
-8.31049636671646;116392.031958643
-8.43669317951279;109086.263334149
-8.56288999230912;101780.494709654
-8.68908680510546;94474.7260851598
-8.82602675399329;87168.9574606654
-8.96406456540697;79863.1888361709
