Hanh [A/m];Manh [A/m]
0;0
0.222355882322976;0
1.48938303781669;80738.5993016167
1.68305688127048;91930.5817979437
1.87673072472428;103122.564294271
2.07040456817807;114314.546790598
2.26407841163187;125506.529286925
2.45775225508566;136698.511783252
2.67747989139461;147890.494279579
2.90182306886385;159082.476775906
3.12616624633308;170274.459272233
3.35050942380232;181466.44176856
3.57485260127155;192658.424264887
3.79919577874079;203850.406761214
4.02353895621003;215042.389257541
4.24788213367926;226234.371753868
4.47765208314765;237426.354250195
4.75366956640546;248618.336746522
5.02968704966327;259810.319242849
5.30570453292108;271002.301739176
5.58172201617889;282194.284235503
5.8577394994367;293386.26673183
6.17547933974419;304578.249228157
6.56668758863868;315770.231724484
6.95789583753316;326962.214220811
7.34910408642765;338154.196717138
7.74031233532213;349346.179213465
8.15751364812965;360538.161709792
8.6365746126076;371730.144206119
9.11911467238079;382922.126702446
9.70338839443097;394114.109198773
10.2876621164812;405306.0916951
10.8719358385313;416498.074191427
11.4562095605815;427690.056687754
12.0619679215614;438882.039184081
12.782622277431;450074.021680408
13.5045663062878;461266.004176735
14.2265103351447;472457.986673062
14.9484543640016;483649.969169389
15.7491065518008;494841.951665716
16.640013210944;506033.934162043
17.5509482352191;517225.91665837
18.507209619477;528417.899154697
19.5122679049639;539609.881651024
20.5575204458905;550801.864147351
21.659353704417;561993.846643678
22.776701954548;573185.829140005
23.8940502046791;584377.811636332
25.2111350938131;595569.794132659
26.5331442898332;606761.776628986
27.9104373554574;617953.759125313
29.3654536964122;629145.74162164
30.8306609013602;640337.724117967
32.3489314831311;651529.706614294
33.9278780178463;662721.689110621
35.4997641240277;673913.671606948
37.1216080764015;685105.654103275
38.8228479063476;696297.636599602
40.7280546651318;707489.619095929
42.6914048407783;718681.601592256
44.6727367692715;729873.584088583
46.66557233238;741065.56658491
48.6820528926284;752257.549081237
50.7889437584754;763449.531577564
52.9935215003893;774641.514073891
55.1998620704204;785833.496570218
57.4523379297029;797025.479066545
59.7918026672053;808217.461562872
62.2081457408549;819409.444059199
64.7019181242921;830601.426555526
67.2364849565161;841793.409051853
69.8896474005533;852985.39154818
72.5974972975276;864177.374044507
75.3410124973074;875369.356540834
77.9898119935616;886561.339037161
80.7224628624407;897753.321533488
83.5764726506696;908945.304029815
86.5879558926476;920137.286526142
89.6723593109362;931329.269022469
92.7439800221771;942521.251518796
95.8628014609371;953713.234015123
99.1958061462992;964905.21651145
102.622404115225;976097.199007777
106.049553086315;987289.181504104
109.677659202916;998481.164000431
113.432597858062;1009673.14649676
117.270723472361;1020865.12899309
121.321159338533;1032057.11148941
125.477987023469;1043249.09398574
129.913270847651;1054441.07648207
134.611603925645;1065633.05897839
139.524730119311;1076825.04147472
144.610835776044;1088017.02397105
150.157961769827;1099209.00646737
155.912332511445;1110400.9889637
162.202534745922;1121592.97146003
169.000155675626;1132784.95395636
176.351217784509;1143976.93645268
184.69818489183;1155168.91894901
194.030211587548;1166360.90144534
204.654837223613;1177552.88394166
217;1188744.86643799
