Hanh [A/m];Manh [A/m]
0;0
1.468679572;13426.82785
1.795402328;16062.1185
2.119672323;18697.40915
2.443942318;21332.69981
2.768212313;23967.99046
3.092482308;26603.28111
3.416752303;29238.57177
3.741022297;31873.86242
4.065292292;34509.15307
4.389562287;37144.44372
4.7138307;39779.73438
5.044499955;42415.02503
5.388990875;45050.31568
5.733481796;47685.60634
6.077972717;50320.89699
6.422463637;52956.18764
6.766954558;55591.4783
7.111445479;58226.76895
7.455936399;60862.0596
7.80042732;63497.35026
8.165026693;66132.64091
8.558151485;68767.93156
8.963829878;71403.22221
9.369508272;74038.51287
9.775186665;76673.80352
10.18086506;79309.09417
10.58654345;81944.38483
10.99222185;84579.67548
11.40154469;87214.96613
11.83379027;89850.25679
12.30690463;92485.54744
12.78001899;95120.83809
13.25313335;97756.12874
13.72624771;100391.4194
14.19936207;103026.7101
14.67933013;105662.0007
15.18521138;108297.2914
15.69490615;110932.582
16.20460093;113567.8727
16.71429571;116203.1633
17.22399049;118838.454
17.73368527;121473.7446
18.25200716;124109.0353
18.80193928;126744.3259
19.36070849;129379.6166
19.9194777;132014.9072
20.47824691;134650.1979
21.03701612;137285.4885
21.63714718;139920.7792
22.28373683;142556.0698
22.93032649;145191.3605
23.57691615;147826.6512
24.22350581;150461.9418
24.87044819;153097.2325
25.57383571;155732.5231
26.28797967;158367.8138
27.00212364;161003.1044
27.71626761;163638.3951
28.43128859;166273.6857
29.17290523;168908.9764
29.91452187;171544.267
30.65613852;174179.5577
31.42670276;176814.8483
32.26860325;179450.139
33.11440963;182085.4296
33.96021601;184720.7203
34.86021979;187356.0109
35.83890215;189991.3016
36.85060182;192626.5923
37.85703448;195261.8829
38.8594341;197897.1736
39.88091369;200532.4642
40.93494523;203167.7549
42.04388057;205803.0455
43.20412259;208438.3362
44.47177027;211073.6268
45.75925397;213708.9175
47.05417635;216344.2081
48.375699;218979.4988
49.68898159;221614.7894
51.10089328;224250.0801
52.5450436;226885.3707
54.41424087;229520.6614
56.331836;232155.9521
58.19725827;234791.2427
60.17621177;237426.5334
62.16869581;240061.824
64.19428607;242697.1147
66.50400868;245332.4053
68.89543926;247967.696
71.50993526;250602.9866
74.31586435;253238.2773
77.23984199;255873.5679
80.40110485;258508.8586
83.86158458;261144.1492
87.77448919;263779.4399
91.65211303;266414.7305
96.03623174;269050.0212
100.8257345;271685.3118
106.287;274320.6025
