Hanh [A/m];Manh [A/m]
0;0
0.0799444298007277;978.246444380951
1.29513740879856;12978.9803963576
2.51033038779639;24846.1678406214
3.72552336679422;36465.7490150681
4.94071634579205;47684.979884313
6.15590932478988;58480.9428536947
7.37110230378771;68821.266483145
8.58629528278554;78685.0071096885
9.80148826178337;88053.4674142229
11.0166812407812;96933.1184528151
12.231874219779;105346.980312073
13.4470671987769;113297.356385226
14.6622601777747;120814.223341029
15.8774531567725;127915.659757435
17.0926461357704;134619.04884141
18.3078391147682;140951.994916609
19.523032093766;146931.374350345
20.7382250727638;152581.49935575
21.9534180517617;157897.766192383
23.1686110307595;162909.836805975
24.3838040097573;167635.98793739
25.5989969887552;172077.701219293
26.814189967753;176377.90211092
28.0293829467508;180580.612670549
29.2445759257487;184550.307837351
30.4597689047465;188274.172406637
31.6749618837443;191791.243074179
32.8901548627422;195108.465847669
34.10534784174;198231.692865302
35.3205408207378;201190.372468917
36.5357337997356;203994.44926752
37.7509267787335;206651.429631961
38.9661197577313;209169.988843923
40.1813127367291;211560.365259604
41.396505715727;213832.508584338
42.6116986947248;215995.054725354
43.8268916737226;218057.979948948
45.0420846527205;220031.46611512
46.2572776317183;221916.522493863
47.4724706107161;223698.263044541
48.6876635897139;225413.989172651
49.9028565687118;227074.113698993
51.1180495477096;228631.064817749
52.3332425267074;230143.194946596
53.5484355057053;231597.261329423
54.7636284847031;232978.514819563
55.9788214637009;234332.723326812
57.1940144426988;235600.634325346
58.4092074216966;236858.620353253
59.6244004006944;238030.805369594
60.8395933796922;239195.97237568
62.0547863586901;240290.068692703
63.2699793376879;241365.815808864
64.4851723166857;242399.780513817
65.7003652956836;243389.94037718
66.9155582746814;244380.100240543
68.1307512536792;245289.354477272
69.3459442326771;246197.142001195
70.5611372116749;247085.372411769
71.7763301906727;247914.557479006
72.9915231696706;248743.742546244
74.2067161486684;249553.699253432
75.4219091276662;250307.866190312
76.637102106664;251062.033127191
77.8522950856619;251816.20006407
79.0674880646597;252501.198784393
80.2826810436575;253183.774420935
81.4978740226554;253866.350057477
82.7130670016532;254526.257589737
83.928259980651;255140.330102935
85.1434529596489;255754.402616134
86.3586459386467;256368.475129332
87.5738389176445;256963.366779478
88.7890318966423;257511.327273836
90.0042248756402;258059.287768195
91.219417854638;258607.248262553
92.4346108336358;259155.208756912
93.6498038126337;259653.343021166
94.8649967916315;260135.899564786
96.0801897706293;260618.456108407
97.2953827496272;261101.012652027
98.510575728625;261583.569195647
99.7257687076228;262021.799547784
100.940961686621;262432.835634982
102.156154665618;262843.871722179
103.371347644616;263254.907809376
104.586540623614;263665.943896573
105.801733602612;264076.97998377
107.01692658161;264373.274120798
108.232119560608;264587.496028438
109.447312539605;264801.717936078
110.662505518603;265015.939843719
111.877698497601;265230.161751359
113.092891476599;265444.383658999
114.308084455597;265658.605566639
115.523277434595;265872.827474279
116.738470413592;266087.04938192
117.95366339259;266301.27128956
119.168856371588;266515.4931972
120.384049350586;266729.71510484
