Hanh [A/m];Manh [A/m]
0;0
0.0147508244840324;362.466547481186
0.144976004184407;982.194318742366
0.283191904318624;1601.92209000355
0.421785582887825;2221.64986126473
0.561035139084238;2841.37763252591
0.70104581127076;3461.10540378709
0.841056483457283;4080.83317504827
0.980937827022461;4700.56094630945
1.10891454085626;5320.28871757063
1.23621804739967;5940.0164888318
1.3629628416528;6559.74426009299
1.48855477077559;7179.47203135416
1.61556679563644;7799.19980261534
1.7425788204973;8418.92757387652
1.86876325335237;9038.6553451377
2.00029960245866;9658.38311639888
2.1370785090965;10278.1108876601
2.27385741573433;10897.8386589212
2.41169275087566;11517.5664301824
2.54852260489659;12137.2942014436
2.68535245891751;12757.0219727048
2.82215346498345;13376.749743966
2.96110236273946;13996.4775152271
3.10032055492041;14616.2052864883
3.23953874710135;15235.9330577495
3.37323335341274;15855.6608290107
3.50275644927477;16475.3886002719
3.63227954513681;17095.116371533
3.75861016759289;17714.8441427942
3.88103004860728;18334.5719140554
4.00141560327326;18954.2996853166
4.12180115793923;19574.0274565778
4.2614177383853;20193.7552278389
4.41748831820083;20813.4829991001
4.58149711302005;21433.2107703613
4.74115454305073;22052.9385416225
4.9008119730814;22672.6663128837
5.04626172343833;23292.3940841448
5.18686382998753;23912.121855406
5.32746593653672;24531.8496266672
5.46047343775284;25151.5773979284
5.58603685003537;25771.3051691896
5.71160026231791;26391.0329404507
5.83716367460044;27010.7607117119
5.98535018899584;27630.4884829731
6.13183833971196;28250.2162542343
6.27679756079438;28869.9440254955
6.41802589908443;29489.6717967566
6.55925423737448;30109.3995680178
6.70637426081094;30729.127339279
6.85454040089404;31348.8551105402
7.00270654097714;31968.5828818014
7.15271296178569;32588.3106530625
7.3009433275551;33208.0384243237
7.4491736933245;33827.7661955849
7.60600591345382;34447.4939668461
7.76337809489844;35067.2217381073
7.92139618111696;35686.9495093684
8.08262326081146;36306.6772806296
8.24385034050596;36926.4050518908
8.39246572570826;37546.132823152
8.53995798346397;38165.8605944132
8.68825053940805;38785.5883656743
8.84087423757707;39405.3161369355
8.9931566875549;40025.0439081967
9.14772218815634;40644.7716794579
9.30369946480908;41264.4994507191
9.45953546147597;41884.2272219802
9.62267956663736;42503.9549932414
9.78608328182981;43123.6827645026
9.96174274809456;43743.4105357638
10.1455757800097;44363.138307025
10.3159661540156;44982.8660782861
10.4775913737733;45602.5938495473
10.6366256436651;46222.3216208085
10.7771023597889;46842.0493920697
10.9173911066667;47461.7771633309
11.0595194110676;48081.504934592
11.2561158420052;48701.2327058532
11.449973761438;49320.9604771144
11.639156216844;49940.6882483756
11.802761151718;50560.4160196367
11.9478499192495;51180.1437908979
12.1133488608142;51799.8715621591
12.2897277934052;52419.5993334203
12.4661292966998;53039.3271046815
12.6550296711437;53659.0548759426
12.8618642066223;54278.7826472038
13.0672330864312;54898.510418465
13.2541564702412;55518.2381897262
13.4200820701495;56137.9659609874
13.5789599558698;56757.6937322485
13.7414491698109;57377.4215035097
13.9147657972263;57997.1492747709
14.0879566869033;58616.8770460321
14.2600797066715;59236.6048172933
14.4352661932216;59856.3325885544
14.6554533577899;60476.0603598156
14.8816695608228;61095.7881310768
15.1161;61715.515902338
