H [A/m];M [A/m]
217;1189427.95467909
198.97059617389;1178229.07230154
184.989587979463;1167030.18992399
173.852083068783;1155831.30754644
163.844309993621;1144632.42516889
155.141299791902;1133433.54279134
147.631111336977;1122234.66041379
140.706334225889;1111035.77803624
134.446584401994;1099836.89565869
128.458252504271;1088638.01328114
122.999349128713;1077439.13090359
117.625709929313;1066240.24852604
112.893434536656;1055041.36614849
108.445045950055;1043842.48377094
104.149196167745;1032643.60139339
99.9438442193374;1021444.71901584
95.9292831512719;1010245.83663829
92.1251232367861;999046.954260738
88.4652783307321;987848.071883188
84.9660621938038;976649.189505638
81.5407820767147;965450.307128088
78.2369491912682;954251.424750537
75.0408973916208;943052.542372987
71.9038314422154;931853.659995437
68.8421326286798;920654.777617886
65.8686172727341;909455.895240336
62.967747633343;898257.012862786
60.2136641419929;887058.130485236
57.4575508427136;875859.248107685
54.7464856146821;864660.365730135
52.121554849702;853461.483352585
49.6092012925393;842262.600975035
47.1986737829793;831063.718597484
44.8494777949755;819864.836219934
42.545239935533;808665.953842384
40.218983411001;797467.071464833
37.9313821874654;786268.189087283
35.6781094128792;775069.306709733
33.5119838498368;763870.424332183
31.3894844789001;752671.541954632
29.3078311423953;741472.659577082
27.3830183036173;730273.777199532
25.4912005637101;719074.894821982
23.7233068407986;707876.012444431
21.9730464358309;696677.130066881
20.3263642698735;685478.247689331
18.6936336012724;674279.365311781
17.2456969067363;663080.48293423
15.7977602122003;651881.60055668
14.4454889956734;640682.71817913
13.1322800671671;629483.83580158
11.8346144479557;618284.953424029
10.6655972986624;607086.071046479
9.49658014936917;595887.188668929
8.36329916946462;584688.306291378
7.38791974837554;573489.423913828
6.41254032728646;562290.541536278
5.43716090619738;551091.659158728
4.56139467584841;539892.776781177
3.73229687410821;528693.894403627
2.90319907236801;517495.012026077
2.0741012706278;506296.129648527
1.34244303762521;495097.247270976
0.68758344871358;483898.364893426
0.032723859801944;472699.482515876
-0.622135729109689;461500.600138326
-1.27699531802132;450301.717760775
-1.87236637179594;439102.835383225
-2.35268396274659;427903.953005675
-2.83300155369724;416705.070628125
-3.31331914464788;405506.188250574
-3.79363673559853;394307.305873024
-4.27395432654918;383108.423495474
-4.75427191749983;371909.541117923
-5.20173814907082;360710.658740373
-5.53676732293749;349511.776362823
-5.87179649680416;338312.893985273
-6.20682567067083;327114.011607722
-6.54185484453749;315915.129230172
-6.87688401840416;304716.246852622
-7.21191319227083;293517.364475072
-7.5469423661375;282318.482097521
-7.88197154000417;271119.599719971
-8.21700071387083;259920.717342421
-8.54922835762066;248721.834964871
-8.77665512844595;237522.95258732
-9.00408189927124;226324.07020977
-9.23150867009653;215125.18783222
-9.45893544092182;203926.30545467
-9.68636221174711;192727.423077119
-9.9137889825724;181528.540699569
-10.1412157533977;170329.658322019
-10.368642524223;159130.775944469
-10.5960692950483;147931.893566918
-10.8234960658736;136733.011189368
-11.0509228366988;125534.128811818
-11.2783496075241;114335.246434267
-11.5057763783494;103136.364056717
-11.7332031491747;91937.4816791669
-11.96062992;80738.5993016167
-13.2197940952283;-0
-14.4789582704566;-80738.5993016167
-14.6535035750699;-91930.5817979437
-14.8280488796833;-103122.564294271
-15.0025941842967;-114314.546790598
-15.17713948891;-125506.529286925
-15.3516847935234;-136698.511783252
-15.5783376838471;-147890.494279579
-15.8142216564913;-159082.476775906
-16.0501056291356;-170274.459272233
-16.2859896017798;-181466.44176856
-16.5218735744241;-192658.424264887
-16.7577575470683;-203850.406761214
-16.9936415197126;-215042.389257541
-17.2295254923568;-226234.371753868
-17.465409465001;-237426.354250195
-17.7012934376453;-248618.336746522
-17.9371774102895;-259810.319242849
-18.1730613829338;-271002.301739176
-18.408945355578;-282194.284235503
-18.6448293282223;-293386.26673183
-18.9641580149659;-304578.249228157
-19.4304235188835;-315770.231724484
-19.8966890228011;-326962.214220811
-20.3629545267187;-338154.196717138
-20.8292200306363;-349346.179213465
-21.2954855345539;-360538.161709792
-21.7617510384715;-371730.144206119
-22.2349747329796;-382922.126702446
-22.9116657520416;-394114.109198773
-23.5883567711037;-405306.0916951
-24.2650477901658;-416498.074191427
-24.9417388092278;-427690.056687754
-25.6184298282899;-438882.039184081
-26.4444303434391;-450074.021680408
-27.2730102045629;-461266.004176735
-28.1015900656867;-472457.986673062
-28.9301699268105;-483649.969169389
-29.9161661058189;-494841.951665716
-30.9280642329666;-506033.934162043
-31.9399623601143;-517225.91665837
-33.0425132072275;-528417.899154697
-34.2426578567987;-539609.881651024
-35.4428025063699;-550801.864147351
-36.6967305395899;-561993.846643678
-37.9816885560191;-573185.829140005
-39.2666465724483;-584377.811636332
-40.7312372363169;-595569.794132659
-42.2004988991999;-606761.776628986
-43.7730637832064;-617953.759125313
-45.4015527443848;-629145.74162164
-47.0504234335497;-640337.724117967
-48.7159488068267;-651529.706614294
-50.3694317864345;-662721.689110621
-52.0108007350804;-673913.671606948
-53.7655247219268;-685105.654103275
-55.6790404639176;-696297.636599602
-57.6832985177772;-707489.619095929
-59.7407047103185;-718681.601592256
-61.7743794737575;-729873.584088583
-63.8451838418698;-741065.56658491
-66.0093137327255;-752257.549081237
-68.23635499327;-763449.531577564
-70.4863813372113;-774641.514073891
-72.7248331866564;-785833.496570218
-75.0062901862262;-797025.479066545
-77.3265641789305;-808217.461562872
-79.7242844182587;-819409.444059199
-82.2595226309127;-830601.426555526
-84.8745887200364;-841793.409051853
-87.5423335806597;-852985.39154818
-90.243367572232;-864177.374044507
-93.0489769110896;-875369.356540834
-95.7073855409903;-886561.339037161
-98.4054425680501;-897753.321533488
-101.343289276895;-908945.304029815
-104.361850651039;-920137.286526142
-107.531521430604;-931329.269022469
-110.656884050681;-942521.251518796
-113.680159728728;-953713.234015123
-116.993682551769;-964905.21651145
-120.480130793938;-976097.199007777
-123.863390866728;-987289.181504104
-127.509161539172;-998481.164000431
-131.095563483815;-1009673.14649676
-134.830294463299;-1020865.12899309
-138.818492061678;-1032057.11148941
-142.847248243939;-1043249.09398574
-147.016865770787;-1054441.07648207
-151.447468105016;-1065633.05897839
-156.204667722928;-1076825.04147472
-160.89969775478;-1088017.02397105
-166.057525358719;-1099209.00646737
-171.354257317762;-1110400.9889637
-176.926832873169;-1121592.97146003
-182.942085168175;-1132784.95395636
-188.914463551166;-1143976.93645268
-195.846493724205;-1155168.91894901
-203.12710207165;-1166360.90144534
-210.3718291568;-1177552.88394166
-217;-1188744.86643799
-217;-1189427.95467909
-198.97059617389;-1178229.07230154
-184.989587979463;-1167030.18992399
-173.852083068783;-1155831.30754644
-163.844309993621;-1144632.42516889
-155.141299791902;-1133433.54279134
-147.631111336977;-1122234.66041379
-140.706334225889;-1111035.77803624
-134.446584401994;-1099836.89565869
-128.458252504271;-1088638.01328114
-122.999349128713;-1077439.13090359
-117.625709929313;-1066240.24852604
-112.893434536656;-1055041.36614849
-108.445045950055;-1043842.48377094
-104.149196167745;-1032643.60139339
-99.9438442193374;-1021444.71901584
-95.9292831512719;-1010245.83663829
-92.1251232367861;-999046.954260738
-88.4652783307321;-987848.071883188
-84.9660621938038;-976649.189505638
-81.5407820767147;-965450.307128088
-78.2369491912682;-954251.424750537
-75.0408973916208;-943052.542372987
-71.9038314422154;-931853.659995437
-68.8421326286798;-920654.777617886
-65.8686172727341;-909455.895240336
-62.967747633343;-898257.012862786
-60.2136641419929;-887058.130485236
-57.4575508427136;-875859.248107685
-54.7464856146821;-864660.365730135
-52.121554849702;-853461.483352585
-49.6092012925393;-842262.600975035
-47.1986737829793;-831063.718597484
-44.8494777949755;-819864.836219934
-42.545239935533;-808665.953842384
-40.218983411001;-797467.071464833
-37.9313821874654;-786268.189087283
-35.6781094128792;-775069.306709733
-33.5119838498368;-763870.424332183
-31.3894844789001;-752671.541954632
-29.3078311423953;-741472.659577082
-27.3830183036173;-730273.777199532
-25.4912005637101;-719074.894821982
-23.7233068407986;-707876.012444431
-21.9730464358309;-696677.130066881
-20.3263642698735;-685478.247689331
-18.6936336012724;-674279.365311781
-17.2456969067363;-663080.48293423
-15.7977602122003;-651881.60055668
-14.4454889956734;-640682.71817913
-13.1322800671671;-629483.83580158
-11.8346144479557;-618284.953424029
-10.6655972986624;-607086.071046479
-9.49658014936917;-595887.188668929
-8.36329916946462;-584688.306291378
-7.38791974837554;-573489.423913828
-6.41254032728646;-562290.541536278
-5.43716090619738;-551091.659158728
-4.56139467584841;-539892.776781177
-3.73229687410821;-528693.894403627
-2.90319907236801;-517495.012026077
-2.0741012706278;-506296.129648527
-1.34244303762521;-495097.247270976
-0.68758344871358;-483898.364893426
-0.032723859801944;-472699.482515876
0.622135729109689;-461500.600138326
1.27699531802132;-450301.717760775
1.87236637179594;-439102.835383225
2.35268396274659;-427903.953005675
2.83300155369724;-416705.070628125
3.31331914464788;-405506.188250574
3.79363673559853;-394307.305873024
4.27395432654918;-383108.423495474
4.75427191749983;-371909.541117923
5.20173814907082;-360710.658740373
5.53676732293749;-349511.776362823
5.87179649680416;-338312.893985273
6.20682567067083;-327114.011607722
6.54185484453749;-315915.129230172
6.87688401840416;-304716.246852622
7.21191319227083;-293517.364475072
7.5469423661375;-282318.482097521
7.88197154000417;-271119.599719971
8.21700071387083;-259920.717342421
8.54922835762066;-248721.834964871
8.77665512844595;-237522.95258732
9.00408189927124;-226324.07020977
9.23150867009653;-215125.18783222
9.45893544092182;-203926.30545467
9.68636221174711;-192727.423077119
9.9137889825724;-181528.540699569
10.1412157533977;-170329.658322019
10.368642524223;-159130.775944469
10.5960692950483;-147931.893566918
10.8234960658736;-136733.011189368
11.0509228366988;-125534.128811818
11.2783496075241;-114335.246434267
11.5057763783494;-103136.364056717
11.7332031491747;-91937.4816791669
11.96062992;-80738.5993016167
13.2197940952283;0
14.4789582704566;80738.5993016167
14.6535035750699;91930.5817979437
14.8280488796833;103122.564294271
15.0025941842967;114314.546790598
15.17713948891;125506.529286925
15.3516847935234;136698.511783252
15.5783376838471;147890.494279579
15.8142216564913;159082.476775906
16.0501056291356;170274.459272233
16.2859896017798;181466.44176856
16.5218735744241;192658.424264887
16.7577575470683;203850.406761214
16.9936415197126;215042.389257541
17.2295254923568;226234.371753868
17.465409465001;237426.354250195
17.7012934376453;248618.336746522
17.9371774102895;259810.319242849
18.1730613829338;271002.301739176
18.408945355578;282194.284235503
18.6448293282223;293386.26673183
18.9641580149659;304578.249228157
19.4304235188835;315770.231724484
19.8966890228011;326962.214220811
20.3629545267187;338154.196717138
20.8292200306363;349346.179213465
21.2954855345539;360538.161709792
21.7617510384715;371730.144206119
22.2349747329796;382922.126702446
22.9116657520416;394114.109198773
23.5883567711037;405306.0916951
24.2650477901658;416498.074191427
24.9417388092278;427690.056687754
25.6184298282899;438882.039184081
26.4444303434391;450074.021680408
27.2730102045629;461266.004176735
28.1015900656867;472457.986673062
