Hanh [A/m];Manh [A/m]
0;0
0.086598203;760.1939823
0.316805651;2283.410392
0.5470131;3806.626801
0.777220548;5329.843211
1.007427997;6853.05962
1.225983427;8376.27603
1.439872801;9899.492439
1.653762175;11422.70885
1.867651549;12945.92526
2.081540923;14469.14167
2.298893627;15992.35808
2.521423171;17515.57449
2.743952715;19038.7909
2.966482259;20562.00731
3.189011803;22085.22371
3.411544584;23608.44012
3.6511675;25131.65653
3.890868334;26654.87294
4.130569168;28178.08935
4.370270002;29701.30576
4.614712807;31224.52217
4.85960404;32747.73858
5.104495273;34270.95499
5.349386506;35794.1714
5.592300138;37317.38781
5.832755909;38840.60422
6.073229255;40363.82063
6.313702601;41887.03704
6.554175947;43410.25345
6.80253364;44933.46986
7.056615678;46456.68627
7.310697716;47979.90268
7.564779754;49503.11909
7.826661441;51026.33549
8.088608007;52549.5519
8.349149607;54072.76831
8.609691206;55595.98472
8.873180966;57119.20113
9.137077451;58642.41754
9.415764689;60165.63395
9.69854065;61688.85036
9.992739041;63212.06677
10.28693743;64735.28318
10.5834546;66258.49959
10.88346636;67781.716
11.18527766;69304.93241
11.48708896;70828.14882
11.78944055;72351.36523
12.09683886;73874.58164
12.40423717;75397.79805
12.71350764;76921.01446
13.02900166;78444.23087
13.34114164;79967.44727
13.65280537;81490.66368
13.9618957;83013.88009
14.27098603;84537.0965
14.61251625;86060.31291
14.99388173;87583.52932
15.3752472;89106.74573
15.77752158;90629.96214
16.20786414;92153.17855
16.61414823;93676.39496
16.97952216;95199.61137
17.31751751;96722.82778
17.65992438;98246.04419
18.00636411;99769.2606
18.3530997;101292.477
18.76042872;102815.6934
19.18242936;104338.9098
19.61748311;105862.1262
20.07514106;107385.3426
20.51285927;108908.5591
20.94718621;110431.7755
21.38048089;111954.9919
21.80464871;113478.2083
22.25399727;115001.4247
22.73177714;116524.6411
23.22059072;118047.8575
23.71049372;119571.0739
24.18574305;121094.2903
24.65439871;122617.5067
25.14528804;124140.7231
25.64092066;125663.9396
26.17519596;127187.156
26.7143635;128710.3724
27.25666211;130233.5888
27.80511941;131756.8052
28.36195458;133280.0216
28.93236116;134803.238
29.49197921;136326.4544
30.06276216;137849.6708
30.66201021;139372.8872
31.2587562;140896.1037
31.86926567;142419.3201
32.51012049;143942.5365
33.19830475;145465.7529
33.80923938;146988.9693
34.3536353;148512.1857
34.87051325;150035.4021
35.669;151558.6185
