M [A/m];k [A/m]
0;2.47216333708968
623.389049518566;2.47504778435618
1246.77809903713;2.47085617304131
1870.1671485557;2.46220167410641
2493.55619807426;2.45377302617443
3116.94524759283;2.44501803984041
3740.33429711139;2.43583587811142
4363.72334662996;2.42659468111311
4987.11239614852;2.42275389392994
5610.50144566709;2.42566000385326
6233.89049518566;2.42866310105425
6857.27954470422;2.4302467294634
7480.66859422279;2.42991094860379
8104.05764374135;2.42883686909379
8727.44669325992;2.42735078939811
9350.83574277848;2.42191037970284
9974.22479229705;2.41027527360469
10597.6138418156;2.39603848516367
11221.0028913342;2.38322761514204
11844.3919408527;2.3733306100805
12467.7809903713;2.36487562214142
13091.1700398899;2.35643618859387
13714.5590894084;2.34980442465725
14337.948138927;2.34483784072115
14961.3371884456;2.33999376067125
15584.7262379641;2.33430740418453
16208.1152874827;2.32583250059949
16831.5043370013;2.31572375057345
17454.8933865198;2.30746836037035
18078.2824360384;2.30024020969169
18701.671485557;2.29157045378492
19325.0605350755;2.28205939874308
19948.4495845941;2.26092949760391
20571.8386341127;2.22639662942446
21195.2276836312;2.19499589102274
21818.6167331498;2.17061549403847
22442.0057826684;2.14790607465419
23065.3948321869;2.13716478954846
23688.7838817055;2.13830326272693
24312.1729312241;2.14221947632688
24935.5619807426;2.1409440733442
25558.9510302612;2.1313096479119
26182.3400797798;2.1187407182687
26805.7291292983;2.1061717886255
27429.1181788169;2.07680480161483
28052.5072283354;2.03561101234317
28675.896277854;1.99375236690022
29299.2853273726;1.95496620804263
29922.6743768911;1.91734825470388
30546.0634264097;1.89486042454849
31169.4524759283;1.88319605941164
31792.8415254468;1.87334167297568
32416.2305749654;1.86074697009714
33039.619624484;1.84410991595631
33663.0086740025;1.82634174874948
34286.3977235211;1.80220775159098
34909.7867730397;1.77424076130037
35533.1758225582;1.74477776921111
36156.5648720768;1.71255965685389
36779.9539215954;1.67954529365777
37403.3429711139;1.64959554996421
38026.7320206325;1.62122259263564
38650.1210701511;1.59241316132274
39273.5101196696;1.56000336021902
39896.8991691882;1.52637314385442
40520.2882187068;1.4908458906755
41143.6772682253;1.45371002169039
41767.0663177439;1.41640514280502
42390.4553672625;1.38770321737433
43013.844416781;1.36119957328048
43637.2334662996;1.32458748445766
44260.6225158181;1.28136302040696
44884.0115653367;1.24939469989523
45507.4006148553;1.22723994409627
46130.7896643738;1.20427506836276
46754.1787138924;1.17827810860976
47377.567763411;1.15199025097133
48000.9568129296;1.12412858134507
48624.3458624481;1.04844984598573
49247.7349119667;0.968976757173745
49871.1239614852;0.894113489908478
50494.5130110038;0.842660223623809
51117.9020605224;0.810734542452372
51741.2911100409;0.798576819308125
52364.6801595595;0.78272174389166
52988.0692090781;0.766299130604197
53611.4582585966;0.738949648671964
54234.8473081152;0.693958310420714
54858.2363576338;0.643475522091915
55481.6254071523;0.573296476593511
56105.0144566709;0.52165992441351
56728.4035061895;0.477978514135435
57351.792555708;0.431209856276546
57975.1816052266;0.38484253608335
58598.5706547452;0.338833447194714
59221.9597042637;0.293879181847546
59845.3487537823;0.248223582597378
60468.7378033009;0.172597968080114
61092.1268528194;0.0904417209572712
61715.515902338;0
