M [A/m];k [A/m]
0;10.1511122974223
7604.47227453172;10.1511021073454
15208.9445490634;10.1510919172686
22813.4168235952;10.1510817271917
30417.8890981269;10.1542353895137
38022.3613726586;10.1684188769371
45626.8336471903;10.1826023643604
53231.3059217221;10.1967858517838
60835.7781962538;10.2109693392071
68440.2504707855;10.2251528266305
76044.7227453172;10.2393363140539
83649.195019849;10.2535198014772
91253.6672943807;10.2668386886567
98858.1395689124;10.2691974642163
106462.611843444;10.2637533811073
114067.084117976;10.2583092979984
121671.556392508;10.2528652148895
129276.028667039;10.2474211317806
136880.500941571;10.2419770486716
144484.973216103;10.2365329655627
152089.445490634;10.2276764544347
159693.917765166;10.2170294101631
167298.390039698;10.2062189757027
174902.86231423;10.1954085412423
182507.334588761;10.1845964472507
190111.806863293;10.174151220061
197716.279137825;10.1723365366512
205320.751412357;10.1892736653559
212925.223686888;10.2062107940607
220529.69596142;10.2231479227654
228134.168235952;10.2349881340296
235738.640510483;10.227401937018
243343.112785015;10.2091552082206
250947.585059547;10.1909084794231
258552.057334079;10.171720875271
266156.52960861;10.1610674859474
273761.001883142;10.1669008717537
281365.474157674;10.177101315174
288969.946432205;10.1867570078871
296574.418706737;10.183172569344
304178.890981269;10.1709197052208
311783.363255801;10.1586668410976
319387.835530332;10.1405124235334
326992.307804864;10.1496046682287
334596.780079396;10.1912601858044
342201.252353928;10.2390338465535
349805.724628459;10.2603662798766
357410.196902991;10.2757407740772
365014.669177523;10.289213669617
372619.141452054;10.2886275382673
380223.613726586;10.2891823019995
387828.086001118;10.3166726736118
395432.55827565;10.3587560203178
403037.030550181;10.3909258746573
410641.502824713;10.3886486018199
418245.975099245;10.3659241471685
425850.447373777;10.3255099128745
433454.919648308;10.2914433878041
441059.39192284;10.3058876551637
448663.864197372;10.3503111125402
456268.336471903;10.3505886740745
463872.808746435;10.3374161738971
471477.281020967;10.3512722555236
479081.753295499;10.3104272187376
486686.22557003;10.2368865249015
494290.697844562;10.2445011809705
501895.170119094;10.2910203121247
509499.642393625;10.3083678026161
517104.114668157;10.3232010137085
524708.586942689;10.2713202574029
532313.059217221;10.2030681944495
539917.531491752;10.2729849070937
547522.003766284;10.2307146480576
555126.476040816;10.236554027852
562730.948315348;10.1160199489713
570335.420589879;10.0127016811728
577939.892864411;9.97468328448596
585544.365138943;9.87367457120921
593148.837413474;9.85687973760382
600753.309688006;9.69839292490214
608357.781962538;9.51299818943336
615962.25423707;9.42888393768074
623566.726511601;9.27155654107526
631171.198786133;9.12791390915883
638775.671060665;8.92168389959362
646380.143335197;8.67897477175176
653984.615609728;8.46834560093882
661589.08788426;8.26392641319117
669193.560158792;7.97810650365544
676798.032433323;7.62938210455998
684402.504707855;7.3674846949096
692006.976982387;6.92268120242408
699611.449256919;6.53075355581146
707215.92153145;6.00960200372267
714820.393805982;5.49132478471333
722424.866080514;4.83473885530308
730029.338355045;4.12165690101048
737633.810629577;3.36523999085554
745238.282904109;2.2133162851812
752842.755178641;0
