M [A/m];k [A/m]
-2105.266875;6.96018325001354
1371.34825661925;6.97011825879844
4847.96338823851;6.95569465750042
8324.57851985776;6.92583191536896
11801.193651477;6.88746381156219
15277.8087830963;6.84924982215484
18754.4239147155;6.84078434545867
22231.0390463348;6.84701795419643
25707.654177954;6.88003334129782
29184.2693095733;6.91844446950914
32660.8844411925;6.94848595103512
36137.4995728118;6.92514484433039
39614.1147044311;6.84731325111298
43090.7298360503;6.84019467655738
46567.3449676696;6.84211347454472
50043.9600992888;6.83606312113943
53520.5752309081;6.82956452870044
56997.1903625273;6.76280306564742
60473.8054941466;6.73481941559889
63950.4206257659;6.75556234747102
67427.0357573851;6.77901432439579
70903.6508890044;6.80268437738724
74380.2660206236;6.8326919373897
77856.8811522429;6.86182790511015
81333.4962838621;6.8532884102614
84810.1114154814;6.7945765611817
88286.7265471006;6.72815028616201
91763.3416787199;6.68102882556301
95239.9568103392;6.65768213689214
98716.5719419584;6.63317673904515
102193.187073578;6.6009418330465
105669.802205197;6.56785319499913
109146.417336816;6.54592309078902
112623.032468435;6.53622135113087
116099.647600055;6.54832629245363
119576.262731674;6.57870419507718
123052.877863293;6.59225776355885
126529.492994912;6.59485429274469
130006.108126532;6.56421942688527
133482.723258151;6.52689567110153
136959.33838977;6.49944848526483
140435.953521389;6.4686751126301
143912.568653009;6.42824807010957
147389.183784628;6.39189451662676
150865.798916247;6.37101387812837
154342.414047866;6.34569651971027
157819.029179486;6.30912711162386
161295.644311105;6.29613568986021
164772.259442724;6.33320232201742
168248.874574344;6.33058216437162
171725.489705963;6.26068901707656
175202.104837582;6.2205227064213
178678.719969201;6.19917700820103
182155.335100821;6.17363871049056
185631.95023244;6.15129036168794
189108.565364059;6.11765673424987
192585.180495678;6.0549118934583
196061.795627298;5.99042797026683
199538.410758917;5.92937502341224
203015.025890536;5.86375383308147
206491.641022155;5.80422125722728
209968.256153775;5.74719441037637
213444.871285394;5.6793147024168
216921.486417013;5.62611097239299
220398.101548632;5.60270350033246
223874.716680252;5.58880463873153
227351.331811871;5.53272816697545
230827.94694349;5.42978805050348
234304.562075109;5.31654273347447
237781.177206729;5.21721928065669
241257.792338348;5.12402383792173
244734.407469967;5.01954484421652
248211.022601586;4.93456625218831
251687.637733206;4.90304967091311
255164.252864825;4.87542848076429
258640.867996444;4.80799634903786
262117.483128063;4.69488254317151
265594.098259683;4.63391416144766
269070.713391302;4.58852931395237
272547.328522921;4.46232166216251
276023.94365454;4.35031788244183
279500.55878616;4.21931064893125
282977.173917779;4.07710291313746
286453.789049398;3.95418056354625
289930.404181017;3.77330874438416
293407.019312637;3.59307625442096
296883.634444256;3.49163640316631
300360.249575875;3.28564556121504
303836.864707494;3.09454504310359
307313.479839114;2.96094663283764
310790.094970733;2.75610046148515
314266.710102352;2.71568579454851
317743.325233971;2.47398155800644
321219.940365591;2.198756787026
324696.55549721;2.02859981747708
328173.170628829;1.77249819021589
331649.785760448;1.4810630040531
335126.400892068;1.08150803323142
338603.016023687;0.648838647740713
342079.631155306;0
