url_path,views_total,views_unique
/jsilveyra/mag-analyst,23,5
/matias-gonz/mag-analyst,21,7
/jsilveyra/mag-analyst/projects,21,3
/jsilveyra/mag-analyst/issues,6,2
/matias-gonz/mag-analyst/projects,4,2
/matias-gonz/mag-analyst/actions,3,2
/jsilveyra/mag-analyst/pulls,3,1
/matias-gonz/mag-analyst/commits/main,3,1
/jsilveyra/mag-analyst/actions,2,1
/jsilveyra/mag-analyst/issues/190,2,1
