url_path,views_total,views_unique
/jsilveyra/mag-analyst,25,5
/jsilveyra/mag-analyst/projects,23,3
/matias-gonz/mag-analyst,18,7
/jsilveyra/mag-analyst/issues,7,2
/matias-gonz/mag-analyst/projects,3,2
/jsilveyra/mag-analyst/pulls,3,1
/matias-gonz/mag-analyst/commits/main,3,1
/jsilveyra/mag-analyst/actions,2,1
/jsilveyra/mag-analyst/issues/190,2,1
/jsilveyra/mag-analyst/pull/193,2,1
