url_path,views_total,views_unique
/jsilveyra/mag-analyst,43,7
/jsilveyra/mag-analyst/projects,29,3
/jsilveyra/mag-analyst/commits/bugfix,14,1
/jsilveyra/mag-analyst/tree/bugfix,13,2
/jsilveyra/mag-analyst/issues,11,2
/jsilveyra/mag-analyst/pulls,9,4
/jsilveyra/mag-analyst/commit/9e30d63eee30392d5761b1524fc10fd1dd1650d4,6,1
/jsilveyra/mag-analyst/actions,3,1
/jsilveyra/mag-analyst/blob/bugfix/explanation-document.md,3,1
/jsilveyra/mag-analyst/blob/development/license.txt,3,1
