H [A/m];B [T]
42.90128713;0.150679547
41.4745268;0.149157531
39.91709262;0.147635515
38.62628456;0.1461135
37.30169713;0.144591484
36.1226168;0.143069468
34.95721475;0.141547453
33.73599988;0.140025437
32.61702717;0.138503422
31.51998667;0.136981406
30.42535681;0.13545939
29.36231758;0.133937375
28.35460721;0.132415359
27.43237887;0.130893343
26.54650791;0.129371328
25.65248118;0.127849312
24.65976179;0.126327297
23.70886023;0.124805281
22.75723925;0.123283265
21.83658419;0.12176125
20.96670509;0.120239234
20.09895166;0.118717218
19.2500152;0.117195203
18.42291569;0.115673187
17.56611191;0.114151172
16.70174505;0.112629156
15.87995872;0.11110714
15.10212268;0.109585125
14.36159406;0.108063109
13.6307776;0.106541093
12.85892464;0.105019078
12.12613838;0.103497062
11.44351971;0.101975047
10.72089332;0.100453031
9.981439965;9.89E-02
9.258646882;9.74E-02
8.567027597;9.59E-02
7.916829697;9.44E-02
7.285886312;9.28E-02
6.645827045;9.13E-02
6.006012283;8.98E-02
5.386096511;8.83E-02
4.728865986;8.68E-02
4.047109139;8.52E-02
3.35534874;8.37E-02
2.675013186;8.22E-02
2.037805986;8.07E-02
1.438133738;7.91E-02
0.853778062;7.76E-02
0.264573563;7.61E-02
-0.309594011;7.46E-02
-0.861843849;7.31E-02
-1.411438263;7.15E-02
-1.984124269;7.00E-02
-2.564198849;6.85E-02
-3.143206928;6.70E-02
-3.743699363;6.54E-02
-4.32796909;6.39E-02
-4.872835073;6.24E-02
-5.37542099;6.09E-02
-5.873405887;5.94E-02
-6.365745121;5.78E-02
-6.852553997;5.63E-02
-7.325395693;5.48E-02
-7.778475489;5.33E-02
-8.221970907;5.17E-02
-8.664783096;5.02E-02
-9.119715633;4.87E-02
-9.589774053;4.72E-02
-10.05714029;4.57E-02
-10.52886364;4.41E-02
-10.99681363;4.26E-02
-11.4072934;4.11E-02
-11.79498868;3.96E-02
-12.19792681;3.81E-02
-12.60850742;3.65E-02
-13.02828124;3.50E-02
-13.44930389;3.35E-02
-13.84614831;3.20E-02
-14.2195944;3.04E-02
-14.59478654;2.89E-02
-14.96589837;2.74E-02
-15.33519233;2.59E-02
-15.70843851;2.44E-02
-16.08583855;2.28E-02
-16.46449466;2.13E-02
-16.84208086;1.98E-02
-17.22174629;1.83E-02
-17.60526378;1.67E-02
-17.98190037;1.52E-02
-18.3391745;1.37E-02
-18.67312915;1.22E-02
-18.99944664;1.07E-02
-19.33126283;9.13E-03
-19.66384749;7.61E-03
-19.99145649;6.09E-03
-20.31008442;4.57E-03
-20.62844126;3.04E-03
-20.95168847;1.52E-03
-21.26851818;0.00E+00
-21.56155361;-1.52E-03
-21.84206937;-3.04E-03
-22.13129417;-4.57E-03
-22.43134355;-6.09E-03
-22.74027842;-7.61E-03
-23.05986167;-9.13E-03
-23.37180336;-1.07E-02
-23.66513563;-1.22E-02
-23.94090564;-1.37E-02
-24.20498205;-1.52E-02
-24.47311377;-1.67E-02
-24.75544789;-1.83E-02
-25.04701568;-1.98E-02
-25.3360162;-2.13E-02
-25.61263772;-2.28E-02
-25.85614133;-2.44E-02
-26.07733309;-2.59E-02
-26.30199673;-2.74E-02
-26.52158895;-2.89E-02
-26.73593351;-3.04E-02
-26.95558167;-3.20E-02
-27.1803346;-3.35E-02
-27.40435913;-3.50E-02
-27.60972297;-3.65E-02
-27.80874358;-3.81E-02
-28.00797865;-3.96E-02
-28.21379275;-4.11E-02
-28.41871277;-4.26E-02
-28.62533185;-4.41E-02
-28.83748439;-4.57E-02
-29.0579345;-4.72E-02
-29.2850229;-4.87E-02
-29.50715287;-5.02E-02
-29.72089794;-5.17E-02
-29.92052222;-5.33E-02
-30.12471212;-5.48E-02
-30.33501907;-5.63E-02
-30.54463803;-5.78E-02
-30.75330204;-5.94E-02
-30.96132979;-6.09E-02
-31.16723747;-6.24E-02
-31.36430213;-6.39E-02
-31.55725741;-6.54E-02
-31.75114272;-6.70E-02
-31.9479092;-6.85E-02
-32.13888072;-7.00E-02
-32.32356529;-7.15E-02
-32.51103174;-7.31E-02
-32.69686691;-7.46E-02
-32.88049016;-7.61E-02
-33.06412026;-7.76E-02
-33.24941997;-7.91E-02
-33.4286715;-8.07E-02
-33.60575499;-8.22E-02
-33.7899546;-8.37E-02
-33.97146174;-8.52E-02
-34.15942549;-8.68E-02
-34.36310349;-8.83E-02
-34.5732401;-8.98E-02
-34.77171059;-9.13E-02
-34.96643091;-9.28E-02
-35.17301553;-9.44E-02
-35.370467;-9.59E-02
-35.55568617;-9.74E-02
-35.73286967;-9.89E-02
-35.89337277;-0.100453031
-36.03306383;-0.101975047
