H [A/m];B [T]
51.45182393;0.249113468
49.1086036;0.24659717
46.76308961;0.244080872
44.71142188;0.241564575
42.62447054;0.239048277
40.58685034;0.236531979
38.84030154;0.234015682
37.02588089;0.231499384
35.47148369;0.228983086
33.76379753;0.226466789
32.16278879;0.223950491
30.56549379;0.221434194
29.0257522;0.218917896
27.64554688;0.216401598
26.33280554;0.213885301
24.9223268;0.211369003
23.53176125;0.208852705
22.14507849;0.206336408
20.82498885;0.20382011
19.53534932;0.201303812
18.2911533;0.198787515
17.00269321;0.196271217
15.78181883;0.193754919
14.6387181;0.191238622
13.51213494;0.188722324
12.39271011;0.186206026
11.33601543;0.183689729
10.23606711;0.181173431
9.154353021;0.178657133
8.149456207;0.176140836
7.196160408;0.173624538
6.231896433;0.17110824
5.265529363;0.168591943
4.283078307;0.166075645
3.248509507;0.163559347
2.260815016;0.16104305
1.363421744;0.158526752
0.461538729;0.156010455
-0.39297118;0.153494157
-1.238415604;0.150977859
-2.095400359;0.148461562
-2.960787915;0.145945264
-3.833054886;0.143428966
-4.663208861;0.140912669
-5.420870696;0.138396371
-6.162917062;0.135880073
-6.891985559;0.133363776
-7.587529096;0.130847478
-8.253050515;0.12833118
-8.923262384;0.125814883
-9.613540339;0.123298585
-10.29885244;0.120782287
-10.96391014;0.11826599
-11.59269549;0.115749692
-12.18765746;0.113233394
-12.79842998;0.110717097
-13.40301577;0.108200799
-13.99339249;0.105684501
-14.54248163;0.103168204
-15.09057453;0.100651906
-15.6397947;9.81E-02
-16.18747296;9.56E-02
-16.73712021;9.31E-02
-17.29202925;9.06E-02
-17.84532657;8.81E-02
-18.36353444;8.56E-02
-18.85939683;8.30E-02
-19.3546479;8.05E-02
-19.82938414;7.80E-02
-20.2962339;7.55E-02
-20.7686036;7.30E-02
-21.21749835;7.05E-02
-21.62647863;6.79E-02
-22.05145436;6.54E-02
-22.49022286;6.29E-02
-22.9260724;6.04E-02
-23.35730636;5.79E-02
-23.77298212;5.54E-02
-24.15872639;5.28E-02
-24.54581653;5.03E-02
-24.9559078;4.78E-02
-25.34114596;4.53E-02
-25.6941506;4.28E-02
-26.0161383;4.03E-02
