H [A/m];B [T]
906.2662589;1.451015204
777.3436789;1.436358485
680.4934269;1.421701765
601.2547996;1.407045046
536.8770371;1.392388327
483.4495538;1.377731608
434.2688031;1.363074889
392.8379913;1.348418169
355.3552524;1.33376145
322.1113978;1.319104731
293.3292024;1.304448012
267.0741781;1.289791292
243.2427907;1.275134573
221.8823346;1.260477854
200.9266955;1.245821135
181.1316268;1.231164415
164.6472285;1.216507696
149.8068929;1.201850977
134.8214801;1.187194258
121.0222047;1.172537539
108.1034218;1.157880819
96.1869504;1.1432241
84.95777035;1.128567381
73.38099097;1.113910662
61.88343598;1.099253942
52.10741253;1.084597223
43.41956937;1.069940504
35.25318143;1.055283785
27.82795934;1.040627065
20.61834744;1.025970346
14.27148624;1.011313627
8.193557811;0.996656908
3.024408944;0.982000188
-1.554853173;0.967343469
-5.947276578;0.95268675
-10.40680509;0.938030031
-14.47579119;0.923373312
-17.91310763;0.908716592
-21.05325648;0.894059873
-24.09605355;0.879403154
-27.02241812;0.864746435
-29.66743991;0.850089715
-32.01197889;0.835432996
-33.94091715;0.820776277
-35.57165977;0.806119558
-37.0622579;0.791462838
-38.40338037;0.776806119
-39.57401629;0.7621494
-40.62134899;0.747492681
-41.5714688;0.732835962
-42.47651738;0.718179242
-43.32852835;0.703522523
-43.99976335;0.688865804
-44.62949696;0.674209085
-45.2799039;0.659552365
-45.90455597;0.644895646
-46.41737148;0.630238927
-46.876348;0.615582208
-47.29831433;0.600925488
-47.71576432;0.586268769
-48.10528537;0.57161205
-48.5059979;0.556955331
-48.92124058;0.542298612
-49.24076866;0.527641892
-49.50786544;0.512985173
-49.79349586;0.498328454
-50.11129999;0.483671735
-50.41522451;0.469015015
-50.71746189;0.454358296
-51.01056919;0.439701577
-51.28822379;0.425044858
-51.57532401;0.410388138
-51.85294838;0.395731419
-52.09943375;0.3810747
-52.36348346;0.366417981
-52.67715274;0.351761262
-52.97727557;0.337104542
-53.24493537;0.322447823
-53.48850114;0.307791104
-53.76373692;0.293134385
-54.06886794;0.278477665
-54.37486293;0.263820946
