H [A/m];B [T]
202.7455935;1.015557658
176.87835;1.0052995
156.4203924;0.995041342
139.123086;0.984783183
123.4291489;0.974525025
109.9597226;0.964266867
98.01807504;0.954008709
86.45425338;0.943750551
76.3010171;0.933492393
66.77371529;0.923234234
58.31613976;0.912976076
50.66187215;0.902717918
43.68285783;0.89245976
37.07705365;0.882201602
31.24916833;0.871943444
25.86353276;0.861685285
20.71488353;0.851427127
15.69988291;0.841168969
10.8830954;0.830910811
6.548157275;0.820652653
2.653181728;0.810394495
-0.9339567;0.800136337
-4.279560869;0.789878178
-7.470507592;0.77962002
-10.55404916;0.769361862
-13.51646645;0.759103704
-16.28558362;0.748845546
-18.77749768;0.738587388
-20.98038054;0.728329229
-23.0218529;0.718071071
-24.90662939;0.707812913
-26.63917273;0.697554755
-28.23242647;0.687296597
-29.72456535;0.677038439
-31.0939366;0.66678028
-32.31629384;0.656522122
-33.45215501;0.646263964
-34.51501226;0.636005806
-35.50844927;0.625747648
-36.44779688;0.61548949
-37.3567817;0.605231331
-38.14677448;0.594973173
-38.89103744;0.584715015
-39.59270541;0.574456857
-40.24949527;0.564198699
-40.84477798;0.553940541
-41.43438984;0.543682383
-41.97866943;0.533424224
-42.45811929;0.523166066
-42.90862172;0.512907908
-43.33241823;0.50264975
-43.72636136;0.492391592
-44.09846278;0.482133434
-44.45087662;0.471875275
-44.7893895;0.461617117
-45.12173172;0.451358959
-45.43265828;0.441100801
-45.72674996;0.430842643
-46.00628579;0.420584485
-46.27246592;0.410326326
-46.53652015;0.400068168
-46.79395887;0.38981001
-47.02611695;0.379551852
-47.25352471;0.369293694
-47.49036068;0.359035536
-47.71089661;0.348777377
-47.9069433;0.338519219
-48.11258987;0.328261061
-48.35455174;0.318002903
-48.59789346;0.307744745
-48.8197006;0.297486587
-49.01307928;0.287228428
-49.20691236;0.27697027
-49.41443974;0.266712112
-49.61669764;0.256453954
-49.8239303;0.246195796
-50.04225211;0.235937638
-50.25736692;0.22567948
-50.45747232;0.215421321
-50.64413761;0.205163163
-50.84598948;0.194905005
-51.06208864;0.184646847
-51.27634889;0.174388689
-51.47459581;0.164130531
-51.6854683;0.153872372
-51.92690696;0.143614214
-52.14352495;0.133356056
-52.34793117;0.123097898
-52.57525456;0.11283974
-52.79818149;0.102581582
-53.00901001;9.23E-02
-53.22977517;8.21E-02
-53.44977361;7.18E-02
-53.67098504;6.15E-02
-53.90628728;5.13E-02
-54.14543957;4.10E-02
-54.39732149;3.08E-02
-54.65961264;2.05E-02
-54.89394121;1.03E-02
-55.10926348;0.00E+00
-55.34977832;-1.03E-02
-55.61785403;-2.05E-02
-55.88216493;-3.08E-02
-56.14816584;-4.10E-02
-56.41048674;-5.13E-02
-56.67453441;-6.15E-02
-56.96115272;-7.18E-02
-57.25848637;-8.21E-02
-57.55274877;-9.23E-02
-57.84093968;-0.102581582
-58.13048666;-0.11283974
-58.43459751;-0.123097898
-58.75206924;-0.133356056
-59.06303611;-0.143614214
-59.38027333;-0.153872372
-59.70376716;-0.164130531
-60.05160867;-0.174388689
-60.42750178;-0.184646847
-60.81502113;-0.194905005
-61.20545425;-0.205163163
-61.58471568;-0.215421321
-61.96991669;-0.22567948
-62.37327286;-0.235937638
-62.79425954;-0.246195796
-63.20962068;-0.256453954
-63.63685116;-0.266712112
-64.09517412;-0.27697027
-64.57617857;-0.287228428
-65.06466301;-0.297486587
-65.55845751;-0.307744745
-66.08729755;-0.318002903
-66.63330232;-0.328261061
-67.17924935;-0.338519219
-67.73583587;-0.348777377
-68.30661899;-0.359035536
-68.88963078;-0.369293694
-69.48132362;-0.379551852
-70.08959296;-0.38981001
-70.72651219;-0.400068168
-71.37927645;-0.410326326
-72.04255572;-0.420584485
-72.70969532;-0.430842643
-73.38974872;-0.441100801
-74.08470255;-0.451358959
-74.79742554;-0.461617117
-75.53278331;-0.471875275
-76.2736734;-0.482133434
-77.02948023;-0.492391592
-77.81602438;-0.50264975
-78.63198314;-0.512907908
-79.47295469;-0.523166066
-80.34244812;-0.533424224
-81.2409426;-0.543682383
-82.16870045;-0.553940541
-83.13052254;-0.564198699
-84.11763204;-0.574456857
-85.13546922;-0.584715015
-86.17625252;-0.594973173
-87.24472557;-0.605231331
-88.35596772;-0.61548949
-89.5426842;-0.625747648
-90.82305033;-0.636005806
-92.1546251;-0.646263964
-93.52958801;-0.656522122
-94.95605112;-0.66678028
-96.44356151;-0.677038439
-97.9727801;-0.687296597
-99.53448672;-0.697554755
-101.1645558;-0.707812913
-102.8589766;-0.718071071
-104.5508668;-0.728329229
-106.2639384;-0.738587388
-108.0164393;-0.748845546
-109.8334546;-0.759103704
-111.7391021;-0.769361862
-113.7315576;-0.77962002
-115.9219228;-0.789878178
-118.2922051;-0.800136337
-120.806695;-0.810394495
-123.4564588;-0.820652653
-126.183536;-0.830910811
-129.0608792;-0.841168969
-132.0324661;-0.851427127
-135.1484178;-0.861685285
-138.4532469;-0.871943444
-141.9142837;-0.882201602
-145.334133;-0.89245976
-148.8956792;-0.902717918
-152.8002878;-0.912976076
-156.86421;-0.923234234
-161.0316446;-0.933492393
-165.5165428;-0.943750551
-170.3393736;-0.954008709
-175.4362143;-0.964266867
-180.5991038;-0.974525025
-185.7022646;-0.984783183
-191.0612485;-0.995041342
-196.9566522;-1.0052995
-202.7455935;-1.015557658
-176.87835;-1.0052995
-156.4203924;-0.995041342
-139.123086;-0.984783183
-123.4291489;-0.974525025
-109.9597226;-0.964266867
-98.01807504;-0.954008709
-86.45425338;-0.943750551
-76.3010171;-0.933492393
-66.77371529;-0.923234234
-58.31613976;-0.912976076
-50.66187215;-0.902717918
-43.68285783;-0.89245976
-37.07705365;-0.882201602
-31.24916833;-0.871943444
-25.86353276;-0.861685285
-20.71488353;-0.851427127
-15.69988291;-0.841168969
-10.8830954;-0.830910811
-6.548157275;-0.820652653
-2.653181728;-0.810394495
0.9339567;-0.800136337
4.279560869;-0.789878178
7.470507592;-0.77962002
10.55404916;-0.769361862
13.51646645;-0.759103704
16.28558362;-0.748845546
18.77749768;-0.738587388
20.98038054;-0.728329229
23.0218529;-0.718071071
24.90662939;-0.707812913
26.63917273;-0.697554755
28.23242647;-0.687296597
29.72456535;-0.677038439
31.0939366;-0.66678028
32.31629384;-0.656522122
33.45215501;-0.646263964
34.51501226;-0.636005806
35.50844927;-0.625747648
36.44779688;-0.61548949
37.3567817;-0.605231331
38.14677448;-0.594973173
38.89103744;-0.584715015
39.59270541;-0.574456857
40.24949527;-0.564198699
40.84477798;-0.553940541
41.43438984;-0.543682383
41.97866943;-0.533424224
42.45811929;-0.523166066
42.90862172;-0.512907908
43.33241823;-0.50264975
43.72636136;-0.492391592
44.09846278;-0.482133434
44.45087662;-0.471875275
44.7893895;-0.461617117
45.12173172;-0.451358959
45.43265828;-0.441100801
45.72674996;-0.430842643
46.00628579;-0.420584485
46.27246592;-0.410326326
46.53652015;-0.400068168
46.79395887;-0.38981001
47.02611695;-0.379551852
47.25352471;-0.369293694
47.49036068;-0.359035536
47.71089661;-0.348777377
47.9069433;-0.338519219
48.11258987;-0.328261061
48.35455174;-0.318002903
48.59789346;-0.307744745
48.8197006;-0.297486587
49.01307928;-0.287228428
49.20691236;-0.27697027
49.41443974;-0.266712112
49.61669764;-0.256453954
49.8239303;-0.246195796
50.04225211;-0.235937638
50.25736692;-0.22567948
50.45747232;-0.215421321
50.64413761;-0.205163163
50.84598948;-0.194905005
51.06208864;-0.184646847
51.27634889;-0.174388689
51.47459581;-0.164130531
51.6854683;-0.153872372
51.92690696;-0.143614214
52.14352495;-0.133356056
52.34793117;-0.123097898
52.57525456;-0.11283974
52.79818149;-0.102581582
53.00901001;-9.23E-02
53.22977517;-8.21E-02
53.44977361;-7.18E-02
53.67098504;-6.15E-02
53.90628728;-5.13E-02
54.14543957;-4.10E-02
54.39732149;-3.08E-02
54.65961264;-2.05E-02
54.89394121;-1.03E-02
55.10926348;0.00E+00
55.34977832;1.03E-02
55.61785403;2.05E-02
55.88216493;3.08E-02
56.14816584;4.10E-02
56.41048674;5.13E-02
56.67453441;6.15E-02
56.96115272;7.18E-02
57.25848637;8.21E-02
57.55274877;9.23E-02
57.84093968;0.102581582
58.13048666;0.11283974
58.43459751;0.123097898
58.75206924;0.133356056
59.06303611;0.143614214
59.38027333;0.153872372
59.70376716;0.164130531
60.05160867;0.174388689
60.42750178;0.184646847
60.81502113;0.194905005
61.20545425;0.205163163
61.58471568;0.215421321
61.96991669;0.22567948
62.37327286;0.235937638
62.79425954;0.246195796
63.20962068;0.256453954
63.63685116;0.266712112
64.09517412;0.27697027
64.57617857;0.287228428
65.06466301;0.297486587
65.55845751;0.307744745
66.08729755;0.318002903
66.63330232;0.328261061
67.17924935;0.338519219
67.73583587;0.348777377
68.30661899;0.359035536
68.88963078;0.369293694
69.48132362;0.379551852
70.08959296;0.38981001
70.72651219;0.400068168
71.37927645;0.410326326
72.04255572;0.420584485
72.70969532;0.430842643
73.38974872;0.441100801
74.08470255;0.451358959
74.79742554;0.461617117
75.53278331;0.471875275
76.2736734;0.482133434
77.02948023;0.492391592
77.81602438;0.50264975
78.63198314;0.512907908
79.47295469;0.523166066
80.34244812;0.533424224
81.2409426;0.543682383
82.16870045;0.553940541
83.13052254;0.564198699
84.11763204;0.574456857
85.13546922;0.584715015
86.17625252;0.594973173
87.24472557;0.605231331
88.35596772;0.61548949
89.5426842;0.625747648
90.82305033;0.636005806
92.1546251;0.646263964
93.52958801;0.656522122
94.95605112;0.66678028
96.44356151;0.677038439
97.9727801;0.687296597
99.53448672;0.697554755
101.1645558;0.707812913
102.8589766;0.718071071
104.5508668;0.728329229
106.2639384;0.738587388
108.0164393;0.748845546
109.8334546;0.759103704
111.7391021;0.769361862
113.7315576;0.77962002
115.9219228;0.789878178
118.2922051;0.800136337
120.806695;0.810394495
123.4564588;0.820652653
126.183536;0.830910811
129.0608792;0.841168969
132.0324661;0.851427127
135.1484178;0.861685285
138.4532469;0.871943444
141.9142837;0.882201602
145.334133;0.89245976
148.8956792;0.902717918
152.8002878;0.912976076
156.86421;0.923234234
161.0316446;0.933492393
165.5165428;0.943750551
170.3393736;0.954008709
175.4362143;0.964266867
180.5991038;0.974525025
185.7022646;0.984783183
191.0612485;0.995041342
196.9566522;1.0052995
