H [A/m];B [T]
1232.816719;1.501447134
1056.471538;1.486281001
917.5016714;1.471114868
806.3742051;1.455948736
715.1903016;1.440782603
637.7066086;1.42561647
571.1663339;1.410450338
516.160776;1.395284205
465.0206916;1.380118072
420.2189129;1.36495194
381.5237405;1.349785807
345.15405;1.334619674
313.3815585;1.319453542
285.2734601;1.304287409
259.4650809;1.289121276
236.5510877;1.273955144
215.1805474;1.258789011
193.9121485;1.243622878
175.0676725;1.228456746
158.419498;1.213290613
143.6164099;1.19812448
128.9102987;1.182958348
115.1737856;1.167792215
102.7744729;1.152626082
90.07450084;1.13745995
78.11478808;1.122293817
66.35130994;1.107127684
55.49088709;1.091961552
45.80261562;1.076795419
36.9567208;1.061629286
29.1792513;1.046463154
22.50006396;1.031297021
15.85773879;1.016130888
9.609057201;1.000964756
4.104509661;0.985798623
-1.315017074;0.97063249
-6.083715948;0.955466358
-10.30181974;0.940300225
-14.39422865;0.925134092
-18.316034;0.90996796
-21.72519277;0.894801827
-24.51420898;0.879635694
-26.82154611;0.864469562
-28.94216971;0.849303429
-30.98275973;0.834137296
-33.01460743;0.818971164
-34.92440724;0.803805031
-36.69324253;0.788638898
-38.25084733;0.773472766
-39.54423453;0.758306633
-40.6577639;0.7431405
-41.68478924;0.727974368
-42.52567395;0.712808235
-43.31071969;0.697642102
-44.04002349;0.68247597
-44.69712768;0.667309837
-45.32175811;0.652143704
-45.90523088;0.636977572
-46.42169339;0.621811439
-46.90933872;0.606645306
-47.38282013;0.591479174
-47.86860485;0.576313041
-48.33534535;0.561146908
-48.73938883;0.545980776
-49.12310802;0.530814643
-49.46783402;0.515648511
-49.80029304;0.500482378
-50.17885305;0.485316245
-50.55877115;0.470150113
-50.92470418;0.45498398
-51.29144801;0.439817847
-51.64419292;0.424651715
-51.9803138;0.409485582
-52.32199894;0.394319449
-52.69576796;0.379153317
-53.08825048;0.363987184
-53.44422602;0.348821051
-53.74629775;0.333654919
-54.03650344;0.318488786
-54.33680776;0.303322653
-54.66047841;0.288156521
-54.98729968;0.272990388
-55.30105853;0.257824255
-55.62156692;0.242658123
-55.92444726;0.22749199
-56.24820014;0.212325857
-56.63850387;0.197159725
-57.04803836;0.181993592
-57.42833534;0.166827459
-57.77332894;0.151661327
-58.11497815;0.136495194
-58.48473776;0.121329061
-58.89809684;0.106162929
-59.31428238;9.10E-02
-59.6967595;7.58E-02
-60.08587136;6.07E-02
-60.5362825;4.55E-02
-61.00514514;3.03E-02
-61.43601528;1.52E-02
-61.90829884;0.00E+00
-62.43678055;-1.52E-02
-62.98585371;-3.03E-02
-63.55858867;-4.55E-02
-64.14883137;-6.07E-02
-64.80372475;-7.58E-02
-65.50976643;-9.10E-02
-66.12180625;-0.106162929
