M [A/m];k [A/m]
0;316.950391320979
16533.5475190012;316.898829221892
33067.0950380024;316.884943716156
49600.6425570036;317.043599305638
66134.1900760047;317.205543171629
82667.7375950059;317.36748703762
99201.2851140071;317.529430903612
115734.832633008;317.691374769603
132268.380152009;317.853318635594
148801.927671011;318.015262501586
165335.475190012;318.177206367577
181869.022709013;318.963072826217
198402.570228014;320.583072705727
214936.117747015;322.217340370812
231469.665266017;323.851608035898
248003.212785018;325.485875700983
264536.760304019;327.120143366068
281070.30782302;328.754411031154
297603.855342021;330.388678696239
314137.402861023;331.793679958395
330670.950380024;332.10064011207
347204.497899025;332.390383592078
363738.045418026;332.680127072087
380271.592937027;332.969870552095
396805.140456028;334.349895587791
413338.68797503;336.222308702007
429872.235494031;337.386606357117
446405.783013032;338.540509775784
462939.330532033;339.586408783302
479472.878051034;340.078119392433
496006.425570036;341.476897641821
512539.973089037;342.916984784349
529073.520608038;344.742608762462
545607.068127039;346.071007196706
562140.61564604;347.230996409582
578674.163165041;347.895923050245
595207.710684043;348.867414472932
611741.258203044;348.857525840615
628274.805722045;348.278215866723
644808.353241046;354.847304422468
661341.900760047;352.93555574658
677875.448279049;353.347609390441
694408.99579805;354.990941358145
710942.543317051;355.403201193991
727476.090836052;359.26705077069
744009.638355053;359.250937124532
760543.185874055;359.792244734825
777076.733393056;365.176116750505
793610.280912057;365.459862123117
810143.828431058;372.943279726403
826677.375950059;380.442593946591
843210.92346906;381.627388145243
859744.470988062;386.804931796313
876278.018507063;388.76763203821
892811.566026064;390.552094973748
909345.113545065;396.611828290027
925878.661064066;407.520508596903
942412.208583068;412.356271041847
958945.756102069;417.051726018891
975479.30362107;419.483326669794
992012.851140071;430.045913651675
1008546.39865907;442.673681121106
1025079.94617807;451.07984699722
1041613.49369707;459.109400777222
1058147.04121608;463.056152883557
1074680.58873508;479.935907772248
1091214.13625408;487.14433326331
1107747.68377308;496.413758152079
1124281.23129208;504.875914461455
1140814.77881108;518.456116480124
1157348.32633008;521.553262900342
1173881.87384908;530.256305785267
1190415.42136809;528.315318359758
1206948.96888709;526.101270683744
1223482.51640609;511.226206956758
1240016.06392509;500.291300541333
1256549.61144409;470.035519042854
1273083.15896309;452.413435248531
1289616.70648209;439.263190643724
1306150.25400109;383.867343223934
1322683.80152009;365.794106174465
1339217.3490391;317.395260182561
1355750.8965581;317.969200356755
1372284.4440771;271.633333250287
1388817.9915961;301.776298671178
1405351.5391151;221.183132946273
1421885.0866341;176.374487159078
1438418.6341531;162.044644475395
1454952.1816721;168.57643860193
1471485.72919111;198.226078560677
1488019.27671011;138.736498566304
1504552.82422911;142.93225606658
1521086.37174811;97.04542601412
1537619.91926711;77.08511806913
1554153.46678611;24.1490400777976
1570687.01430511;36.6019493990581
1587220.56182411;40.2216684663802
1603754.10934312;-43.9838341910349
1620287.65686212;24.208070111712
1636821.20438112;0
