H [A/m];M [A/m]
4007.48380616;1299930.33585965
3575.33436855119;1286803.16439567
3152.77660613996;1273675.99293169
2837.33589257879;1260548.82146772
2533.19381585213;1247421.65000374
2261.23154346042;1234294.47853976
1998.14788157904;1221167.30707578
1809.74087077911;1208040.1356118
1589.14195729964;1194912.96414783
1448.54977646323;1181785.79268385
1305.49981902076;1168658.62121987
1155.7721980271;1155531.44975589
1050.26744608512;1142404.27829191
951.334110663052;1129277.10682794
864.068498439941;1116149.93536396
781.674183887985;1103022.76389998
705.045193476058;1089895.592436
638.769128257804;1076768.42097202
580.982199739037;1063641.24950805
526.470683457651;1050514.07804407
475.906634244731;1037386.90658009
428.382165287671;1024259.73511611
391.552779368664;1011132.56365213
350.948915935461;998005.392188156
320.385964304474;984878.220724178
284.009680783775;971751.0492602
251.058190864562;958623.877796222
220.985085589791;945496.706332244
193.325628093659;932369.534868266
167.655728324738;919242.363404288
142.852990858431;906115.19194031
120.384033065684;892988.020476332
100.12875244662;879860.849012354
80.8148506043714;866733.677548376
58.6880230459222;853606.506084398
38.9966604381899;840479.33462042
23.572985314205;827352.163156442
7.01178368435407;814224.991692464
-6.49219274;801097.820228487
-27.492818486467;787970.648764509
-39.9409449831437;774843.477300531
-57.0831509497077;761716.305836553
-67.9413312064278;748589.134372575
-83.5443873485066;735461.962908597
-93.5692973131742;722334.791444619
-102.938500338922;709207.619980641
-115.589552258215;696080.448516663
-126.03066277855;682953.277052685
-135.543339473429;669826.105588707
-145.055891816625;656698.934124729
-155.006657988161;643571.762660751
-163.308064091534;630444.591196773
-170.64968341587;617317.419732795
-178.476367028483;604190.248268817
-186.776705366285;591063.076804839
-194.728369074921;577935.905340861
-201.372835853036;564808.733876883
-207.734564773612;551681.562412905
-214.099053095419;538554.390948927
-219.72470581427;525427.219484949
-224.353933469677;512300.048020971
-229.422055101917;499172.876556993
-235.300290771803;486045.705093015
-241.178526441688;472918.533629037
-244.629855759601;459791.362165059
-247.814420533643;446664.190701081
-250.998985307685;433537.019237103
-254.926823956647;420409.847773125
-258.95072664714;407282.676309147
-262.974629337633;394155.504845169
-266.653623948142;381028.333381191
-269.549972793975;367901.161917213
-272.446321639808;354773.990453235
-275.342670485641;341646.818989257
-278.182996579414;328519.647525279
-280.732420767256;315392.476061301
-283.281844955099;302265.304597323
-285.831269142941;289138.133133346
-288.380693330783;276010.961669368
-290.930117518625;262883.79020539
-293.227107212981;249756.618741412
-295.283018300229;236629.447277434
-297.338929387477;223502.275813456
-299.394840474725;210375.104349478
-301.450751561972;197247.9328855
-303.50666264922;184120.761421522
-305.787563875364;170993.589957544
-308.177758298493;157866.418493566
-310.567952721621;144739.247029588
-312.958147144749;131612.07556561
-315.348341567878;118484.904101632
-317.738535991006;105357.732637654
-320.414969107933;92230.5611736758
-323.247789058826;79103.3897096978
-326.080609009719;65976.2182457199
-328.913428960612;52849.0467817419
-331.746248911504;39721.8753177639
-334.604540521741;26594.703853786
-337.482733175871;13467.532389808
-340.36092583;340.36092583
-340.431650898039;-0
-340.502375966077;-340.36092583
-343.230176039249;-13467.7651706305
-345.957976112421;-26595.169415431
-348.685776185593;-39722.5736602315
-351.413576258765;-52849.977905032
-354.141376331937;-65977.3821498325
-356.869176405109;-79104.786394633
-359.596976478281;-92232.1906394335
-362.324776551453;-105359.594884234
-365.381639123814;-118486.999129035
-369.15866809182;-131614.403373835
-372.935697059826;-144741.807618636
-376.712726027831;-157869.211863436
-380.489754995837;-170996.616108237
-384.163224824689;-184124.020353037
-387.487600819866;-197251.424597838
-390.811976815043;-210378.828842638
-394.136352810219;-223506.233087439
-397.460728805396;-236633.637332239
-402.157233345917;-249761.04157704
-407.012415644957;-262888.44582184
-411.867597943998;-276015.850066641
-416.722780243039;-289143.254311441
-420.607424115306;-302270.658556242
