M [A/m];k [A/m]
0;328.817917554201
11183.0655943452;328.846163553792
22366.1311886904;328.874409553383
33549.1967830357;328.902655552973
44732.2623773809;328.930901552564
55915.3279717261;328.949398126832
67098.3935660713;328.962205126636
78281.4591604165;328.974856879108
89464.5247547617;328.987508631581
100647.590349107;329.000160384053
111830.655943452;329.137767560648
123013.721537797;329.469804924666
134196.787132143;329.807027108613
145379.852726488;330.144249292559
156562.918320833;330.481471476506
167745.983915178;330.7435785384
178929.049509523;330.884049650271
190112.115103869;331.015626567499
201295.180698214;331.147056105611
212478.246292559;331.278485643723
223661.311886904;331.568696333037
234844.37748125;331.982360103462
246027.443075595;332.416373148454
257210.50866994;332.850800580003
268393.574264285;333.308580234105
279576.63985863;333.880852320619
290759.705452976;334.383818829075
301942.771047321;334.7835616622
313125.836641666;335.306678838268
324308.902236011;336.00698974624
335491.967830357;336.711057833376
346675.033424702;337.456534588097
357858.099019047;338.110726571711
369041.164613392;338.7513839723
380224.230207737;339.251063849806
391407.295802083;339.78398361697
402590.361396428;340.468406465518
413773.426990773;341.155750613684
424956.492585118;341.860049994923
436139.558179464;342.611821994073
447322.623773809;343.296913490712
458505.689368154;344.277835853588
469688.754962499;345.264055428919
480871.820556844;345.862770732665
492054.88615119;346.384610109162
503237.951745535;347.256362930762
514421.01733988;348.233683258121
525604.082934225;348.519659473901
536787.14852857;349.212950868167
547970.214122916;349.845372628756
559153.279717261;350.505683469665
570336.345311606;350.949045076239
581519.410905951;350.791241175315
592702.476500296;350.911286395404
603885.542094642;351.777129536693
615068.607688987;351.878098065266
626251.673283332;351.7365839957
637434.738877677;351.807035567893
648617.804472023;352.428949601341
659800.870066368;352.992593923835
670983.935660713;352.547769182338
682167.001255058;352.349975461587
693350.066849404;350.700652344671
704533.132443749;352.357224060385
715716.198038094;352.170315009957
726899.263632439;352.526527136053
738082.329226784;353.880202320474
749265.39482113;352.947195509483
760448.460415475;353.524354613177
771631.52600982;352.09116773949
782814.591604165;352.426033000211
793997.65719851;353.305433462874
805180.722792856;351.78118478366
816363.788387201;351.402278938781
827546.853981546;349.952567426255
838729.919575891;346.34776670518
849912.985170237;342.985064139401
861096.050764582;341.594435028443
872279.116358927;337.873570557472
883462.181953272;338.351895278724
894645.247547617;337.319259630026
905828.313141963;334.416447705999
917011.378736308;331.080373212261
928194.444330653;327.460289105656
939377.509924998;324.212259854334
950560.575519343;319.158611669478
961743.641113689;314.576341016185
972926.706708034;306.07296467813
984109.772302379;297.697347804113
995292.837896724;279.269954777927
1006475.90349107;267.859778922836
1017658.96908541;250.883964162398
1028842.03467976;228.665418184212
1040025.10027411;214.141626507128
1051208.16586845;189.14272602209
1062391.2314628;166.703704389858
1073574.29705714;127.106622768273
1084757.36265149;86.2191617508367
1095940.42824583;39.4911354048587
1107123.49384018;0
