H [A/m];M [A/m]
10026.20026323;1461169.72952057
9047.26879613706;1446413.6900738
8252.74664329185;1431657.65062703
7436.38110614126;1416901.61118026
6771.79855345101;1402145.57173349
6017.99712144789;1387389.53228672
5353.75900612924;1372633.49283995
4822.93894601626;1357877.45339318
4255.19716184174;1343121.41394641
3818.25798438084;1328365.37449964
3339.71840742256;1313609.33505287
2978.48157774848;1298853.2956061
2676.80745372534;1284097.25615933
2363.43861880818;1269341.21671256
2109.58805120952;1254585.17726579
1880.77982064585;1239829.13781902
1668.79550357994;1225073.09837225
1512.33854373047;1210317.05892548
1309.45220911491;1195561.01947871
1157.14835838511;1180804.98003194
1033.76352924758;1166048.94058517
919.79272777965;1151292.9011384
815.134517366801;1136536.86169163
735.998096090962;1121780.82224486
657.406881736173;1107024.78279809
590.975855275711;1092268.74335132
536.62847366643;1077512.70390455
476.688031551463;1062756.66445778
435.852284379199;1048000.62501101
391.126911521222;1033244.58556424
356.232745653245;1018488.54611747
321.915923032011;1003732.5066707
290.319832976806;988976.467223929
264.36243960341;974220.427777158
229.702998471602;959464.388330388
206.462893327335;944708.348883618
182.392095982746;929952.309436848
160.000599764632;915196.269990078
128.576325550875;900440.230543308
109.759928660397;885684.191096538
89.047081778713;870928.151649768
64.9364183645297;856172.112202997
46.8510647591945;841416.072756227
29.9716763534233;826660.033309457
11.2088180784829;811903.993862687
-4.14383350248996;797147.954415917
-21.8174588176453;782391.914969147
-37.5595582792598;767635.875522377
-49.0772043812452;752879.836075607
-64.6328010710339;738123.796628836
-81.7310765066127;723367.757182066
-97.2634187772352;708611.717735296
-108.376639075569;693855.678288526
-122.785456832694;679099.638841756
-132.976052125393;664343.599394986
-143.782532893192;649587.559948216
-155.779539373742;634831.520501446
-165.518982601676;620075.481054675
-172.641314670588;605319.441607905
-177.348148420931;590563.402161135
-184.535310797682;575807.362714365
-191.722097513506;561051.323267595
-198.908341868972;546295.283820825
-206.471422318632;531539.244374055
-214.167613749283;516783.204927285
-220.582103673599;502027.165480514
-225.06939616796;487271.126033744
-229.556688662321;472515.086586974
-234.042934501848;457759.047140204
-238.528782527846;443003.007693434
-243.014630553844;428246.968246664
-247.500478579842;413490.928799894
-250.556720347855;398734.889353123
-253.031084094289;383978.849906353
-255.505447840722;369222.810459583
-257.979811587155;354466.771012813
-260.454175333588;339710.731566043
-263.370921586839;324954.692119273
-266.360121806093;310198.652672503
-269.349322025347;295442.613225733
-272.338522244601;280686.573778962
-275.327722463855;265930.534332192
-278.316922683109;251174.494885422
-280.948963984579;236418.455438652
-283.511054383459;221662.415991882
-286.073144782339;206906.376545112
-288.63523518122;192150.337098342
-291.1973255801;177394.297651572
-293.75941597898;162638.258204801
-296.32150637786;147882.218758031
-298.745446655367;133126.179311261
-301.136667883513;118370.139864491
-303.52788911166;103614.100417721
-305.919110339806;88858.0609709508
-308.310331567953;74102.0215241806
-310.701552796099;59345.9820774105
-313.092774024245;44589.9426306404
-315.674487286137;29833.9031838703
-318.749388808069;15077.8637371001
-321.82429033;321.82429033
-321.903821374646;-0
-321.983352419292;-321.82429033
-325.63518579556;-15099.0561241251
-329.287019171828;-29876.2879579202
-332.938852548096;-44653.5197917153
-336.590685924364;-59430.7516255104
-340.242519300632;-74207.9834593055
-343.8943526769;-88985.2152931006
-347.546186053168;-103762.447126896
-351.198019429436;-118539.678960691
-354.849852805704;-133316.910794486
-358.371778664117;-148094.142628281
-361.73976724711;-162871.374462076
-365.107755830103;-177648.606295871
-368.475744413096;-192425.838129666
-371.843732996089;-207203.069963461
-375.371125321329;-221980.301797257
-380.162096227162;-236757.533631052
-384.953067132994;-251534.765464847
-389.744038038827;-266311.997298642
-394.53500894466;-281089.229132437
-399.277579201594;-295866.460966232
-403.589996021624;-310643.692800027
-407.902412841655;-325420.924633822
-412.214829661685;-340198.156467617
-416.527246481716;-354975.388301413
-423.780280242343;-369752.620135208
-431.268853099753;-384529.851969003
-438.757425957162;-399307.083802798
-446.245998814571;-414084.315636593
-453.460035890347;-428861.547470388
-460.649752846878;-443638.779304183
-467.83946980341;-458416.011137978
-476.346768562717;-473193.242971773
-485.809942630961;-487970.474805569
-495.273116699205;-502747.706639364
-504.543402965588;-517524.938473159
-513.534184967906;-532302.170306954
-522.524966970225;-547079.402140749
-534.249647583689;-561856.633974544
-546.944179082208;-576633.865808339
-559.638710580727;-591411.097642134
-572.472757318281;-606188.329475929
-585.322045829761;-620965.561309724
-596.715593917491;-635742.79314352
-606.993366655564;-650520.024977315
-618.672950047789;-665297.25681111
-635.037984525899;-680074.488644905
-651.500807439648;-694851.7204787
-668.112467861925;-709628.952312495
-684.667515193511;-724406.18414629
-701.031706084567;-739183.415980085
-719.468618351474;-753960.647813881
-741.080385452313;-768737.879647676
-760.06373280215;-783515.111481471
-778.516160333334;-798292.343315266
-803.738320798459;-813069.575149061
-831.469336183438;-827846.806982856
-862.793835751265;-842624.038816651
-890.827244405569;-857401.270650446
-918.298533922903;-872178.502484241
-945.572152002773;-886955.734318036
-973.606587847219;-901732.966151832
-1007.56454068237;-916510.197985627
-1041.05853962559;-931287.429819422
-1073.69945316002;-946064.661653217
-1110.17718703803;-960841.893487012
-1151.43201453054;-975619.125320807
-1199.00180016395;-990396.357154602
-1240.84220929157;-1005173.5889884
-1287.30126100212;-1019950.82082219
-1335.47411003642;-1034728.05265599
-1383.65120786084;-1049505.28448978
-1436.43411011526;-1064282.51632358
-1503.38617420042;-1079059.74815737
-1566.92739912864;-1093836.97999117
-1653.59249170534;-1108614.21182496
-1722.29984783552;-1123391.44365876
-1820.90539474236;-1138168.67549255
-1922.02220312673;-1152945.90732635
-2049.50455477374;-1167723.13916014
-2156.80272128991;-1182500.37099394
-2296.46575550405;-1197277.60282773
-2450.39768976754;-1212054.83466153
-2609.8077227686;-1226832.06649532
-2813.26389185779;-1241609.29832912
-3035.75471896128;-1256386.53016291
-3265.11006908652;-1271163.76199671
-3598.16918709704;-1285940.9938305
-3947.11641541935;-1300718.2256643
-4270.59842068857;-1315495.45749809
-4621.49475682355;-1330272.68933189
-5058.87529753824;-1345049.92116568
-5498.84982245816;-1359827.15299948
-6031.9345900707;-1374604.38483328
-6600.52251232893;-1389381.61666707
-7133.77377071661;-1404158.84850087
-7745.15959606101;-1418936.08033466
-8316.8766411266;-1433713.31216846
-9125.99610379895;-1448490.54400225
-9917.6066519;-1463267.77583605
-10026.20026323;-1461169.72952057
-9047.26879613706;-1446413.6900738
-8252.74664329185;-1431657.65062703
-7436.38110614126;-1416901.61118026
-6771.79855345101;-1402145.57173349
-6017.99712144789;-1387389.53228672
-5353.75900612924;-1372633.49283995
-4822.93894601626;-1357877.45339318
-4255.19716184174;-1343121.41394641
-3818.25798438084;-1328365.37449964
-3339.71840742256;-1313609.33505287
-2978.48157774848;-1298853.2956061
-2676.80745372534;-1284097.25615933
-2363.43861880818;-1269341.21671256
-2109.58805120952;-1254585.17726579
-1880.77982064585;-1239829.13781902
-1668.79550357994;-1225073.09837225
-1512.33854373047;-1210317.05892548
-1309.45220911491;-1195561.01947871
-1157.14835838511;-1180804.98003194
-1033.76352924758;-1166048.94058517
-919.79272777965;-1151292.9011384
-815.134517366801;-1136536.86169163
-735.998096090962;-1121780.82224486
-657.406881736173;-1107024.78279809
-590.975855275711;-1092268.74335132
-536.62847366643;-1077512.70390455
-476.688031551463;-1062756.66445778
-435.852284379199;-1048000.62501101
-391.126911521222;-1033244.58556424
-356.232745653245;-1018488.54611747
-321.915923032011;-1003732.5066707
-290.319832976806;-988976.467223929
-264.36243960341;-974220.427777158
-229.702998471602;-959464.388330388
-206.462893327335;-944708.348883618
-182.392095982746;-929952.309436848
-160.000599764632;-915196.269990078
-128.576325550875;-900440.230543308
-109.759928660397;-885684.191096538
-89.047081778713;-870928.151649768
-64.9364183645297;-856172.112202997
-46.8510647591945;-841416.072756227
-29.9716763534233;-826660.033309457
-11.2088180784829;-811903.993862687
4.14383350248996;-797147.954415917
21.8174588176453;-782391.914969147
37.5595582792598;-767635.875522377
49.0772043812452;-752879.836075607
64.6328010710339;-738123.796628836
81.7310765066127;-723367.757182066
97.2634187772352;-708611.717735296
108.376639075569;-693855.678288526
122.785456832694;-679099.638841756
132.976052125393;-664343.599394986
143.782532893192;-649587.559948216
155.779539373742;-634831.520501446
165.518982601676;-620075.481054675
172.641314670588;-605319.441607905
177.348148420931;-590563.402161135
184.535310797682;-575807.362714365
191.722097513506;-561051.323267595
198.908341868972;-546295.283820825
206.471422318632;-531539.244374055
214.167613749283;-516783.204927285
220.582103673599;-502027.165480514
225.06939616796;-487271.126033744
229.556688662321;-472515.086586974
234.042934501848;-457759.047140204
238.528782527846;-443003.007693434
243.014630553844;-428246.968246664
247.500478579842;-413490.928799894
250.556720347855;-398734.889353123
253.031084094289;-383978.849906353
255.505447840722;-369222.810459583
257.979811587155;-354466.771012813
260.454175333588;-339710.731566043
263.370921586839;-324954.692119273
266.360121806093;-310198.652672503
269.349322025347;-295442.613225733
272.338522244601;-280686.573778962
275.327722463855;-265930.534332192
278.316922683109;-251174.494885422
280.948963984579;-236418.455438652
283.511054383459;-221662.415991882
286.073144782339;-206906.376545112
288.63523518122;-192150.337098342
291.1973255801;-177394.297651572
293.75941597898;-162638.258204801
296.32150637786;-147882.218758031
298.745446655367;-133126.179311261
301.136667883513;-118370.139864491
303.52788911166;-103614.100417721
305.919110339806;-88858.0609709508
308.310331567953;-74102.0215241806
310.701552796099;-59345.9820774105
313.092774024245;-44589.9426306404
315.674487286137;-29833.9031838703
318.749388808069;-15077.8637371001
321.82429033;-321.82429033
321.903821374646;0
321.983352419292;321.82429033
325.63518579556;15099.0561241251
329.287019171828;29876.2879579202
332.938852548096;44653.5197917153
336.590685924364;59430.7516255104
340.242519300632;74207.9834593055
343.8943526769;88985.2152931006
347.546186053168;103762.447126896
351.198019429436;118539.678960691
354.849852805704;133316.910794486
358.371778664117;148094.142628281
361.73976724711;162871.374462076
365.107755830103;177648.606295871
368.475744413096;192425.838129666
371.843732996089;207203.069963461
375.371125321329;221980.301797257
380.162096227162;236757.533631052
384.953067132994;251534.765464847
389.744038038827;266311.997298642
394.53500894466;281089.229132437
399.277579201594;295866.460966232
403.589996021624;310643.692800027
407.902412841655;325420.924633822
412.214829661685;340198.156467617
416.527246481716;354975.388301413
423.780280242343;369752.620135208
431.268853099753;384529.851969003
438.757425957162;399307.083802798
446.245998814571;414084.315636593
453.460035890347;428861.547470388
460.649752846878;443638.779304183
467.83946980341;458416.011137978
476.346768562717;473193.242971773
485.809942630961;487970.474805569
495.273116699205;502747.706639364
504.543402965588;517524.938473159
513.534184967906;532302.170306954
522.524966970225;547079.402140749
534.249647583689;561856.633974544
546.944179082208;576633.865808339
559.638710580727;591411.097642134
572.472757318281;606188.329475929
585.322045829761;620965.561309724
596.715593917491;635742.79314352
606.993366655564;650520.024977315
618.672950047789;665297.25681111
635.037984525899;680074.488644905
651.500807439648;694851.7204787
668.112467861925;709628.952312495
684.667515193511;724406.18414629
701.031706084567;739183.415980085
719.468618351474;753960.647813881
741.080385452313;768737.879647676
760.06373280215;783515.111481471
778.516160333334;798292.343315266
803.738320798459;813069.575149061
831.469336183438;827846.806982856
862.793835751265;842624.038816651
890.827244405569;857401.270650446
918.298533922903;872178.502484241
945.572152002773;886955.734318036
973.606587847219;901732.966151832
1007.56454068237;916510.197985627
1041.05853962559;931287.429819422
1073.69945316002;946064.661653217
1110.17718703803;960841.893487012
1151.43201453054;975619.125320807
1199.00180016395;990396.357154602
1240.84220929157;1005173.5889884
1287.30126100212;1019950.82082219
1335.47411003642;1034728.05265599
1383.65120786084;1049505.28448978
1436.43411011526;1064282.51632358
1503.38617420042;1079059.74815737
