M [A/m];k [A/m]
0;340.423875020698
13130.8422339503;340.723856846186
26261.6844679006;341.023838671673
39392.5267018509;341.32382049716
52523.3689358012;341.602763597115
65654.2111697515;341.619042093819
78785.0534037018;341.628634407514
91915.8956376521;341.638226721209
105046.737871602;341.647819034903
118177.580105553;341.818064520118
131308.422339503;342.343921346191
144439.264573453;343.154125569703
157570.106807404;344.012212461952
170700.949041354;344.871273400303
183831.791275304;345.679707433806
196962.633509255;346.316268200191
210093.475743205;346.940654410757
223224.317977155;347.371538839336
236355.160211105;347.798128908832
249486.002445056;348.896409158566
262616.844679006;350.086940564056
275747.686912956;351.27913424002
288878.529146907;352.421723445731
302009.371380857;352.904139024765
315140.213614807;353.342978705001
328271.055848758;353.781209021808
341401.898082708;354.350214914251
354532.740316658;355.486161575376
367663.582550608;356.505659690246
380794.424784559;357.522709114481
393925.267018509;358.600557720767
407056.109252459;359.720636229753
420186.95148641;360.632518287755
433317.79372036;362.129416645388
446448.63595431;364.065480159438
459579.47818826;365.809525143585
472710.320422211;367.031017541328
485841.162656161;368.088477905896
498972.004890111;368.92485887295
512102.847124062;370.548491210096
525233.689358012;371.941925785822
538364.531591962;373.113013063601
551495.373825913;373.947963262561
564626.216059863;374.736825571606
577757.058293813;376.230948622829
590887.900527764;377.534982697818
604018.742761714;378.310267544974
617149.584995664;378.992212300442
630280.427229614;380.397816779443
643411.269463565;382.087100811407
656542.111697515;382.867541537053
669672.953931465;385.968967376796
682803.796165416;389.000895929901
695934.638399366;390.600644433126
709065.480633316;391.692097278658
722196.322867266;394.192537585242
735327.165101217;396.844298249059
748458.007335167;399.185889348393
761588.849569118;401.355670341654
774719.691803068;402.927960989831
787850.534037018;405.119698401021
800981.376270968;406.982006990488
814112.218504919;410.159829795821
827243.060738869;413.620886339104
840373.902972819;415.801616773992
853504.74520677;417.119144175247
866635.58744072;420.936693702426
879766.42967467;425.977620521392
892897.27190862;430.551082173862
906028.114142571;435.831164989926
919158.956376521;441.622218287736
932289.798610471;442.640504047697
945420.640844422;451.890105921405
958551.483078372;449.618516808651
971682.325312322;458.15721606251
984813.167546273;461.750022980951
997944.009780223;470.559002856458
1011074.85201417;471.817430326636
1024205.69424812;471.941642629104
1037336.53648207;482.008002696842
1050467.37871602;479.937504803602
1063598.22094997;488.066258098055
1076729.06318392;484.737237836374
1089859.90541787;482.934805656281
1102990.74765183;484.395233461917
1116121.58988578;485.871894193408
1129252.43211973;481.764490166465
1142383.27435368;474.349332520592
1155514.11658763;463.594129000822
1168644.95882158;447.863278414087
1181775.80105553;432.606350017568
1194906.64328948;415.158263913275
1208037.48552343;371.155286765431
1221168.32775738;335.694503166542
1234299.16999133;305.79783287904
1247430.01222528;250.557233566612
1260560.85445923;165.747939603655
1273691.69669318;118.581080487925
1286822.53892713;72.4218980592523
1299953.38116108;0
