M [A/m];k [A/m]
0;321.896620193983
14780.4825842025;322.227349578692
29560.965168405;322.558078963401
44341.4477526074;322.888808348111
59121.9303368099;323.21953773282
73902.4129210124;323.672381269723
88682.8955052149;324.15224997904
103463.378089417;324.632634188246
118243.86067362;325.113018397451
133024.343257822;325.593402606657
147804.825842025;326.010104757413
162585.308426227;326.334665223425
177365.79101043;326.565677403168
192146.273594632;326.794879087039
206926.756178835;327.02408077091
221707.238763037;327.33151154433
236487.72134724;328.260686304073
251268.203931442;329.201535665835
266048.686515645;330.021954397237
280829.169099847;330.834540922052
295609.65168405;331.623245750998
310390.134268252;332.200138410653
325170.616852455;332.773293313583
339951.099436657;333.400209251616
354731.58202086;334.174265630486
369512.064605062;336.397181159836
384292.547189265;338.760233292949
399073.029773467;341.125202572417
413853.512357669;342.621098154832
428633.994941872;343.891811217253
443414.477526074;345.147198521367
458194.960110277;346.409382268448
472975.442694479;348.410662486708
487755.925278682;350.894161041357
502536.407862884;353.260321892823
517316.890447087;355.338674029539
532097.373031289;357.239684012146
546877.855615492;358.485404660672
561658.338199694;361.070621991159
576438.820783897;364.153245922757
591219.303368099;366.97951044881
605999.785952302;369.419953570485
620780.268536504;371.862894715673
635560.751120707;372.892718942704
650341.233704909;372.085409416229
665121.716289112;372.757963158563
679902.198873314;375.534099166604
694682.681457517;376.62766793204
709463.164041719;379.974415569288
724243.646625922;380.21985403702
739024.129210124;382.927184770523
753804.611794326;385.557519768681
768585.094378529;390.547285131705
783365.576962732;391.8082703286
798146.059546934;393.875982781515
812926.542131137;397.470103281035
827707.024715339;405.294406065231
842487.507299541;411.019918029354
857267.989883744;416.14430144242
872048.472467946;419.729090788288
886828.955052149;425.018170637638
901609.437636351;428.605726301326
916389.920220554;434.33955855814
931170.402804756;441.494740644354
945950.885388959;445.930467704156
960731.367973161;452.841468231651
975511.850557364;461.180748911002
990292.333141566;473.779778751494
1005072.81572577;477.772983264049
1019853.29830997;484.625374490105
1034633.78089417;489.313818302543
1049414.26347838;498.453668387155
1064194.74606258;501.115603145257
1078975.22864678;507.824251191774
1093755.71123098;512.776542111381
1108536.19381519;526.226390177766
1123316.67639939;523.902217251551
1138097.15898359;532.895898979659
1152877.64156779;524.618916957456
1167658.124152;528.584569386312
1182438.6067362;521.175876555754
1197219.0893204;518.088691575942
1211999.5719046;523.226864397272
1226780.05448881;508.285966741646
1241560.53707301;496.040080430238
1256341.01965721;499.195177264031
1271121.50224141;461.851780224231
1285901.98482562;464.119581121886
1300682.46740982;418.070925367023
1315462.94999402;372.152194463156
1330243.43257822;328.203926385962
1345023.91516243;303.498370057365
1359804.39774663;271.821295448179
1374584.88033083;261.287031678644
1389365.36291503;238.705902146023
1404145.84549924;189.283191242173
1418926.32808344;127.917398399224
1433706.81066764;42.4685900810114
1448487.29325184;53.7807277621788
1463267.77583605;0
