M [A/m];k [A/m]
-142.020125;284.103291593151
8106.53141221741;284.056100866239
16355.0829494348;284.014688387037
24603.6344866522;284.096905908874
32852.1860238696;284.183433177687
41100.7375610871;284.269960446499
49349.2890983045;284.356487715312
57597.8406355219;284.337692942222
65846.3921727393;284.218547060348
74094.9437099567;284.096200139761
82343.4952471741;283.973853219173
90592.0467843916;283.864318417874
98840.598321609;283.971532368703
107089.149858826;284.103172718613
115337.701396044;284.235362141355
123586.252933261;284.367551564096
131834.804470479;284.451669369644
140083.356007696;284.591232217071
148331.907544913;284.732486354574
156580.459082131;284.873740492076
164829.010619348;284.992486144406
173077.562156566;285.074879143552
181326.113693783;285.156285958864
189574.665231;285.2376934088
197823.216768218;285.183599312435
206071.768305435;285.091273764479
214320.319842653;284.998095437411
222568.87137987;284.949708393653
230817.422917088;284.946452490846
239065.974454305;284.990651057933
247314.525991522;284.903043097372
255563.07752874;284.653093327504
263811.629065957;284.399233103428
272060.180603175;284.450498638449
280308.732140392;284.530057459345
288557.283677609;284.474513014814
296805.835214827;284.259701870042
305054.386752044;284.105171518582
313302.938289262;283.99829546319
321551.489826479;283.661649953556
329800.041363697;283.166429047625
338048.592900914;282.854998337522
346297.144438131;282.400765650688
354545.695975349;281.807291558917
362794.247512566;281.395315169301
371042.799049784;280.52644360243
379291.350587001;279.794866831838
387539.902124218;279.775068550062
395788.453661436;279.40223294807
404037.005198653;279.119222944715
412285.556735871;278.547872462253
420534.108273088;278.227786830841
428782.659810305;278.032803250111
437031.211347523;277.302007618321
445279.76288474;276.494130141543
453528.314421958;274.764583877053
461776.865959175;273.744292313068
470025.417496393;272.785039242898
478273.96903361;272.157797824368
486522.520570827;271.568064090592
494771.072108045;269.697796140501
503019.623645262;269.058859500441
511268.17518248;267.664183115681
519516.726719697;265.630763739552
527765.278256914;263.642504945236
536013.829794132;262.248913186599
544262.381331349;260.213153913881
552510.932868567;258.325684964647
560759.484405784;257.194555351934
569008.035943001;256.174490056063
577256.587480219;254.177594470121
585505.139017436;251.077368460491
593753.690554654;250.479464897169
602002.242091871;249.662095013477
610250.793629088;246.565820324702
618499.345166306;242.826700475309
626747.896703523;239.601961600888
634996.448240741;234.652253038459
643244.999777958;231.061798004972
651493.551315175;228.273781407886
659742.102852393;222.346277472629
667990.65438961;215.692555364392
676239.205926828;211.50872852912
684487.757464045;206.773219511895
692736.309001263;199.085322625546
700984.86053848;194.849864629314
709233.412075697;185.700457457943
717481.963612915;177.787270916218
725730.515150132;164.527509066055
733979.06668735;156.234662327011
742227.618224567;146.853259220242
750476.169761784;136.106901178752
758724.721299002;124.745300658461
766973.272836219;106.678888801271
775221.824373437;93.6112138434872
783470.375910654;78.9258355197439
791718.927447872;64.2809435138786
799967.478985089;44.2105809382338
808216.030522306;20.2585580178197
816464.582059524;0
