H [A/m];M [A/m]
21536.8357514;1610994.44392916
20023.35879217;1594725.03035523
18504.2076752837;1578455.6167813
17056.2658200055;1562186.20320737
15530.701029701;1545916.78963344
14272.3873785974;1529647.37605951
13212.1846360763;1513377.96248557
12107.1156088091;1497108.54891164
11111.7539139569;1480839.13533771
10216.9055074456;1464569.72176378
9284.6868563422;1448300.30818985
8549.33959222593;1432030.89461592
7713.86195126607;1415761.48104199
6856.61140504044;1399492.06746806
6104.22378017333;1383222.65389412
5424.04614705975;1366953.24032019
4785.53286820948;1350683.82674626
4225.89283086952;1334414.41317233
3714.02931081538;1318144.9995984
3263.89203061175;1301875.58602447
2917.07270796873;1285606.17245054
2527.45617821381;1269336.7588766
2220.18461545276;1253067.34530267
1956.57034997258;1236797.93172874
1690.25899133175;1220528.51815481
1512.2040295206;1204259.10458088
1341.24396101244;1187989.69100695
1168.42318949052;1171720.27743302
1007.62040523764;1155450.86385909
883.379115177081;1139181.45028515
783.103347716229;1122912.03671122
684.613456708697;1106642.62313729
606.183587226069;1090373.20956336
543.556134157813;1074103.79598943
482.130094313177;1057834.3824155
427.440699880435;1041564.96884157
379.05700610815;1025295.55526763
340.253584959083;1009026.1416937
297.786813610719;992756.728119772
263.720105535973;976487.31454584
227.714154141233;960217.900971909
194.650881023136;943948.487397978
160.860689078259;927679.073824046
129.547469666059;911409.660250115
110.6184747;895140.246676184
86.61148705;878870.833102252
62.60449939;862601.419528321
38.59751174;846332.00595439
26.59401791;830062.592380458
-2.10761795398361;813793.178806527
-24.5734100153473;797523.765232596
-37.4826743617401;781254.351658664
-61.3458916375418;764984.938084733
-72.2143707353167;748715.524510802
-87.5067927892482;732446.11093687
-101.000908785986;716176.697362939
-113.601706189429;699907.283789008
-129.083847682679;683637.870215076
-143.814470263053;667368.456641145
-151.735613030047;651099.043067214
-158.622539422407;634829.629493282
-165.222015289436;618560.215919351
-172.399787184393;602290.80234542
-180.226141481924;586021.388771488
-189.540076316448;569751.975197557
-198.854011150971;553482.561623626
-204.46665925519;537213.148049694
-208.63189339326;520943.734475763
