H [A/m];M [A/m]
18319.31751964;1589122.66552346
17300.0220064992;1573074.18094061
15810.9248735622;1557025.69635776
14727.5231529102;1540977.21177491
13570.9938542073;1524928.72719206
12408.4298074235;1508880.24260921
11274.2624534069;1492831.75802636
10308.479835277;1476783.27344351
9252.72068035408;1460734.78886067
8500.33870850322;1444686.30427782
7583.21336475688;1428637.81969497
6800.36753492904;1412589.33511212
6081.02270190813;1396540.85052927
5336.69889569408;1380492.36594642
4690.4362883651;1364443.88136357
4138.44511422372;1348395.39678072
3623.47669186392;1332346.91219787
3174.81028586039;1316298.42761503
2766.00083237792;1300249.94303218
2439.82602712984;1284201.45844933
2167.36865651926;1268152.97386648
1845.21369098497;1252104.48928363
1620.08313539661;1236056.00470078
1438.6253445983;1220007.52011793
1266.03552006052;1203959.03553508
1102.18432636927;1187910.55095223
970.771720988254;1171862.06636939
846.164684693766;1155813.58178654
757.708504265949;1139765.09720369
669.436916299987;1123716.61262084
593.358963694444;1107668.12803799
520.066985987622;1091619.64345514
459.866313434212;1075571.15887229
411.398889220561;1059522.67428944
371.175801764278;1043474.1897066
326.830743720664;1027425.70512375
297.269019164286;1011377.2205409
254.471873217853;995328.735958048
224.937756112251;979280.2513752
190.854221261455;963231.766792351
161.315204855071;947183.282209502
141.541058620094;931134.797626653
111.363767174376;915086.313043804
88.1906498427448;899037.828460955
66.7231763279931;882989.343878106
52.9864601;866940.859295258
28.3040096704603;850892.374712409
11.0622246845207;834843.89012956
-1.02933895;818795.405546711
-18.9771754714259;802746.920963862
-35.46321486557;786698.436381014
-52.7918366052026;770649.951798165
-64.04764313;754601.467215316
-76.1311235328454;738552.982632467
-89.1064278128984;722504.498049618
-103.829999526961;706456.013466769
-119.866276065058;690407.52888392
-130.332107980804;674359.044301072
-139.789677999466;658310.559718223
-151.532501363588;642262.075135374
-162.436238224743;626213.590552525
-172.593737392039;610165.105969676
-177.927491907506;594116.621386827
-185.077783896436;578068.136803978
-194.8570372289;562019.65222113
-203.000592988728;545971.167638281
-209.897140712183;529922.683055432
-216.793688435639;513874.198472583
-222.993509282845;497825.713889734
-229.161720597837;481777.229306885
-235.235232413038;465728.744724037
-238.894820403523;449680.260141188
-242.554408394009;433631.775558339
-246.213996384495;417583.29097549
-249.87358437498;401534.806392641
-253.455829258774;385486.321809792
-256.45788366083;369437.837226943
-259.459938062887;353389.352644095
-262.461992464943;337340.868061246
-265.464046866999;321292.383478397
-268.466101269055;305243.898895548
-271.434654464786;289195.414312699
-274.157202371514;273146.92972985
-276.879750278241;257098.445147002
-279.602298184969;241049.960564153
-282.324846091697;225001.475981304
-285.047393998425;208952.991398455
-287.769941905152;192904.506815606
-290.760291348614;176856.022232757
-294.01173750182;160807.537649908
-297.263183655027;144759.05306706
-300.514629808233;128710.568484211
-303.766075961439;112662.083901362
-307.017522114646;96613.5993185131
-310.268968267852;80565.1147356642
-313.520414421058;64516.6301528154
-316.532231578996;48468.1455699665
-318.585428192664;32419.6609871177
-320.638624806332;16371.1764042688
-322.69182142;322.69182142
-322.751504393896;-0
-322.811187367792;-322.69182142
-325.805178673034;-16510.4995751873
-328.799169978275;-32698.3073289546
-331.793161283517;-48886.1150827219
-334.787152588758;-65073.9228364892
-337.781143893999;-81261.7305902566
-340.775135199241;-97449.5383440239
-343.769126504482;-113637.346097791
-346.763117809724;-129825.153851558
-349.757109114965;-146012.961605326
-352.751100420207;-162200.769359093
-355.745091725448;-178388.57711286
-358.739083030689;-194576.384866628
-361.739840312024;-210764.192620395
-364.767698029512;-226952.000374162
-367.795555746999;-243139.80812793
-370.823413464486;-259327.615881697
-373.851271181974;-275515.423635464
-376.879128899461;-291703.231389232
-380.543527318082;-307891.039142999
-386.081039152309;-324078.846896766
-391.618550986536;-340266.654650534
-397.156062820762;-356454.462404301
-402.693574654989;-372642.270158068
-408.617818961812;-388830.077911836
-415.182738405811;-405017.885665603
-421.747657849811;-421205.69341937
-428.31257729381;-437393.501173137
-435.177391857638;-453581.308926905
-442.885883463898;-469769.116680672
-450.594375070157;-485956.924434439
-458.302866676416;-502144.732188207
-469.134323395384;-518332.539941974
-480.959462768328;-534520.347695741
-492.784602141272;-550708.155449509
-503.618819884732;-566895.963203276
-514.055015719061;-583083.770957043
-524.928401532448;-599271.578710811
-538.846766728465;-615459.386464578
-552.765131924482;-631647.194218345
-567.978956311432;-647835.001972112
-584.304199812487;-664022.80972588
-600.62967391801;-680210.617479647
-616.955611042934;-696398.425233414
-633.891975622641;-712586.232987182
-655.036035114435;-728774.040740949
-676.18009460623;-744961.848494716
-695.92300582219;-761149.656248484
-716.520961496742;-777337.464002251
-741.204116562962;-793525.271756018
-766.676153712052;-809713.079509786
-793.613592302435;-825900.887263553
-824.215737836733;-842088.69501732
-856.528338260102;-858276.502771088
-886.17350547629;-874464.310524855
-917.136952936673;-890652.118278622
-949.472272295964;-906839.92603239
-982.317376767586;-923027.733786157
-1016.46720790112;-939215.541539924
-1052.0525734472;-955403.349293691
-1102.03307443422;-971591.157047459
-1160.45942794791;-987778.964801226
-1207.74278304956;-1003966.77255499
-1261.30754799869;-1020154.58030876
-1325.43613420079;-1036342.38806253
-1389.29371240156;-1052530.1958163
-1451.49732846022;-1068718.00357006
-1520.44548936419;-1084905.81132383
-1596.96066911853;-1101093.6190776
-1683.59872115762;-1117281.42683136
-1773.49943906353;-1133469.23458513
-1878.13881570808;-1149657.0423389
-1978.36872770395;-1165844.85009267
-2103.33243130444;-1182032.65784643
-2244.8361121713;-1198220.4656002
-2416.03384626175;-1214408.27335397
-2595.70589217977;-1230596.08110774
-2812.1250319401;-1246783.8888615
-3115.92832238363;-1262971.69661527
-3397.47450806138;-1279159.50436904
-3747.90284611528;-1295347.31212281
-4130.25666911506;-1311535.11987657
-4543.09325816729;-1327722.92763034
-5048.26821844468;-1343910.73538411
-5590.18200899565;-1360098.54313787
-6148.57026272762;-1376286.35089164
-6759.50940776485;-1392474.15864541
-7382.2950385818;-1408661.96639918
-8013.40132979118;-1424849.77415294
-8681.12063954369;-1441037.58190671
-9432.55820821061;-1457225.38966048
-10433.2570105062;-1473413.19741425
-11387.2053067727;-1489601.00516801
-12394.6680604474;-1505788.81292178
-13363.8727434221;-1521976.62067555
-14528.5445975309;-1538164.42842931
-15713.9074240454;-1554352.23618308
-16977.826676727;-1570540.04393685
-18128.0532629455;-1586727.85169062
-18267.33166692;-1602915.65944438
-18319.31751964;-1589122.66552346
-17300.0220064992;-1573074.18094061
-15810.9248735622;-1557025.69635776
-14727.5231529102;-1540977.21177491
-13570.9938542073;-1524928.72719206
-12408.4298074235;-1508880.24260921
-11274.2624534069;-1492831.75802636
-10308.479835277;-1476783.27344351
-9252.72068035408;-1460734.78886067
-8500.33870850322;-1444686.30427782
-7583.21336475688;-1428637.81969497
-6800.36753492904;-1412589.33511212
-6081.02270190813;-1396540.85052927
-5336.69889569408;-1380492.36594642
-4690.4362883651;-1364443.88136357
-4138.44511422372;-1348395.39678072
-3623.47669186392;-1332346.91219787
-3174.81028586039;-1316298.42761503
-2766.00083237792;-1300249.94303218
-2439.82602712984;-1284201.45844933
-2167.36865651926;-1268152.97386648
-1845.21369098497;-1252104.48928363
-1620.08313539661;-1236056.00470078
-1438.6253445983;-1220007.52011793
-1266.03552006052;-1203959.03553508
-1102.18432636927;-1187910.55095223
-970.771720988254;-1171862.06636939
-846.164684693766;-1155813.58178654
-757.708504265949;-1139765.09720369
-669.436916299987;-1123716.61262084
-593.358963694444;-1107668.12803799
-520.066985987622;-1091619.64345514
-459.866313434212;-1075571.15887229
-411.398889220561;-1059522.67428944
-371.175801764278;-1043474.1897066
-326.830743720664;-1027425.70512375
-297.269019164286;-1011377.2205409
-254.471873217853;-995328.735958048
-224.937756112251;-979280.2513752
-190.854221261455;-963231.766792351
-161.315204855071;-947183.282209502
-141.541058620094;-931134.797626653
-111.363767174376;-915086.313043804
-88.1906498427448;-899037.828460955
-66.7231763279931;-882989.343878106
-52.9864601;-866940.859295258
-28.3040096704603;-850892.374712409
-11.0622246845207;-834843.89012956
1.02933895;-818795.405546711
18.9771754714259;-802746.920963862
35.46321486557;-786698.436381014
52.7918366052026;-770649.951798165
64.04764313;-754601.467215316
76.1311235328454;-738552.982632467
89.1064278128984;-722504.498049618
103.829999526961;-706456.013466769
119.866276065058;-690407.52888392
130.332107980804;-674359.044301072
139.789677999466;-658310.559718223
151.532501363588;-642262.075135374
162.436238224743;-626213.590552525
172.593737392039;-610165.105969676
177.927491907506;-594116.621386827
185.077783896436;-578068.136803978
194.8570372289;-562019.65222113
203.000592988728;-545971.167638281
209.897140712183;-529922.683055432
216.793688435639;-513874.198472583
222.993509282845;-497825.713889734
229.161720597837;-481777.229306885
235.235232413038;-465728.744724037
238.894820403523;-449680.260141188
242.554408394009;-433631.775558339
246.213996384495;-417583.29097549
249.87358437498;-401534.806392641
253.455829258774;-385486.321809792
256.45788366083;-369437.837226943
259.459938062887;-353389.352644095
262.461992464943;-337340.868061246
265.464046866999;-321292.383478397
268.466101269055;-305243.898895548
271.434654464786;-289195.414312699
274.157202371514;-273146.92972985
276.879750278241;-257098.445147002
279.602298184969;-241049.960564153
282.324846091697;-225001.475981304
285.047393998425;-208952.991398455
287.769941905152;-192904.506815606
290.760291348614;-176856.022232757
294.01173750182;-160807.537649908
297.263183655027;-144759.05306706
300.514629808233;-128710.568484211
303.766075961439;-112662.083901362
307.017522114646;-96613.5993185131
310.268968267852;-80565.1147356642
313.520414421058;-64516.6301528154
316.532231578996;-48468.1455699665
318.585428192664;-32419.6609871177
320.638624806332;-16371.1764042688
322.69182142;-322.69182142
322.751504393896;0
322.811187367792;322.69182142
325.805178673034;16510.4995751873
328.799169978275;32698.3073289546
331.793161283517;48886.1150827219
334.787152588758;65073.9228364892
337.781143893999;81261.7305902566
340.775135199241;97449.5383440239
343.769126504482;113637.346097791
346.763117809724;129825.153851558
349.757109114965;146012.961605326
352.751100420207;162200.769359093
355.745091725448;178388.57711286
358.739083030689;194576.384866628
361.739840312024;210764.192620395
364.767698029512;226952.000374162
367.795555746999;243139.80812793
370.823413464486;259327.615881697
373.851271181974;275515.423635464
376.879128899461;291703.231389232
380.543527318082;307891.039142999
386.081039152309;324078.846896766
391.618550986536;340266.654650534
397.156062820762;356454.462404301
402.693574654989;372642.270158068
408.617818961812;388830.077911836
415.182738405811;405017.885665603
421.747657849811;421205.69341937
428.31257729381;437393.501173137
435.177391857638;453581.308926905
442.885883463898;469769.116680672
450.594375070157;485956.924434439
458.302866676416;502144.732188207
469.134323395384;518332.539941974
480.959462768328;534520.347695741
492.784602141272;550708.155449509
503.618819884732;566895.963203276
514.055015719061;583083.770957043
524.928401532448;599271.578710811
538.846766728465;615459.386464578
552.765131924482;631647.194218345
567.978956311432;647835.001972112
584.304199812487;664022.80972588
600.62967391801;680210.617479647
616.955611042934;696398.425233414
633.891975622641;712586.232987182
655.036035114435;728774.040740949
676.18009460623;744961.848494716
695.92300582219;761149.656248484
716.520961496742;777337.464002251
741.204116562962;793525.271756018
766.676153712052;809713.079509786
793.613592302435;825900.887263553
824.215737836733;842088.69501732
856.528338260102;858276.502771088
886.17350547629;874464.310524855
917.136952936673;890652.118278622
949.472272295964;906839.92603239
982.317376767586;923027.733786157
1016.46720790112;939215.541539924
1052.0525734472;955403.349293691
1102.03307443422;971591.157047459
1160.45942794791;987778.964801226
1207.74278304956;1003966.77255499
1261.30754799869;1020154.58030876
1325.43613420079;1036342.38806253
1389.29371240156;1052530.1958163
1451.49732846022;1068718.00357006
1520.44548936419;1084905.81132383
1596.96066911853;1101093.6190776
1683.59872115762;1117281.42683136
1773.49943906353;1133469.23458513
1878.13881570808;1149657.0423389
1978.36872770395;1165844.85009267
2103.33243130444;1182032.65784643
2244.8361121713;1198220.4656002
2416.03384626175;1214408.27335397
2595.70589217977;1230596.08110774
2812.1250319401;1246783.8888615
