M [A/m];k [A/m]
0;328.708622449647
14340.3063489352;328.74021726937
28680.6126978705;328.771812089092
43020.9190468057;328.803406908814
57361.2253957409;328.762160621905
71701.5317446761;328.499008574847
86041.8380936114;328.230903957983
100382.144442547;327.962799341119
114722.450791482;327.694694724256
129062.757140417;327.426590107392
143403.063489352;327.163736956325
157743.369838288;327.679347997013
172083.676187223;328.509452623488
186423.982536158;329.345756592666
200764.288885093;330.182060561845
215104.595234028;331.018364531024
229444.901582964;331.854668500202
243785.207931899;332.628935134542
258125.514280834;332.998201947305
272465.820629769;333.350336270845
286806.126978705;333.702292508575
301146.43332764;334.054248746304
315486.739676575;335.195764364659
329827.04602551;336.359530621807
344167.352374445;337.257572528898
358507.658723381;338.072517784333
372847.965072316;339.64250755053
387188.271421251;341.571862572668
401528.577770186;343.507168209394
415868.884119122;345.484401041644
430209.190468057;347.057234285155
444549.496816992;348.623395024516
458889.803165927;350.189555763877
473230.109514863;351.520173552439
487570.415863798;352.918269202164
501910.722212733;354.289395688493
516251.028561668;355.487863254292
530591.334910603;356.83400890464
544931.641259539;358.009098358742
559271.947608474;360.968429812583
573612.253957409;363.579418905158
587952.560306344;365.405408663155
602292.86665528;367.744988316675
616633.173004215;369.219758346284
630973.47935315;371.870927640516
645313.785702085;374.254062535213
659654.09205102;374.915354390811
673994.398399956;376.750061885027
688334.704748891;380.423618477723
702675.011097826;384.001293806448
717015.317446761;386.784477770452
731355.623795697;391.033737908245
745695.930144632;393.74877631503
760036.236493567;396.759429547834
774376.542842502;400.289360862645
788716.849191438;404.627060173966
803057.155540373;408.165601553117
817397.461889308;410.318018931078
831737.768238243;414.234427580206
846078.074587179;419.153430818295
860418.380936114;424.820864480875
874758.687285049;428.596825360439
889098.993633984;431.528183984622
903439.299982919;436.253731604136
917779.606331855;442.496134019287
932119.91268079;446.829313770789
946460.219029725;453.708841654621
960800.52537866;458.97229695391
975140.831727596;466.390603492358
989481.138076531;473.497759746814
1003821.44442547;480.785018020606
1018161.7507744;484.056246994847
1032502.05712334;490.455651419904
1046842.36347227;496.924554269902
1061182.66982121;502.317557096196
1075522.97617014;505.18174971518
1089863.28251908;506.642731271601
1104203.58886801;505.274404855194
1118543.89521695;507.561144780096
1132884.20156588;507.312974802672
1147224.50791482;510.116846352048
1161564.81426375;507.460720987346
1175905.12061269;508.025926217072
1190245.42696162;501.642558467354
1204585.73331056;505.436405503795
1218926.03965949;483.647287796572
1233266.34600843;490.986379751941
1247606.65235736;485.739585412512
1261946.9587063;428.777293013809
1276287.26505524;414.66023050553
1290627.57140417;363.422157483302
1304967.87775311;351.777169227011
1319308.18410204;333.966505132946
1333648.49045098;267.729162559951
1347988.79679991;205.850053302772
1362329.10314885;212.507725476378
1376669.40949778;132.314380660219
1391009.71584672;54.1553996505147
1405350.02219565;42.3001970080254
1419690.32854459;0
