Hanh [A/m];Manh [A/m]
0;0
1.56526316574812e-06;0
2.13865792054131;2602.82316964523
10.5652680073422;11800.5670887227
19.4670507881194;20998.3110078003
29.4772000021687;30196.0549268778
38.6391092572636;39393.7988459553
47.8309999417524;48591.5427650328
56.5347705517901;57789.2866841103
66.3656691626994;66987.0306031878
75.2487014063958;76184.7745222653
84.5508342182897;85382.5184413428
93.4240917737648;94580.2623604203
102.04906523215;103778.006279498
110.756514127117;112975.750198575
119.812080823472;122173.494117653
128.68457593042;131371.23803673
137.718380107961;140568.981955808
146.247193758619;149766.725874885
155.220044369429;158964.469793963
163.655076844954;168162.21371304
173.518022178756;177359.957632118
182.785805160149;186557.701551195
191.405771614853;195755.445470273
200.201426522311;204953.189389351
209.06214886457;214150.933308428
218.615985502815;223348.677227506
227.737343998281;232546.421146583
236.590818483721;241744.165065661
245.636493203548;250941.908984738
255.164283626276;260139.652903816
265.05119521733;269337.396822893
273.849992861851;278535.140741971
282.303684955657;287732.884661048
291.098928978813;296930.628580126
300.055554959871;306128.372499203
309.765156379922;315326.116418281
320.199574433051;324523.860337358
328.923211722367;333721.604256436
338.069048388347;342919.348175513
347.403776777456;352117.092094591
357.266802803128;361314.836013668
366.836483675814;370512.579932746
376.644446653318;379710.323851823
386.385108720807;388908.067770901
396.160464810133;398105.811689978
405.84507061665;407303.555609056
414.930412793289;416501.299528133
423.887885543989;425699.043447211
433.094640920414;434896.787366288
442.123577414391;444094.531285366
451.659417933706;453292.275204443
460.735977502111;462490.019123521
469.896984841743;471687.763042598
480.232263023261;480885.506961676
489.785125135589;490083.250880753
499.426069883427;499280.994799831
508.199614523942;508478.738718908
516.735792268257;517676.482637986
526.336368520549;526874.226557063
536.128266084122;536071.970476141
545.328220447015;545269.714395218
555.743714435515;554467.458314296
565.366131355162;563665.202233373
576.185732725937;572862.946152451
585.785765425839;582060.690071528
595.535225727101;591258.433990606
604.024443303509;600456.177909684
613.18612195436;609653.921828761
622.359924199795;618851.665747839
633.317513058495;628049.409666916
642.322321946673;637247.153585994
651.366007143897;646444.897505071
661.318289496715;655642.641424149
672.032710796583;664840.385343226
682.468361286228;674038.129262304
693.462580140516;683235.873181381
703.460929733374;692433.617100459
715.198036102913;701631.361019536
726.40490331018;710829.104938614
738.605322656854;720026.848857691
752.264047636606;729224.592776769
766.475002150883;738422.336695846
781.245546800211;747620.080614924
796.417052639251;756817.824534001
813.755283411748;766015.568453079
831.002995376425;775213.312372156
850.281524689336;784411.056291234
873.325614607974;793608.800210311
898.86102010897;802806.544129389
926.476900217574;812004.288048466
956.931754779397;821202.031967544
990.001807591048;830399.775886621
1027.83747662801;839597.519805699
1068.90869305539;848795.263724776
1116.61467566061;857993.007643854
1169.32631689876;867190.751562931
1229.99906174303;876388.495482009
1296.77288964408;885586.239401086
1383.24997965108;894783.983320164
1501.55347978102;903981.727239241
1771.42778;913179.471158319
