Hanh [A/m];Manh [A/m]
0;0
1.91931763541973;5264.54497050009
4.80722882098944;14401.7294821349
8.60051391030973;23538.9139937696
12.197681030451;32676.0985054044
15.5430520114582;41813.2830170392
19.4781593042457;50950.467528674
21.8373472160059;60087.6520403088
25.6569620005867;69224.8365519435
29.0727128897314;78362.0210635783
32.6509666849467;87499.2055752131
36.749310408801;96636.3900868479
39.6986921460224;105773.574598483
43.7500918682981;114910.759110117
47.6945130939377;124047.943621752
51.684373819341;133185.128133387
55.3364139930642;142322.312645022
59.1206746398602;151459.497156657
63.1651094985543;160596.681668291
66.4108328422307;169733.866179926
69.7009971749066;178871.050691561
74.1629480473919;188008.235203196
77.4101374007751;197145.41971483
80.8434856580896;206282.604226465
84.5926379688349;215419.7887381
88.565564457605;224556.973249735
91.8515746545631;233694.15776137
95.4992369923451;242831.342273004
98.9571195797457;251968.526784639
102.362640118022;261105.711296274
106.397290706827;270242.895807909
109.0672323486;279380.080319543
112.531627440414;288517.264831178
116.214485408704;297654.449342813
119.666110804251;306791.633854448
123.369638601619;315928.818366083
126.408817726096;325066.002877717
130.073082155973;334203.187389352
134.289081503491;343340.371900987
137.892376864368;352477.556412622
141.247132648221;361614.740924256
144.562172275084;370751.925435891
148.173811122967;379889.109947526
151.732813356978;389026.294459161
155.281253256965;398163.478970796
158.60553610234;407300.66348243
162.291167894547;416437.847994065
165.648433037245;425575.0325057
169.448278645532;434712.217017335
173.376299301819;443849.401528969
177.314077522557;452986.586040604
181.10568032579;462123.770552239
184.788308120867;471260.955063874
188.486785794571;480398.139575509
192.199732792724;489535.324087143
196.11422146963;498672.508598778
199.883871720476;507809.693110413
203.32380171641;516946.877622048
207.344193571954;526084.062133682
211.69350323732;535221.246645317
215.707199725757;544358.431156952
219.676831197649;553495.615668587
224.068225459765;562632.800180221
228.246533751373;571769.984691856
232.263989792901;580907.169203491
236.146111197313;590044.353715126
239.954969115935;599181.538226761
244.077250274871;608318.722738395
248.121125145211;617455.90725003
252.357956860403;626593.091761665
256.274964950683;635730.2762733
260.267068516678;644867.460784934
264.808304944879;654004.645296569
269.447503831451;663141.829808204
274.249612567595;672279.014319839
278.724718014647;681416.198831474
282.52880830289;690553.383343108
287.71398922997;699690.567854743
292.436325206598;708827.752366378
296.910304534033;717964.936878013
302.922083866132;727102.121389647
308.450111792823;736239.305901282
313.716965821983;745376.490412917
320.352277637663;754513.674924552
326.841868531393;763650.859436187
334.600934721084;772788.043947821
341.142282865038;781925.228459456
349.074677430174;791062.412971091
357.955585455434;800199.597482726
368.019298122375;809336.78199436
377.697514603515;818473.966505995
389.253428202321;827611.15101763
401.745499889747;836748.335529265
416.163677746242;845885.5200409
430.388582492989;855022.704552534
446.716638184918;864159.889064169
466.975071095033;873297.073575804
492.61820012454;882434.258087439
525.344622783846;891571.442599074
583.798028134278;900708.627110708
868.1583224;909845.811622343
