Hanh [A/m];Manh [A/m]
0;0
0.000978351851993242;0
5.45139143035147;3690.51077277749
16.3793692604343;12920.6089611239
27.3497267853152;22150.7071494703
38.5824843582101;31380.8053378168
50.6272632000399;40610.9035261632
63.7180099781972;49841.0017145096
78.0034919370782;59071.099902856
92.1424197588703;68301.1980912025
105.741153942293;77531.2962795489
118.909953769729;86761.3944678953
130.984850863053;95991.4926562417
144.79995989815;105221.590844588
157.142453090264;114451.689032935
171.413774789866;123681.787221281
184.723145136262;132911.885409627
197.824139379407;142141.983597974
209.873595732228;151372.08178632
218.569167316441;160602.179974667
228.232442869153;169832.278163013
239.478568392931;179062.37635136
251.628654168099;188292.474539706
264.671966443362;197522.572728052
277.798853531939;206752.670916399
290.034107060555;215982.769104745
301.295084729754;225212.867293092
311.046403746253;234442.965481438
321.300423083891;243673.063669785
333.15997740554;252903.161858131
346.024670076278;262133.260046477
360.537115354086;271363.358234824
374.313509604831;280593.45642317
389.495331506023;289823.554611517
405.544847960422;299053.652799863
419.800663346576;308283.75098821
434.779705146323;317513.849176556
449.967811472502;326743.947364902
463.372484404745;335974.045553249
473.920064255572;345204.143741595
484.351756439882;354434.241929942
493.90836442382;363664.340118288
503.424842511953;372894.438306634
513.337081055065;382124.536494981
526.265299107615;391354.634683327
540.226623402841;400584.732871674
554.16471608023;409814.83106002
567.565391421848;419044.929248367
579.10592672078;428275.027436713
590.73491277142;437505.125625059
603.052320718531;446735.223813406
615.850830044085;455965.322001752
629.716955001945;465195.420190099
643.575550180922;474425.518378445
656.957273717888;483655.616566792
668.356739108079;492885.714755138
678.517624397914;502115.812943484
688.809552737395;511345.911131831
700.993472201955;520576.009320177
714.844832209828;529806.107508524
727.66652346699;539036.20569687
740.874847277048;548266.303885216
754.134882532022;557496.402073563
764.693057304582;566726.500261909
777.014823684829;575956.598450256
789.72433786416;585186.696638602
803.357797253258;594416.794826949
818.31699579307;603646.893015295
832.407993930273;612876.991203642
843.62129978498;622107.089391988
856.048143547685;631337.187580334
868.796589723436;640567.285768681
882.368629602352;649797.383957027
898.498022719799;659027.482145374
916.182579742887;668257.58033372
933.15134619971;677487.678522066
948.332941525942;686717.776710413
961.139106245282;695947.874898759
980.614961050855;705177.973087106
1002.05913937034;714408.071275452
1024.2911467828;723638.169463799
1047.31421926922;732868.267652145
1071.51166968705;742098.365840491
1100.80239878902;751328.464028838
1130.40883042553;760558.562217184
1163.01916331551;769788.660405531
1202.33225953711;779018.758593877
1243.29718545678;788248.856782224
1292.59642278007;797478.95497057
1339.72707462433;806709.053158916
1400.10160881873;815939.151347263
1461.83410286658;825169.249535609
1524.84474733767;834399.347723956
1592.03077275469;843629.445912302
1664.63607729228;852859.544100648
1748.15484309393;862089.642288995
1837.11027371953;871319.740477341
1940.4459050931;880549.838665688
2060.20492347442;889779.936854034
2201.83443562689;899010.035042381
2383.21202793275;908240.133230727
2733.488085;917470.231419074
