Hanh [A/m];Manh [A/m]
0;0
7.40948864681457e-05;0
4.21544895362008;4229.25495726154
13.2879689407908;13521.6538093813
23.1135108908273;22814.0526615011
33.0691694651372;32106.4515136209
42.7231912426473;41398.8503657407
51.9854910399754;50691.2492178605
61.4439390239897;59983.6480699803
70.8987229187168;69276.0469221001
79.7282448174043;78568.4457742199
89.0557924198456;87860.8446263397
97.5455522827558;97153.2434784595
106.716999066405;106445.642330579
116.77622560579;115738.041182699
125.876802589669;125030.440034819
134.620386143596;134322.838886939
143.563690223715;143615.237739058
153.203891495913;152907.636591178
163.1038668049;162200.035443298
172.5393472706;171492.434295418
181.471363591253;180784.833147538
191.400326522854;190077.231999657
200.787415915064;199369.630851777
210.667077885578;208662.029703897
220.197974531384;217954.428556017
229.943537352335;227246.827408137
239.378966419299;236539.226260256
248.693057084037;245831.625112376
258.741744993662;255124.023964496
267.85585819193;264416.422816616
276.631175886765;273708.821668736
286.172737373827;283001.220520855
296.460767935812;292293.619372975
305.955127588863;301586.018225095
315.853087558539;310878.417077215
325.762822538319;320170.815929335
335.286644667847;329463.214781454
345.678112622137;338755.613633574
355.447142703213;348048.012485694
365.073662018217;357340.411337814
375.277867386505;366632.810189934
385.160175240821;375925.209042053
395.946822801791;385217.607894173
405.490961052946;394510.006746293
414.300764211867;403802.405598413
424.006279659678;413094.804450533
433.418575771744;422387.203302652
443.242858533356;431679.602154772
452.982895127766;440972.001006892
462.37680912942;450264.399859012
472.090674816944;459556.798711132
481.862591656972;468849.197563251
491.875328378309;478141.596415371
500.941224954716;487433.995267491
510.178418330888;496726.394119611
519.580798011476;506018.79297173
529.293309284809;515311.19182385
539.646555561562;524603.59067597
550.21122029387;533895.98952809
560.320106074096;543188.38838021
570.871994459983;552480.787232329
581.065177242716;561773.186084449
590.730163016942;571065.584936569
599.861458971557;580357.983788689
609.653759984641;589650.382640809
619.78870699875;598942.781492928
629.06719438171;608235.180345048
638.384428607408;617527.579197168
648.656290386505;626819.978049288
659.41559424086;636112.376901407
669.557880160938;645404.775753527
680.14517459499;654697.174605647
691.047915382649;663989.573457767
701.334723488916;673281.972309887
711.275738843024;682574.371162007
721.094499199356;691866.770014126
731.55073465862;701159.168866246
742.319560967756;710451.567718366
753.776881581344;719743.966570486
765.060881291813;729036.365422606
776.15173405001;738328.764274725
787.637690861965;747621.163126845
801.1309179817;756913.561978965
814.686506881062;766205.960831085
827.572049088744;775498.359683204
843.660601189503;784790.758535324
861.273970335573;794083.157387444
880.029344773804;803375.556239564
900.26486047063;812667.955091684
921.85595421339;821960.353943803
945.362974763997;831252.752795923
968.619724227931;840545.151648043
996.028394402558;849837.550500163
1023.73527380485;859129.949352283
1054.14028781604;868422.348204402
1087.8102908296;877714.747056522
1125.80524543641;887007.145908642
1174.1829127229;896299.544760762
1237.25492415445;905591.943612882
1348.26408833745;914884.342465002
1781.685908;924176.741317121
