H [A/m];B [T]
322.50010996;0
369.5212784;0.24461484
393.52826606;0.37806631
417.53525371;0.48046656
441.54224137;0.57666102
465.54922902;0.65111931
501.56047873;0.72247471
537.57019199;0.78141216
573.5814417;0.83724354
609.59115495;0.88375987
645.60240466;0.93648835
681.61211792;0.97369281
729.62609323;1.01710307
765.63734294;1.05120464
813.65131825;1.08840592
861.66529356;1.12250749
909.67926887;1.1534998
969.69596978;1.17828632
1029.71420714;1.20617574
1077.72818246;1.22785618
1149.74914542;1.25263952
1209.76584634;1.27742604
1281.7868093;1.30220938
1341.80504666;1.32078693
1413.82600963;1.3393613
1473.84271054;1.35793567
1545.87135574;1.37651322
1617.88463647;1.39198469
1701.91293439;1.40745299
1785.9412323;1.42603054
1869.95416574;1.43839594
1953.98246365;1.45386741
2050.01041427;1.46623281
2134.03871218;1.47859821
2230.0666628;1.49406968
2314.09496071;1.50333218
2422.12256404;1.51569758
2518.15051466;1.52806298
2614.17846528;1.54043155
2710.2064159;1.54969088
2818.23401923;1.55895338
2914.26196986;1.56821588
3034.30459037;1.5774752
3142.3321937;1.58673771
3274.37446692;1.59289413
3394.40172296;1.60215664
3514.44434347;1.61141596
3622.4719468;1.61757556
3754.51422002;1.62683489
3874.54147606;1.63299131
4006.58374929;1.64225382
4138.62602251;1.65151632
4270.65293126;1.65767274
4402.69520448;1.66382917
4546.73713041;1.6699856
4678.77940363;1.67614202
4846.82063498;1.68540453
5002.8775781;1.69156095
5170.91880945;1.69771738
5314.96073538;1.70387381
5495.01698391;1.71313631
5651.05856255;1.71929273
5843.11446379;1.72544916
5999.15604243;1.73160559
6203.22696086;1.74086809
6371.26819221;1.74702452
6563.32409345;1.75318094
6755.37999469;1.75933737
6959.43554864;1.7623909
7139.49179717;1.76854733
7343.54735113;1.77470375
7535.60325237;1.78086018
7763.67347621;1.78701979
7931.73007203;1.79317621
8159.7849314;1.80243554
8363.85584983;1.80548907
8603.92572638;1.81164549
8807.98128033;1.81469902
9036.05150417;1.82085545
9252.10671083;1.82701188
9480.17693468;1.8331683
9684.23248863;1.83622183
9936.30201789;1.84237826
