H [A/m];B [T]
337.12468662;0
351.2800284;0.09868031
363.28275394;0.17636277
375.28547949;0.24473019
387.29127793;0.31309761
399.29400348;0.36905027
412.49823074;0.42189367
424.50095628;0.47163418
437.70518354;0.51516571
450.9094108;0.55559213
465.31206688;0.59291405
480.91622466;0.62402637
495.32195364;0.65824349
510.92611142;0.68625101
526.53026921;0.71425884
542.134427;0.73916187
557.73858479;0.76716971
574.54424429;0.78896794
592.54833261;0.81076629
610.55549383;0.83256464
627.36115333;0.85436293
644.16373994;0.87616148
663.36932997;0.8979597
682.57492;0.91665345
700.58208121;0.93845167
718.58616953;0.95714541
737.79175956;0.97273435
758.19885131;0.98832329
777.40444134;1.00701703
796.61003137;1.02571077
817.01405022;1.04129971
838.62264368;1.05688864
859.02666253;1.07247758
880.63218309;1.08806652
902.24077655;1.10365545
923.84629711;1.11924439
944.25338885;1.13483365
967.05733823;1.14731714
989.86436051;1.16290672
1012.67138278;1.17539022
1035.47840506;1.18787689
1060.68535786;1.19725431
1085.89231067;1.20973781
1109.90083466;1.21911841
1136.30928917;1.23160191
1162.7146708;1.24098251
1187.9216236;1.25036311
1213.1316493;1.26284661
1239.53703092;1.27533011
1265.94548544;1.28471071
1294.75387049;1.29409131
1323.56225554;1.30346874
1352.37064058;1.31595541
1381.17902563;1.32533283
1409.98741068;1.33471344
1439.99729744;1.34409404
1467.60418078;1.35347146
1498.81249635;1.35974599
1528.82238311;1.36912659
1556.42926645;1.37540111
1584.03922268;1.38478172
1612.84760773;1.39105624
1645.25742502;1.40043684
1677.66416941;1.40671137
1712.47699013;1.4129859
1746.08523624;1.4223665
1778.49505353;1.42864102
1813.30480135;1.43491555
1848.11454917;1.44119008
1884.1257987;1.4474646
1920.13704824;1.45373913
1956.14522488;1.46001365
1982.55367939;1.46629136
1987.35661335;1.46635691
1987.35661335;1.46642247
1987.35661335;1.46648802
1987.35661335;1.46655358
1986.15511164;1.46661913
1987.35661335;1.46668469
1986.15511164;1.46675024
1986.15511164;1.4668158
1986.15511164;1.46688135
1986.15511164;1.46694691
1986.15511164;1.46701246
1960.94815883;1.46397512
1924.9369093;1.4609346
1890.12716148;1.45789726
1855.31741365;1.45796281
1819.30616412;1.45492229
1785.69791801;1.45188495
1750.88817019;1.44884443
1717.27685119;1.44580709
1683.66860508;1.44276657
1650.05728608;1.43972605
1617.64746879;1.43668871
1587.64065492;1.43364819
1557.63076816;1.43371374
1528.82238311;1.4306764
1497.61406754;1.42763588
1466.40267906;1.42459854
1437.59429401;1.42155802
1408.78590897;1.4185175
1378.7790951;1.41548016
1349.97071005;1.41243963
1319.96082329;1.40940229
1292.35393996;1.40636177
1263.54555491;1.40332443
1235.93559868;1.40028391
1210.72864588;1.39724657
1185.52169307;1.39420605
1159.11323855;1.39116553
1132.70785693;1.39123108
1107.50090412;1.38508767
1082.29087843;1.38205033
