H [A/m];B [T]
340.36092583;0
364.1970753;0.14417917
383.40266533;0.22808478
397.80532141;0.29957245
417.01091144;0.36485114
431.41664041;0.42702376
450.62223045;0.48609348
467.42788995;0.53584816
489.03341051;0.58249676
505.83907001;0.62604246
527.44459057;0.66958817
544.25025008;0.70381883
565.85577064;0.74115556
585.06136067;0.77228014
606.66688123;0.8034079
628.27240179;0.83142959
654.68085631;0.85945127
676.28637687;0.88747296
700.29490086;0.91239175
721.90042142;0.93420446
748.30887594;0.95912008
769.9143965;0.98093279
796.32285102;1.00585158
820.32830211;1.02455822
849.13668716;1.04637093
870.74528062;1.06507757
899.55366566;1.08689029
925.95904729;1.10249403
957.17043576;1.12120067
988.37875134;1.13991049
1019.58706692;1.15551423
1048.39545196;1.17422087
1084.4067015;1.18982461
1110.81515602;1.20853125
1146.82333265;1.22102892
1180.43465166;1.23663266
1218.84583172;1.24913033
1252.45407783;1.26163118
1288.46532736;1.27723174
1322.07664637;1.28973259
1362.88775696;1.29912418
1398.89900649;1.31162503
1437.31018656;1.3241227
1473.3183632;1.33351747
1516.53247721;1.34290906
1554.94365728;1.35540991
1595.75476787;1.36790758
1631.76601741;1.37729917
1679.77999249;1.38669394
1718.19117255;1.39608871
1763.8052171;1.40548348
1804.61632769;1.41487508
1852.63030277;1.42426985
1891.04148284;1.43055854
1936.65552739;1.44305621
1979.86656851;1.44934491
2027.88054359;1.45873968
2071.09465761;1.46502838
2126.30842428;1.47131707
2169.5225383;1.47760577
2227.13930839;1.48389764
2272.75335294;1.49018634
2330.37012304;1.49647504
2375.98109469;1.50276373
2433.59786479;1.50905243
2479.21190934;1.51534113
2536.82867943;1.52162982
2592.045519;1.52791852
2652.06221962;1.53421039
2704.87912866;1.53739301
2769.69569035;1.54368171
2820.11266885;1.54997041
2887.33223396;1.55626228
2937.74613957;1.56255098
3004.96570468;1.5657336
3057.77954082;1.5720223
3122.61453988;1.5752081
3175.40686576;1.58149679
3233.02363585;1.58468259
3285.84669068;1.59097129
3355.4784779;1.59415391
3417.88896326;1.60044261
3489.91760812;1.60362841
3552.32809349;1.6099171
3629.15045361;1.6162058
3693.95779662;1.6193916
3768.38329911;1.6256803
3835.61822869;1.62886292
3914.83744646;1.63204872
3977.24793182;1.63523452
3991.65980658;1.63841714
3989.26294895;1.63849686
3984.43850473;1.63857659
3982.04164709;1.63555342
3977.24793182;1.63563314
3974.85107419;1.63571287
3972.45421655;1.63579259
3970.05735891;1.63587232
3967.66050128;1.63595204
3967.66050128;1.63603177
3965.2329147;1.63611149
3962.83605706;1.63619122
3960.43919943;1.63627094
3924.424877;1.63324459
3847.60251687;1.63021824
3785.1920315;1.62719507
3708.36967138;1.62727479
3638.73788416;1.62424844
3561.91552403;1.6181192
3499.50503866;1.61819892
3425.07953617;1.61206967
3362.6690508;1.6090465
3290.64040595;1.60602015
3235.42049349;1.6029938
3175.40686576;1.59997063
3122.61453988;1.60005036
3057.77954082;1.597024
3000.16277073;1.59400083
2935.34620904;1.58787159
2882.52930001;1.58795131
2817.70966543;1.58492496
2764.89582929;1.58189861
2700.0761947;1.57887544
2649.66228909;1.57584909
2587.24258504;1.57282592
2534.4287489;1.56979957
2476.81197881;1.5667764
2431.19793426;1.56375005
2373.58116416;1.56382977
2325.56718908;1.55770052
2270.35034952;1.55467417
2224.73937786;1.551651
2169.5225383;1.54862465
2123.90849375;1.54560148
2071.09465761;1.53947223
2030.28047412;1.53644588
1982.26649904;1.53341953
1939.05545792;1.53039636
1893.44141337;1.52737001
1855.0302333;1.52434684
1804.61632769;1.52132049
1763.8052171;1.51829732
1718.19117255;1.51527097
1679.77999249;1.5122478
1634.16594794;1.50922145
1598.1546984;1.50619509
1557.34358781;1.50317192
1518.93240774;1.49704268
