H [A/m];B [T]
328.64487866;0
356.86490784;0.18081568
379.37155468;0.28943848
397.37641123;0.37943119
419.88305807;0.45700596
446.89149522;0.52216279
469.39737385;0.58421449
491.90402069;0.6369521
514.41066754;0.6834801
541.41833647;0.72069433
568.42677362;0.76411753
595.43444254;0.79822695
622.44211147;0.83544118
653.9515707;0.8664458
685.46026171;0.89589818
716.96972094;0.92535055
748.47918017;0.95325069
784.48889325;0.98115051
816.00142538;1.00905064
847.50627526;1.03384597
883.52059769;1.0586413
919.52723788;1.08343663
960.04335061;1.11133645
996.04999081;1.13302729
1032.06431323;1.15161333
1072.57274373;1.17640867
1108.58706616;1.19809919
1149.09549665;1.21668492
1198.60750775;1.23837576
1243.62541079;1.25385763
1288.63563159;1.27554848
1329.15174432;1.28792428
1374.16196512;1.30340615
1419.17218592;1.31578195
1468.69187925;1.33126382
1518.20389036;1.3467457
1567.71590146;1.36222757
1612.73380449;1.37770626
1666.7476059;1.39318814
1720.7614073;1.40556394
1774.77520871;1.41794291
1833.29848266;1.43031871
1896.31586467;1.44269451
1950.32966607;1.45196741
2017.84883839;1.46434321
2076.3644301;1.47671901
2134.88002181;1.48599191
2206.90098443;1.49526481
2269.91836644;1.50453454
2341.93932906;1.51380744
2409.46618361;1.52308034
2481.48714623;1.53235006
2553.50810885;1.53852007
2625.52907147;1.5446869
2697.55003409;1.55395662
2769.57099671;1.56322952
2850.5878577;1.56939635
2922.60882032;1.57556317
2994.62978294;1.58483608
3075.65432616;1.5910029
3161.18065969;1.59716973
3242.20520292;1.60023366
3323.22974615;1.60640049
3408.75607968;1.61567339
3494.27473097;1.62184022
3575.2992742;1.62490097
3656.32381742;1.6279649
3741.85015095;1.63102565
3831.87827479;1.64029855
3926.40050669;1.64336248
4020.93042082;1.64642323
4115.46033496;1.65259006
4214.48435717;1.65876007
4313.51606161;1.66182082
4412.54776605;1.66798764
4511.57178825;1.67415447
4610.60349269;1.6803213
4714.13698743;1.68338523
4822.16459025;1.68644916
4930.19987529;1.68950991
5042.72926841;1.69567674
5150.75687122;1.70184356
5267.79573687;1.70490749
5380.32512999;1.70797142
5488.36041503;1.71413825
5609.89338876;1.717199
5722.43046411;1.72026293
5839.46164752;1.72642976
5947.48925034;1.72949051
6060.02632569;1.73566052
6181.55929941;1.73872127
6312.09585374;1.7417852
6433.63650969;1.74795203
6555.16948342;1.75101278
6685.70603774;1.75718278
6816.24259207;1.76024353
6946.78682864;1.76330746
7077.32338297;1.76947429
7207.85993729;1.76943215
7338.39649162;1.77559897
7459.92946534;1.77865973
7576.968331;1.78482973
7707.49720309;1.78478759
7851.53912833;1.79095441
7941.5749344;1.79401516
7941.5749344;1.79397302
7937.04241515;1.79393087
7932.58671826;1.79388873
7928.05419902;1.79384659
7919.06598288;1.79380444
7919.06598288;1.7937623
7914.53346363;1.79372015
7910.07776675;1.79367801
7905.5452475;1.79363586
7905.5452475;1.79359372
7901.08955061;1.79355157
7896.55703136;1.79350943
7901.08955061;1.79346728
7775.02405764;1.78721617
7630.9821324;1.78407113
7486.94020717;1.78092291
7351.90186253;1.77777469
7216.8635179;1.77462964
7077.32338297;1.77148142
6942.28503833;1.76833638
6802.7449034;1.76208527
6672.20066683;1.75893705
6541.66411251;1.75579201
6411.12755818;1.75264379
6285.09279415;1.74949557
6154.55623982;1.74635053
6037.51737417;1.74320231
5924.98798105;1.74005726
5812.4509057;1.73380615
5695.41972229;1.73065793
5578.38853887;1.73061578
5461.34967321;1.72436467
5353.3220704;1.72121645
5236.28320475;1.71807141
5123.75381163;1.71182029
5015.71852659;1.70867207
4907.69092377;1.70862993
4799.65563873;1.70237881
4691.62803592;1.69923059
4592.59633148;1.69608555
4498.07409958;1.69293733
4399.04239514;1.68979229
4300.01069069;1.68664407
4196.48487819;1.68349903
4101.95496405;1.68035081
4002.92325961;1.67409969
3908.40102771;1.67095147
3818.37290388;1.66780643
3728.34478004;1.66465821
3642.81844651;1.66151317
3561.80158552;1.65836495
3485.2788326;1.65211383
3399.75249907;1.64896561
3314.22616554;1.64582057
3237.70341262;1.64267235
3152.17707909;1.63952731
3071.15253586;1.63637909
2994.62978294;1.63323405
2922.60882032;1.62697975
2850.5878577;1.62383471
2769.57099671;1.62068649
2697.55003409;1.61754145
2630.02317954;1.61439323
2558.00221692;1.61124819
2485.9812543;1.60499707
2413.96029168;1.60184885
2350.94290967;1.59870063
2278.92194705;1.59555559
2215.90456503;1.58930448
2148.38539272;1.58615626
2085.36801071;1.58301122
2026.852419;1.57675692
1963.83503698;1.57361188
1905.31944527;1.57046366
1846.79617133;1.56421254
1788.28057962;1.55796143
1734.26677821;1.55481639
1680.25297681;1.54856209
1630.73328347;1.54541705
1581.22127237;1.53605986
1531.70926127;1.53601771
1482.18956793;1.5297666
1437.17934713;1.52661838
1387.66733603;1.52036726
1342.64943299;1.51411615
1302.1410025;1.50786503
1257.1307817;1.50161391
1212.11287866;1.4953628
1167.10265787;1.48911168
1122.08475483;1.48286056
1086.07811464;1.47971234
1045.56200191;1.47035515
1009.55536172;1.46410404
973.54103929;1.45785292
933.03260879;1.45470788
897.0259686;1.44535069
865.51343648;1.43909957
829.49911405;1.43284846
793.49247386;1.42349126
761.98301463;1.41724015
730.4735554;1.41098903
698.96486439;1.40163184
667.45540516;1.39538072
635.94594593;1.38602353
604.43725493;1.37666634
581.93060808;1.37041522
554.92293915;1.36106121
527.914502;1.35170402
505.40785516;1.34234683
482.90197653;1.33609571
455.89353938;1.32673852
433.38689254;1.31738451
410.88101391;1.30802732
388.37436707;1.3017762
370.3687423;1.29241901
347.86209545;1.283065
329.85723891;1.2768107
311.85161414;1.26745669
293.8467576;1.2580995
280.34292314;1.24874231
262.33729837;1.23938829
248.83346391;1.2300311
235.32962945;1.22377999
221.82579498;1.2113199
208.32196052;1.20506878
194.81812606;1.19571096
185.81531367;1.18635472
176.81250129;1.17699848
167.80968891;1.16453776
158.80764475;1.15828632
145.30304206;1.14893008
136.3009979;1.13957385
127.29818552;1.13332241
118.29537313;1.12396617
109.29256075;1.11771474
100.29051659;1.11146299
91.28770421;1.10521155
86.78668213;1.09896012
77.78386974;1.09270869
73.28238673;1.08645693
64.27972799;1.0771007
59.77847544;1.07084926
55.27714607;1.06459783
50.77581671;1.06145088
46.27448734;1.05519945
41.77323479;1.0520525
37.27190542;1.04890587
37.27190542;1.04265443
32.77057605;1.03950748
32.77057605;1.03636054
28.26924668;1.03321391
23.76799413;1.03006696
19.26666476;1.02692001
19.26666476;1.02687786
19.26666476;1.02373123
14.7653354;1.02058428
14.7653354;1.02054214
14.7653354;1.01739551
10.26400603;1.01735336
10.26400603;1.01420642
10.26400603;1.01416427
10.26400603;1.01412213
5.76275348;1.01097518
