H [A/m];B [T]
328.75814409;0
348.41957629;0.13405495
361.17362458;0.20540211
371.6767777;0.27364318
383.67950331;0.33567847
394.93244267;0.38839553
407.68649096;0.43800969
418.93943033;0.48452
431.69347862;0.52792488
442.19663174;0.56201566
457.2015752;0.59921124
468.45451456;0.62709242
483.45792157;0.6611832
496.9617561;0.68906469
511.21691331;0.71384138
523.9709616;0.74172255
538.9743686;0.76649937
551.72841689;0.78817136
567.48314658;0.80984336
579.48587219;0.82841072
595.99192456;0.85008261
609.49575909;0.87175481
628.25117018;0.89342669
642.50479095;0.91199409
660.5104158;0.93056149
675.51382281;0.94912857
693.51944766;0.96769597
708.52439111;0.98315856
727.27980221;0.99862116
743.0345319;1.01408375
763.28951547;1.02954666
780.54535408;1.04500926
801.55166033;1.06357634
818.05617626;1.07903925
839.06248252;1.09450185
857.06657092;1.10685964
878.07287718;1.1223235
896.82828827;1.13468066
917.08480829;1.14703781
936.59000562;1.15939497
957.59631187;1.1717553
976.35172296;1.18411246
998.85913814;1.19336672
1019.86544439;1.2026178
1043.12110936;1.21187206
1062.62784314;1.22112632
1089.6355122;1.23348347
1109.89049577;1.24273773
1135.39859234;1.25509489
1156.4048986;1.26745204
1180.41188625;1.2767063
1203.66755122;1.28595738
1229.1756478;1.29521164
1251.68152653;1.3044659
1279.44051828;1.31372016
1302.69771969;1.32297124
1329.70538875;1.32911942
1353.7123764;1.33837368
1382.21961794;1.34762794
1406.22660559;1.35377612
1435.48516981;1.36303038
1459.49215747;1.36917856
1488.75072169;1.37842964
1512.0079231;1.38457783
1523.26086247;1.39072919
1523.26086247;1.3906684
1523.26086247;1.39060762
1523.26086247;1.39054683
1523.26086247;1.39048604
1523.26086247;1.39042525
1523.26086247;1.39036446
1523.26086247;1.39030368
1523.26086247;1.39024289
1523.26086247;1.3901821
1523.26086247;1.39012131
1523.26086247;1.3931666
1523.26086247;1.39310581
1523.26086247;1.39304503
1523.26086247;1.38987816
1521.00996731;1.38981737
1504.50545138;1.38975659
1475.99820984;1.3865929
1451.99122219;1.38342604
1421.98133528;1.38026236
1397.97434763;1.37709549
1369.46710609;1.37392863
1345.46011844;1.37076495
1317.7011267;1.36759808
1294.44392528;1.36753729
1267.43625622;1.36437361
1244.18059126;1.36120675
1217.92270844;1.36114596
1195.41529326;1.3548762
1169.90873313;1.35481541
1149.65221311;1.35165173
1124.14565298;1.34848487
1103.88913296;1.345318
1077.63125015;1.34215432
1057.37626658;1.33898746
1033.36927892;1.33892667
1012.36297267;1.33576298
989.10577125;1.33259612
970.35036016;1.32943244
948.59426767;1.32626557
929.83885657;1.32309871
908.83255032;1.31993503
890.07713923;1.31676816
869.07083297;1.31360448
851.81653081;1.31043762
830.81022455;1.30727393
813.55438594;1.30410707
791.79829345;1.29783731
774.54399128;1.29467045
755.78858019;1.29150676
738.53274157;1.29144598
719.77733048;1.28517622
704.02260079;1.28511543
685.2671897;1.27884567
670.26224625;1.27567881
652.25815784;1.27251194
637.25321439;1.26934826
619.99891222;1.2661814
606.49507769;1.25991164
589.98902532;1.25674795
576.48519079;1.25358109
559.98067486;1.24731133
547.22662657;1.24725054
533.72279204;1.24408368
520.21895751;1.24092
505.21555051;1.23775313
492.46150222;1.23148337
478.206345;1.23142259
465.45383316;1.22515283
451.19867595;1.22198596
439.19595034;1.21882228
427.19168829;1.21565542
415.93874893;1.21249173
403.18470064;1.20622197
392.68154751;1.20305511
379.92903567;1.19989143
369.42588254;1.19672456
357.42162049;1.1904548
346.91846736;1.18418504
334.91574176;1.18412426
324.41258863;1.18095739
313.15964927;1.17468763
304.15606862;1.17152077
292.90312925;1.16525101
284.65087128;1.16208733
274.14771816;1.15892047
265.14567395;1.15265071
256.1420933;1.14948702
248.63962158;1.14321536
238.88779114;1.14004976
232.13510565;1.13688449
223.13306145;1.1306141
215.63058972;1.12744882
207.37833176;1.12428323
200.62564627;1.11801315
193.12471099;1.11484756
187.87313443;1.11168229
180.3706627;1.10541189
174.3692999;1.10224662
166.86682817;1.09597622
160.86392892;1.09281095
154.11277988;1.08964536
148.11095615;1.08648009
141.35903888;1.08331449
136.10746232;1.07704442
130.10563858;1.07387883
125.60446284;1.07071323
120.35288627;1.06754796
115.10130971;1.06438237
109.84973314;1.0612171
105.3485574;1.0580515
100.09698084;1.05488591
96.34589862;1.05172064
91.84456923;1.05165985
87.34323983;1.04849426
82.84191044;1.04532867
79.09082823;1.0421634
74.58949883;1.0389978
70.83841662;1.03583253
66.33708723;1.03266694
63.33625218;1.02950135
59.58516996;1.02944056
57.33458209;1.02627529
53.58349987;1.02310969
50.58251118;1.0199441
47.58167613;1.01988332
45.33108826;1.01671804
42.33009957;1.01355245
39.32926452;1.01349166
37.07867665;1.01032639
35.57818231;1.0102656
32.57734726;1.00710001
31.07685292;1.00393442
28.82626504;1.00387363
