'H_675C_2.5lbf_strip_2';'B_675C_2.5lbf_strip_2'
-585.2905838;-0.951633441
-596.731432;-0.963114071
-607.4573695;-0.974041873
-618.8999253;-0.984467118
-630.3407735;-0.994314407
-642.4971016;-1.003579547
-653.9379498;-1.012409122
-666.8086195;-1.020765436
-677.534557;-1.028535417
-691.1224141;-1.035890777
-702.5632623;-1.042911099
-714.0041105;-1.049508436
-726.1598695;-1.055737223
-739.7454498;-1.061710537
-752.6172579;-1.067461882
-764.0592445;-1.072890743
-774.0702713;-1.078001313
-786.9409409;-1.083007183
-799.0966998;-1.087807835
-809.1077266;-1.092286005
-819.8336641;-1.096667849
-831.2745123;-1.100936616
-842.0004498;-1.10492897
-853.4430056;-1.108804055
-866.3142445;-1.112607946
-878.4700034;-1.116185682
-891.340673;-1.119608458
-901.3516998;-1.122939097
-913.5091663;-1.126064519
-925.6654945;-1.128947032
-937.8212534;-1.131770913
-949.2621016;-1.134435648
-959.9880391;-1.136807217
-972.143798;-1.139078272
-984.3006954;-1.141190179
-994.3105838;-1.143050801
-1005.753709;-1.14476903
-1017.194557;-1.146386746
-1028.635405;-1.147870444
-1039.361343;-1.149215936
-1050.08728;-1.150519548
-1060.813218;-1.151714269
-1071.539155;-1.152720527
-1085.124736;-1.153726785
-1093.705941;-1.154661846
-1105.8617;-1.15539169
-1115.158385;-1.156092219
-1128.030193;-1.156771808
-1137.324602;-1.157350882
-1148.052247;-1.157846195
-1159.493095;-1.158220053
-1170.219602;-1.158644168
-1180.945539;-1.159097599
-1190.241655;-1.159320687
-1200.252682;-1.159539586
-1209.54709;-1.159888316
-1220.989646;-1.16007371
-1231.715584;-1.160238165
-1240.296789;-1.160591083
-1251.737637;-1.16077229
-1260.318843;-1.160769221
-1269.613251;-1.161067694
-1277.478977;-1.161449929
-1286.775093;-1.161421732
-1294.641387;-1.161447981
-1304.652414;-1.161867908
-1313.94853;-1.162011422
-1323.244646;-1.161840831
-1332.540762;-1.162093236
-1343.2667;-1.162504787
-1351.847905;-1.162422145
-1361.142314;-1.162293435
-1371.869959;-1.162671481
-1381.164367;-1.162990894
-1390.459914;-1.162904065
-1399.75603;-1.16295963
-1406.907414;-1.163249726
-1414.773709;-1.163342984
-1423.354914;-1.163314788
-1430.504021;-1.163533688
-1439.085227;-1.163773527
-1446.236611;-1.163690886
-1454.817816;-1.16366269
-1462.681834;-1.163956974
-1470.548128;-1.164117241
-1478.414423;-1.164022035
-1486.995628;-1.164065036
-1494.861923;-1.164254618
-1503.443128;-1.164331123
-1509.877325;-1.164357371
-1517.743619;-1.164505074
-1524.178385;-1.164656964
-1532.044111;-1.164683212
-1539.195494;-1.16479741
-1546.346878;-1.165012121
-1552.066164;-1.165021617
-1558.502637;-1.164976668
-1564.937972;-1.165166251
-1572.088218;-1.165318141
-1578.524691;-1.165260628
-1586.390986;-1.165324569
-1592.110271;-1.165526716
-1597.831834;-1.165548776
-1604.266599;-1.165482887
-1609.987593;-1.165597085
-1617.138407;-1.165719659
-1622.858262;-1.165683086
-1629.294736;-1.165705147
-1635.014021;-1.165844473
-1640.735584;-1.165887473
-1643.595227;-1.165855088
-1649.316789;-1.165935782
-1655.036075;-1.166037415
-1660.757637;-1.166009218
-1666.476923;-1.165989398
-1670.053753;-1.166074279
-1675.773608;-1.166121468
-1681.494602;-1.166097459
-1686.501253;-1.166148836
-1691.505628;-1.166237905
-1696.511142;-1.166243213
-1700.801744;-1.166265273
-1706.52103;-1.166379471
-1712.242593;-1.166451788
-1717.248675;-1.166444532
-1721.538709;-1.16649172
-1727.258564;-1.166576602
-1732.264646;-1.166586098
-1735.124289;-1.166574654
-1740.130941;-1.166634406
-1745.850227;-1.166664843
-1748.711577;-1.166619894
-1752.2867;-1.166675459
-1756.577303;-1.166827349
-1760.152994;-1.166803341
-1763.727548;-1.166703947
-1767.302671;-1.166826521
-1770.878932;-1.166944906
-1775.168396;-1.166870641
-1777.313128;-1.166846633
-1780.889959;-1.166965019
-1783.749602;-1.167066653
-1788.040204;-1.167076149
-1790.186075;-1.167077269
-1793.045718;-1.167107705
-1797.335182;-1.167113013
-1800.196532;-1.167176954
-1803.056744;-1.167270211
-1805.201477;-1.167233638
-1808.062258;-1.167197065
-1810.208128;-1.167202373
-1812.352861;-1.167165801
-1815.212503;-1.167187861
-1818.072146;-1.167243426
-1819.503106;-1.167219417
-1820.934066;-1.167128399
-1823.078798;-1.16712533
-1823.793709;-1.16723534
-1826.653352;-1.167232272
-1826.653352;-1.167095185
-1829.515271;-1.167058613
-1830.945093;-1.167185375
-1832.374914;-1.167211623
-1834.519646;-1.167070348
-1833.804736;-1.167092408
-1835.234557;-1.167269427
-1836.664378;-1.16717422
-1837.379289;-1.166965936
-1839.52516;-1.167142956
-1840.956119;-1.167315787
-1840.956119;-1.16702793
-1841.67103;-1.166903408
-1843.100852;-1.167218633
-1843.815762;-1.167186248
-1843.815762;-1.166873262
-1844.530673;-1.167037717
-1845.245584;-1.167168668
-1845.245584;-1.166826365
-1846.675405;-1.166798168
-1845.960494;-1.167038008
-1846.675405;-1.166825536
-1846.675405;-1.166571183
-1846.675405;-1.166748201
-1846.675405;-1.166837271
-1846.675405;-1.166511721
-1845.960494;-1.166345318
-1846.675405;-1.166555841
-1845.960494;-1.166435506
-1845.245584;-1.166051323
-1845.245584;-1.166085948
-1845.245584;-1.166204334
-1844.530673;-1.165983486
-1842.385941;-1.165838023
-1841.67103;-1.165994101
-1841.67103;-1.16602035
-1840.956119;-1.165749245
-1840.956119;-1.165708483
-1838.80968;-1.16586875
-1838.0942;-1.165681406
-1835.234557;-1.165460558
-1835.234557;-1.165608261
-1833.804736;-1.165647073
-1832.374914;-1.165405286
-1830.230182;-1.16541897
-1829.515271;-1.165579236
-1827.368832;-1.165391893
-1827.368832;-1.165175233
-1824.508619;-1.165230798
-1823.793709;-1.165169096
-1822.363887;-1.164939872
-1820.934066;-1.164894923
-1818.787626;-1.164929548
-1815.927414;-1.164821778
-1814.497593;-1.164672128
-1812.352861;-1.164606238
-1809.493218;-1.164573854
-1807.346778;-1.164461896
-1805.916387;-1.164370878
-1803.771655;-1.16434687
-1800.912012;-1.164285169
-1798.050093;-1.164236032
-1794.475539;-1.164224588
-1792.330807;-1.164154511
-1789.470595;-1.164084433
-1785.179423;-1.16404786
-1784.464512;-1.164011288
-1780.889959;-1.163941211
-1776.598218;-1.163820877
-1773.738575;-1.163700543
-1770.164021;-1.163567645
-1768.018151;-1.163472439
-1763.727548;-1.163460994
-1760.867905;-1.163411858
-1758.008262;-1.163253831
-1753.716521;-1.163146062
-1749.427057;-1.163088549
-1745.850227;-1.162943086
-1742.275673;-1.162860445
-1737.986209;-1.162857377
-1735.124289;-1.162724479
-1730.119914;-1.162562264
-1726.543084;-1.16248381
-1720.823798;-1.162413733
-1716.533195;-1.162297587
-1711.527682;-1.162177252
-1706.52103;-1.162136491
-1702.231566;-1.162104107
-1697.942102;-1.161992149
-1693.650361;-1.161892755
-1689.360896;-1.161780798
-1683.639334;-1.161618583
-1680.06478;-1.16151919
-1675.058128;-1.161444925
-1670.053753;-1.161332967
-1666.476923;-1.161237762
-1660.757637;-1.161155121
-1656.467035;-1.161030598
-1651.461521;-1.160910264
-1646.457146;-1.160802495
-1640.735584;-1.160673784
-1637.875941;-1.16053251
-1632.154378;-1.160420552
-1626.435093;-1.160346287
-1619.998619;-1.160225953
-1614.991968;-1.16005955
-1609.272682;-1.15993084
-1603.551119;-1.159860763
-1597.831834;-1.159790685
-1592.825182;-1.159666163
-1587.820807;-1.159558393
-1582.099244;-1.159492503
-1574.950137;-1.159397298
-1569.228575;-1.159289527
-1562.792102;-1.159215262
-1557.787727;-1.159094928
-1552.066164;-1.15896203
-1546.346878;-1.158908705
-1540.625316;-1.158805123
-1534.90603;-1.158609405
-1528.469557;-1.158522575
-1520.603262;-1.15846925
-1514.883977;-1.158256779
-1508.447503;-1.158061059
-1502.012169;-1.157961666
-1494.861923;-1.157820391
-1487.710539;-1.157658176
-1481.274635;-1.157592287
-1474.839869;-1.157534774
-1467.688486;-1.157380936
-1458.392369;-1.157273166
-1453.386856;-1.157228217
-1446.236611;-1.157057626
-1438.370316;-1.156870283
-1431.933843;-1.15679183
-1423.354914;-1.156633803
-1417.633352;-1.156345946
-1411.196878;-1.156204672
-1405.477593;-1.156226732
-1396.181477;-1.156043577
-1389.745003;-1.155738967
-1381.879847;-1.155610257
-1374.014691;-1.155515051
-1365.433486;-1.155336084
-1356.85228;-1.15519481
-1347.556164;-1.15504516
-1338.974959;-1.1548285
-1330.394892;-1.154691414
-1322.529166;-1.154512447
-1313.94853;-1.154186897
-1306.082236;-1.153966048
-1298.93199;-1.153862466
-1290.350785;-1.153616489
-1283.200539;-1.153320256
-1276.049155;-1.15320411
-1268.897771;-1.153050271
-1260.318843;-1.152691217
-1252.452548;-1.152374043
-1244.586253;-1.152228581
-1236.005048;-1.152074742
-1226.708932;-1.151745004
-1218.128296;-1.151398514
-1208.831611;-1.151131598
-1200.967593;-1.15078092
-1190.956566;-1.150413489
-1183.090271;-1.150192642
-1174.509066;-1.149967606
-1165.21295;-1.149549918
-1155.916834;-1.149086162
-1145.905807;-1.148672662
-1137.324602;-1.148183777
-1128.745673;-1.147640447
-1120.164468;-1.147118057
-1110.153441;-1.146495153
-1100.142414;-1.145746606
-1091.561209;-1.144993872
-1082.980003;-1.144182505
-1072.968977;-1.143228743
-1063.672861;-1.142266606
-1053.661834;-1.141233271
-1045.080628;-1.140007285
-1037.216611;-1.138672409
-1026.488965;-1.13734591
-1015.048117;-1.135990094
-1006.468619;-1.134466755
-997.1725034;-1.132868031
-988.591298;-1.131273495
-978.5802713;-1.129473744
-968.5692445;-1.127435271
-959.9880391;-1.12539261
-949.2621016;-1.123278752
-939.9659855;-1.120955491
-929.9549588;-1.118577785
-919.943932;-1.116170762
-909.9329052;-1.113562714
-899.9218784;-1.11078714
-890.6257623;-1.107948744
-879.8998248;-1.104997271
-868.4589766;-1.101882464
-859.1628605;-1.098654581
-849.8667445;-1.095359688
-838.4258963;-1.091909836
-829.1297802;-1.088279897
-819.8336641;-1.084545256
-811.2524588;-1.080768735
-801.2425704;-1.076908451
-791.9458851;-1.072872267
-781.9359967;-1.068731381
-772.6393114;-1.064506734
-762.629423;-1.060047554
-752.6172579;-1.055337089
-742.6073695;-1.050517737
-731.881432;-1.045602058
-721.1543561;-1.040523046
-710.4272802;-1.035196936
-701.1323025;-1.029648857
-691.1224141;-1.023887189
-679.6792891;-1.017777909
-668.9539208;-1.011270758
-658.2274141;-1.004499764
-648.9318672;-0.997481681
-639.635182;-0.990103416
-628.1943338;-0.982277025
-618.8999253;-0.974065333
-608.1722802;-0.965480891
-598.8778717;-0.956448332
-589.5811864;-0.946996984
-580.2862088;-0.937185455
-570.9900927;-0.927043055
-561.6939766;-0.916414851
-550.2531284;-0.905238001
-539.5271909;-0.893675834
-530.2305056;-0.881774437
-520.220048;-0.869512867
-510.923932;-0.856937186
-501.6278159;-0.844013899
-493.0466105;-0.830696952
-482.320673;-0.816936064
-473.024557;-0.802798241
-464.4433516;-0.788396573
-453.7174141;-0.773752002
-445.1362088;-0.758898032
-435.8418003;-0.743901664
-425.8296351;-0.728733576
-415.8197467;-0.713393777
-407.9540213;-0.697945091
-398.6579052;-0.682441949
-388.6468784;-0.666930431
-379.3507623;-0.651268155
-367.9099141;-0.635429992
-359.3287088;-0.619512254
-348.6027713;-0.603548435
-338.5917445;-0.587513417
-328.5807177;-0.571403023
-319.2846016;-0.555250759
-307.8437534;-0.538968663
-297.8327266;-0.522586055
-287.8216998;-0.5061448
-278.5255838;-0.489699361
-268.514557;-0.473220426
-259.2184409;-0.456553004
-249.9223248;-0.439818566
-238.4814766;-0.423063192
-227.7555391;-0.406203114
-218.459423;-0.389313717
-207.7334855;-0.372315441
-198.4373695;-0.355162214
-186.9965213;-0.338000611
-177.7004052;-0.320822257
-167.6893784;-0.303602022
-156.9634409;-0.286335716
-146.9524141;-0.269040082
-136.9413873;-0.251681632
-127.6452713;-0.234293879
-116.9193338;-0.216906126
-107.6232177;-0.199409477
-97.61219089;-0.181866757
-87.60116411;-0.16435754
-79.01995875;-0.146844139
-67.57911054;-0.129251172
-56.85317304;-0.111578637
-47.55705696;-0.093914469
-36.83111946;-0.076275421
-26.82009268;-0.058581942
-16.09415518;-0.04077956
-4.653306965;-0.022943665
3.927898392;-0.005124547
13.22401446;0.012757395
23.23504125;0.030727297
33.96097875;0.048743279
43.97155018;0.066709021
55.41262607;0.08472502
63.99337607;0.102845705
71.85927228;0.120928694
