'H_675C_3.5lbf_strip';'B_675C_3.5lbf_strip'
-1371.02379;-1.032186919
-1389.616591;-1.035270517
-1408.208254;-1.038264575
-1422.508745;-1.041184014
-1435.379984;-1.04400894
-1451.112004;-1.046669709
-1465.413634;-1.049355351
-1481.145085;-1.05206089
-1496.877674;-1.054597298
-1514.037808;-1.057074014
-1525.478656;-1.059540781
-1542.641067;-1.062007548
-1559.803478;-1.064310158
-1576.963612;-1.066473482
-1591.266379;-1.068771117
-1605.56687;-1.070964288
-1617.007719;-1.073003249
-1628.448567;-1.075171547
-1641.321513;-1.077210512
-1657.051826;-1.079100243
-1672.783846;-1.081144181
-1685.655085;-1.083048834
-1697.095933;-1.084824152
-1708.536781;-1.086823319
-1718.549516;-1.088683201
-1731.420754;-1.090304311
-1747.151067;-1.092164192
-1762.883656;-1.094178281
-1777.184147;-1.095794417
-1791.485777;-1.097221525
-1804.357016;-1.099041611
-1817.228254;-1.100826878
-1830.099493;-1.102059983
-1845.831513;-1.103397549
-1858.702752;-1.10522261
-1868.71321;-1.106803926
-1883.014839;-1.107877849
-1894.455687;-1.109195519
-1907.327495;-1.110861399
-1920.198165;-1.112149222
-1933.069404;-1.113272888
-1948.801424;-1.114655227
-1961.672663;-1.115928127
-1971.68312;-1.116982149
-1983.123969;-1.118155558
-1994.564817;-1.119438407
-2006.007942;-1.120497407
-2020.308433;-1.121362404
-2031.751558;-1.122471146
-2046.042942;-1.123709224
-2057.495174;-1.124623964
-2064.638589;-1.125488959
-2074.662138;-1.126627549
-2086.091603;-1.127716395
-2097.543835;-1.128516723
-2110.401982;-1.129331974
-2121.854214;-1.130410872
-2131.854995;-1.131395255
-2143.307228;-1.132115991
-2154.736692;-1.132961088
-2163.320174;-1.133935521
-2173.332339;-1.134686105
-2183.355888;-1.1353372
-2193.35667;-1.136177324
-2206.237585;-1.136982626
-2217.667049;-1.137574028
-2229.119281;-1.138225122
-2237.691379;-1.139000575
-2246.263478;-1.139631771
-2256.287027;-1.140148555
-2263.430442;-1.140784727
-2274.882674;-1.141445771
-2282.026089;-1.141952606
-2293.461245;-1.142464416
-2303.479103;-1.143070741
-2314.908567;-1.143602449
-2324.932116;-1.144039642
-2332.075531;-1.144536528
-2339.224638;-1.145058287
-2346.385129;-1.145465634
-2354.957228;-1.145853083
-2363.54071;-1.146340021
-2372.124192;-1.146792138
-2382.124973;-1.147139791
-2392.148522;-1.147487444
-2400.72062;-1.147765455
-2412.172853;-1.148078287
-2417.887585;-1.148505531
-2426.471067;-1.148783542
-2433.625866;-1.148986936
-2439.340598;-1.149329614
-2445.05533;-1.149667318
-2452.221513;-1.149830917
-2457.936245;-1.150014413
-2466.508344;-1.150431709
-2476.531893;-1.150739567
-2485.103991;-1.150768856
-2492.247406;-1.150987174
-2497.984906;-1.151379597
-2503.699638;-1.151563093
-2512.271737;-1.151776436
-2516.563478;-1.152134038
-2525.152652;-1.152257842
-2532.296067;-1.152182668
-2536.582116;-1.152400987
-2539.445174;-1.152768539
-2546.605665;-1.152753058
-2553.74908;-1.152672909
-2559.463812;-1.152995691
-2566.629995;-1.153343345
-2572.344728;-1.153258222
-2578.05946;-1.153148227
-2583.774192;-1.153520753
-2589.511692;-1.15382861
-2595.226424;-1.153683794
-2596.655107;-1.153728007
-2600.941156;-1.154080634
-2606.655888;-1.154244233
-2609.524638;-1.154174034
-2612.393388;-1.154223221
-2618.10812;-1.154546002
-2620.965487;-1.154684728
-2623.822853;-1.154539911
-2625.251536;-1.154743306
-2629.537585;-1.155066088
-2633.84071;-1.154941169
-2635.275085;-1.154920714
-2640.989817;-1.155188776
-2642.4185;-1.155168321
-2646.704549;-1.155033454
-2649.573299;-1.155137359
-2653.870732;-1.155340754
-2658.156781;-1.155394914
-2661.014147;-1.155394357
-2663.871513;-1.155617649
-2668.157562;-1.155741452
-2669.586245;-1.155636431
-2672.454995;-1.155680644
-2675.323745;-1.155884038
-2678.181112;-1.155888455
-2681.038478;-1.155768511
-2682.467161;-1.155937084
-2686.75321;-1.156105657
-2686.75321;-1.15606033
-2688.181893;-1.156099568
-2691.039259;-1.156307936
-2692.467942;-1.156362098
-2693.902317;-1.156286924
-2693.902317;-1.15629134
-2696.771067;-1.15627586
-2698.205442;-1.156230532
-2698.205442;-1.156190179
-2698.205442;-1.156159776
-2698.205442;-1.156099525
-2701.062808;-1.15598953
-2701.062808;-1.155959126
-2702.491491;-1.156013287
-2701.062808;-1.156027653
-2703.920174;-1.15603207
-2703.920174;-1.156106129
-2702.491491;-1.156130444
-2699.634125;-1.156010499
-2703.920174;-1.15598507
-2702.491491;-1.155999436
-2699.634125;-1.155983956
-2699.634125;-1.156043092
-2698.205442;-1.156102227
-2698.205442;-1.156066848
-2698.205442;-1.156011572
-2696.771067;-1.156115478
-2695.336692;-1.156234307
-2693.902317;-1.156248673
-2693.902317;-1.15620832
-2692.467942;-1.156153044
-2691.039259;-1.156112691
-2688.181893;-1.156002696
-2686.75321;-1.155862854
-2686.75321;-1.155892143
-2682.467161;-1.15589656
-2681.038478;-1.155706974
-2678.181112;-1.155636775
-2675.323745;-1.155656115
-2673.88937;-1.155481452
-2669.586245;-1.15530679
-2666.728879;-1.155336079
-2663.871513;-1.155295726
-2659.585464;-1.155096191
-2656.728098;-1.155050864
-2652.442049;-1.155119948
-2648.138924;-1.154955234
-2645.275866;-1.154750725
-2640.989817;-1.154780013
-2640.989817;-1.154774481
-2633.84071;-1.154560023
-2632.406335;-1.154440079
-2629.537585;-1.15449424
-2623.822853;-1.154349424
-2623.822853;-1.154125017
-2619.536803;-1.154134408
-2618.10812;-1.154133851
-2612.393388;-1.153869648
-2610.959013;-1.153675086
-2606.655888;-1.153684477
-2602.369839;-1.153504839
-2599.512473;-1.153230688
-2595.226424;-1.153135616
-2588.077317;-1.153060443
-2582.345509;-1.152821113
-2578.05946;-1.152671322
-2572.344728;-1.15266579
-2565.19562;-1.152466255
-2560.892495;-1.152241847
-2552.320397;-1.152236315
-2546.605665;-1.152081549
-2538.010799;-1.15168801
-2536.582116;-1.151538218
-2532.296067;-1.151552585
-2522.295286;-1.15135305
-2519.432228;-1.151098796
-2512.271737;-1.150988802
-2503.699638;-1.150839011
-2499.413589;-1.150460396
-2492.247406;-1.150037011
-2483.675308;-1.149822552
-2475.10321;-1.149627992
-2466.508344;-1.149289173
-2457.936245;-1.148920507
-2452.221513;-1.148526967
-2446.484013;-1.14806876
-2439.340598;-1.147605579
-2432.197183;-1.147286657
-2427.905442;-1.147007531
-2419.316268;-1.146638864
-2412.172853;-1.146334865
-2402.154995;-1.14604579
-2390.719839;-1.145607481
-2384.988031;-1.14505476
-2373.552875;-1.14449209
-2366.40946;-1.143934395
-2354.957228;-1.1433767
-2349.242495;-1.142888646
-2343.527763;-1.142425465
-2333.504214;-1.142017004
-2326.360799;-1.141653312
-2319.211692;-1.141135412
-2309.193835;-1.140518023
-2297.76437;-1.1399852
-2286.312138;-1.139462326
-2277.74004;-1.138815091
-2269.145174;-1.138157906
-2260.573076;-1.137590262
-2252.000978;-1.136967899
-2241.977428;-1.1362162
-2234.834013;-1.135479424
-2223.381781;-1.134852086
-2211.952317;-1.134184953
-2200.500085;-1.133507871
-2189.07062;-1.132960124
-2177.618388;-1.132332786
-2170.474973;-1.131566163
-2160.451424;-1.130844311
-2149.02196;-1.13012246
-2141.872853;-1.129321015
-2131.854995;-1.128549418
-2120.425531;-1.127782795
-2106.115933;-1.126881862
-2094.675085;-1.125936161
-2084.66292;-1.125070049
-2074.662138;-1.124144245
-2063.209906;-1.123044336
-2051.780442;-1.121989196
-2044.614259;-1.121043495
-2031.751558;-1.120013227
-2017.44879;-1.118923267
-2006.007942;-1.11780346
-1994.564817;-1.116643856
-1983.123969;-1.115529024
-1971.68312;-1.114399268
-1961.672663;-1.113125252
-1951.662205;-1.111801494
-1937.360576;-1.110582198
-1923.058946;-1.109382798
-1910.187708;-1.107989397
-1897.316469;-1.106481582
-1885.87562;-1.105167769
-1874.434772;-1.103883802
-1862.993924;-1.102351114
-1851.550799;-1.100848274
-1837.250308;-1.099549387
-1822.949817;-1.098121165
-1811.508969;-1.096488993
-1800.065844;-1.094976204
-1782.90571;-1.093577825
-1771.464862;-1.091985445
-1758.593623;-1.09028363
-1742.861603;-1.088731046
-1727.129583;-1.087133689
-1714.258344;-1.085292587
-1702.817495;-1.083476358
-1695.666112;-1.081784489
-1684.225263;-1.079853846
-1668.492674;-1.077734174
-1657.051826;-1.075669222
-1642.751335;-1.073529654
-1628.448567;-1.071230905
-1617.007719;-1.068897336
-1605.56687;-1.066683152
-1594.126022;-1.064473942
-1578.394002;-1.062011038
-1559.803478;-1.059508339
-1546.932239;-1.057144924
-1531.200219;-1.054647199
-1519.75937;-1.052069882
-1505.457741;-1.049641798
-1491.156112;-1.04717392
-1473.993701;-1.04452696
-1459.69321;-1.041939691
-1445.392719;-1.039412117
-1433.949594;-1.036690541
-1416.78946;-1.033824706
-1405.348612;-1.031008613
-1385.32542;-1.02814775
-1371.02379;-1.025147602
-1353.863656;-1.022162379
-1340.99071;-1.019137362
-1328.12004;-1.015913364
-1313.817272;-1.012550081
-1296.657138;-1.009166901
-1282.355509;-1.005654385
-1265.193098;-1.001868278
-1250.891469;-0.9980573
-1239.45062;-0.994266219
-1228.009772;-0.990266211
-1210.847362;-0.986141842
-1195.117049;-0.981913008
-1179.385598;-0.977549863
-1165.083969;-0.973037486
-1149.351949;-0.968365927
-1133.621067;-0.963555082
-1117.888478;-0.958575106
-1100.727774;-0.953425999
-1084.995754;-0.948048067
-1073.554906;-0.942396544
-1057.822886;-0.936446556
-1044.951647;-0.930222973
-1030.650018;-0.923720821
-1012.058924;-0.916770967
-996.3274731;-0.909343568
-982.0258437;-0.901612727
-969.1546048;-0.893478965
-954.8529754;-0.884778107
-936.2624508;-0.875614613
-924.8193258;-0.865998462
-907.6591919;-0.8558003
-896.2160669;-0.845089768
-881.9155758;-0.833896723
-867.6150847;-0.822216165
-856.1719597;-0.810072981
-839.0118258;-0.797422416
-821.8494151;-0.784383855
-806.117395;-0.771096568
-788.9566919;-0.757660041
-776.0860222;-0.744084233
-760.3540022;-0.730389032
-744.6219821;-0.716723677
-727.4607097;-0.703018517
-713.1579419;-0.68915418
-695.997808;-0.675284882
-683.1265691;-0.661460349
-667.394549;-0.647521401
-650.2321383;-0.633428255
-633.0720044;-0.61932516
-618.7703749;-0.605241962
-604.4687455;-0.591029431
-593.0278972;-0.576806943
-580.1566584;-0.562703838
-564.4246383;-0.548531092
-545.8324062;-0.534224035
-530.0998169;-0.519936875
-514.3695044;-0.505595013
-501.4988347;-0.491074085
-484.336424;-0.476568075
-467.1740133;-0.46217149
-450.0138794;-0.447675419
-432.8514687;-0.433025149
-421.4106205;-0.418369899
-407.108991;-0.40364499
-392.8073615;-0.38870617
-375.6449508;-0.373677822
-355.6240356;-0.35867434
-341.3224062;-0.343581311
-329.881558;-0.328428581
-318.4407097;-0.313400213
-301.278299;-0.29841166
-282.6860669;-0.283333568
-266.9557544;-0.268270385
-249.7933437;-0.253266894
-238.3524955;-0.23820869
-226.9116472;-0.223065918
-209.7492365;-0.207943044
-192.5868258;-0.192780374
-176.8548057;-0.177453557
-161.1250624;-0.162161565
-146.823433;-0.147083474
-131.0914129;-0.132020301
-112.4986115;-0.116882498
-95.3384776;-0.101844192
-78.17606689;-0.086820823
-62.4440468;-0.071658164
-49.57280796;-0.056500474
-38.13195975;-0.041412424
-20.96954903;-0.02614032
-8.09887939;-0.010674212
11.92260499;0.004652615
24.7940715;0.019795377
39.09570097;0.035027677
54.82703802;0.050334607
71.9887657;0.065581844
93.44098222;0.080923589
110.6024822;0.096334974
122.0437289;0.111636925
