'H_650C_6.5lbf_start';'B_650C_6.5lbf_start'
3275.393615;1.148628961
3298.275312;1.14836678
3318.299642;1.148732945
3344.038704;1.149770298
3366.920401;1.15006982
3389.802097;1.150183694
3409.826428;1.150816432
3424.136026;1.151282562
3447.017722;1.151444039
3464.173303;1.151781643
3484.209017;1.152314415
3504.233347;1.152513974
3527.115044;1.152356518
3549.99674;1.152627481
3572.878437;1.153274499
3584.307901;1.153393134
3607.189597;1.153330881
3618.641829;1.153797012
3630.071294;1.154215541
3644.380892;1.154167569
3664.405222;1.154310005
3687.286919;1.15490466
3707.305557;1.155375551
3724.461137;1.155341859
3744.479776;1.155512857
3764.504106;1.156159874
3778.813704;1.156345152
3798.832343;1.156192455
3813.124865;1.156525299
3830.291829;1.156934306
3847.458794;1.156857773
3864.614374;1.156895484
3881.769954;1.157337812
3901.794285;1.157542131
3916.103883;1.157470359
3930.396405;1.157712759
3950.437812;1.158088444
3961.867276;1.158116635
3973.319508;1.158149587
3984.748972;1.158510992
3999.058571;1.158729591
4016.219843;1.15868638
4027.654999;1.158876418
4041.964597;1.159209262
4064.846294;1.159246974
4076.275758;1.1591276
4096.300088;1.15914627
4110.609687;1.159455313
4122.039151;1.159702473
4136.348749;1.159606899
4147.783905;1.159706493
4156.373079;1.160053617
4173.52866;1.16012465
4182.112142;1.160048118
4193.547298;1.160252436
4207.851204;1.160490076
4216.428995;1.160475425
4233.590267;1.160479816
4247.899865;1.160841221
4259.329329;1.161250228
4273.638928;1.161164175
4287.937142;1.161073362
4299.37799;1.161387165
4310.818838;1.161462958
4322.259687;1.161514949
4336.563593;1.161843032
4345.141383;1.161890265
4350.856115;1.161804212
4368.023079;1.161918087
4373.737812;1.161931997
4385.190044;1.162017311
4396.642276;1.162392996
4408.07174;1.16248307
4413.797856;1.162349414
4425.238704;1.162444248
4436.679553;1.162753291
4448.120401;1.163000451
4453.835133;1.162928678
4465.287365;1.162799783
4476.716829;1.162861296
4482.442946;1.163117976
4488.169062;1.163284212
4499.598526;1.163131516
4508.1877;1.163345355
4511.050758;1.163949531
4519.622856;1.16393488
4522.480222;1.16345849
4533.932454;1.16370565
4533.932454;1.164281263
4545.361919;1.163852474
4551.088035;1.163238038
4556.814151;1.163899336
4559.671517;1.164436869
4568.243615;1.163798632
4571.106673;1.163979148
4579.695847;1.164916535
4579.695847;1.164502027
4591.125312;1.164030397
4591.125312;1.164972546
4602.577544;1.165257787
4602.577544;1.164690953
4611.149642;1.165199924
4616.870066;1.165942145
4619.733124;1.165694245
4628.316606;1.165336861
4634.031338;1.165703027
4636.888704;1.166078714
4636.888704;1.165549962
4642.614821;1.165330624
4651.198303;1.165896718
4648.340937;1.165763063
4654.055669;1.165186709
4656.913035;1.165200619
4659.770401;1.165533463
4659.770401;1.165423608
4662.633459;1.165142386
4662.633459;1.165608515
4668.359575;1.165903275
4674.079999;1.165460207
4671.222633;1.165564561
4671.222633;1.166202058
4674.079999;1.166058882
4674.079999;1.165568211
4674.079999;1.165910576
4676.937365;1.16599589
4676.937365;1.165433817
4674.079999;1.165495329
4676.937365;1.166032861
4679.794731;1.165837322
4676.937365;1.165479936
4676.937365;1.165836582
4674.079999;1.166078982
4671.222633;1.165954847
4671.222633;1.166092523
4671.222633;1.166230199
4671.222633;1.165968018
4671.222633;1.165629674
4671.222633;1.165510299
4665.496517;1.16531
4659.770401;1.164957375
4659.770401;1.165037929
4659.770401;1.165327931
4656.913035;1.165232357
4648.340937;1.165127263
4645.477879;1.165326821
4648.340937;1.165326451
4636.888704;1.165116632
4636.888704;1.164987737
4631.173972;1.164920725
4625.45924;1.164582381
4625.45924;1.164253557
4619.733124;1.164448355
4614.007008;1.164528908
4608.292276;1.164162002
4602.577544;1.163980744
4596.851428;1.164099379
4591.125312;1.163775315
4582.553213;1.163389368
4579.695847;1.16366033
4573.969731;1.16365996
4568.243615;1.163174049
4562.528883;1.162978511
4556.814151;1.163135228
4551.088035;1.163153899
4545.361919;1.163025003
4536.789821;1.163153159
4533.932454;1.163162309
4528.206338;1.163052454
4519.622856;1.163128247
4511.050758;1.162946989
4511.050758;1.1624944
4499.598526;1.162298862
4488.169062;1.162298492
4482.442946;1.161960148
4476.716829;1.161436156
4465.287365;1.161269179
4453.835133;1.161211687
4445.263035;1.160840021
4433.816495;1.160620682
4419.523972;1.160496547
4408.07174;1.159901151
4402.357008;1.159324797
4388.053102;1.159286345
4382.326986;1.159195531
4370.880446;1.158685819
4362.308347;1.158409357
4350.856115;1.158375666
4339.426651;1.158027802
4327.974419;1.157532371
4316.544954;1.157379675
4305.092722;1.15727458
4293.663258;1.156636343
4279.35366;1.156155193
4259.329329;1.156178625
4247.899865;1.155945005
4236.447633;1.15557334
4213.565937;1.155830021
4202.136472;1.156243789
4193.547298;1.155934006
4179.254776;1.155690866
4167.802544;1.156156996
4156.373079;1.156313712
4144.920847;1.15579924
4133.491383;1.155717947
4122.039151;1.155898465
4104.883571;1.155445876
4087.72799;1.155098012
4067.70366;1.15529757
4053.394062;1.154859261
4033.375423;1.15391637
4019.082901;1.153835077
4007.630669;1.154044156
3990.475088;1.153539204
3981.891606;1.153262742
3964.730334;1.153743152
3950.437812;1.153680899
3936.122521;1.153128346
3916.103883;1.153261262
3904.651651;1.153422739
3881.769954;1.152813062
3858.888258;1.152403315
3847.458794;1.152674276
3827.434463;1.152602502
3813.124865;1.151983306
3790.243169;1.151735406
3778.813704;1.151673153
3755.932008;1.151339569
3735.907678;1.151129751
3715.883347;1.150915172
3698.716383;1.150443542
3675.834687;1.150257525
3652.95299;1.150233354
3641.523526;1.149742684
3630.071294;1.149052085
3607.189597;1.148618536
3595.760133;1.148284953
3575.735803;1.14775144
3561.426204;1.147341694
3535.687142;1.147193758
3512.805446;1.146803052
3492.781115;1.146264779
3469.899419;1.146035919
3447.017722;1.145954626
3426.993392;1.145540119
3409.826428;1.144754316
3389.802097;1.144068477
3366.920401;1.143554005
3344.038704;1.142887206
3318.299642;1.142229928
3298.275312;1.141910625
3275.393615;1.141667485
3258.238035;1.141186334
3241.082454;1.14060998
3221.058124;1.140157391
3201.033794;1.139681001
3178.152097;1.139080845
3149.555669;1.138352164
3126.673972;1.137685365
3103.792276;1.137018566
3080.910579;1.136128038
3060.886249;1.135199428
3040.861919;1.134389823
3023.694954;1.1335945
2997.9502;1.132480244
2966.479329;1.131066095
2943.597633;1.129580542
2917.858571;1.127956945
2897.83424;1.126200063
2874.952544;1.124481263
2852.070847;1.122762462
2826.331785;1.12074377
2800.592722;1.118268097
2771.996294;1.115440167
2746.251539;1.112326624
2726.232901;1.10893699
2703.351204;1.105161781
2680.469508;1.101062879
2657.587812;1.09679737
2631.843057;1.092112963
2606.098303;1.086995377
2577.49049;1.081844469
2548.882678;1.076726884
2531.727097;1.071166602
2508.845401;1.065201701
2483.100646;1.059298685
2457.359307;1.053167178
2428.75491;1.046550129
2403.013001;1.039842636
2371.550669;1.033144664
2351.529184;1.026246764
2331.505423;1.019025173
2311.483939;1.011465609
2282.881818;1.003877482
2257.13991;0.995879966
2228.535512;0.986982771
2205.653816;0.977819021
2179.911908;0.968731441
2159.890423;0.958877466
2142.726874;0.94835705
2116.984966;0.937922316
2085.522633;0.92738286
2062.640937;0.916238859
2028.316115;0.904933016
2005.434419;0.894055599
1982.552722;0.883216263
1962.528961;0.872091293
1939.647265;0.860799706
1916.765568;0.849531925
1879.580535;0.837964254
1848.118202;0.826096702
1822.376294;0.81454808
1799.494597;0.803156527
1776.610624;0.791560296
1753.728928;0.779883157
1719.406383;0.768096531
1690.803124;0.75627658
1662.199865;0.74449471
1636.457957;0.732636679
1613.573983;0.720631089
1587.832075;0.708758782
1562.090167;0.696976912
1536.348258;0.684966558
1504.883649;0.672865758
1476.281528;0.660869679
1447.679408;0.648735563
1427.656785;0.636487205
1404.77395;0.624481606
1379.032042;0.612390326
1353.290133;0.600061042
1318.965312;0.587712718
1293.223403;0.575464359
1261.761071;0.563268367
1238.877097;0.550877207
1215.995401;0.538257553
1181.672856;0.525685509
1153.069597;0.513299113
1124.466338;0.500712766
1090.143794;0.488078818
1067.262097;0.475659087
1044.378124;0.463020384
1030.077064;0.450305538
1010.055579;0.437652577
975.7330348;0.424880601
941.4082134;0.412279997
907.0856687;0.399688913
872.7608473;0.386912172
838.4383027;0.37440676
804.115758;0.36207272
769.7909366;0.349453057
735.4683919;0.336614411
712.5866955;0.323909066
689.7027223;0.311051399
666.8210259;0.298017585
638.2189053;0.285126573
612.4769969;0.272183206
575.2919634;0.259296968
552.4102669;0.246634479
529.5285705;0.233881542
503.7843853;0.22065257
478.0424768;0.207409322
449.4403562;0.194742067
415.1162178;0.182089088
380.7932178;0.169036243
352.1901866;0.156121455
323.5871553;0.143506575
294.9842379;0.130591787
266.3817759;0.117543697
232.0583205;0.104905003
197.7347445;0.092318684
166.2714796;0.079665724
140.529258;0.066927054
117.6468786;0.053936076
94.76472677;0.040964157
60.44104374;0.028306432
31.838354;0.015696308
3.235664271;0.002876702
-19.64671519;-0.009952433
-42.52977769;-0.022772029
-65.41147412;-0.035991472
-88.29317055;-0.049353736
-128.3372777;-0.062116212
-156.9405366;-0.074807271
-188.4028692;-0.087850596
-214.1470545;-0.10086536
-242.749175;-0.113775412
-271.3512956;-0.126852072
-294.232992;-0.139971558
-328.5578134;-0.152781615
-360.020146;-0.165586916
-385.7643313;-0.178720687
-408.6437509;-0.192011546
-431.5277241;-0.204873978
-454.4094206;-0.217565038
-488.734242;-0.230684524
-520.1965746;-0.243742133
-545.9384831;-0.25659982
-577.4013848;-0.269790712
-594.5643647;-0.283019694
-614.5858491;-0.295767884
-648.9083938;-0.308663632
-674.652579;-0.322106813
-706.1149116;-0.335150128
-737.5789518;-0.34760793
-763.3191527;-0.360417987
-786.2031259;-0.37330897
-809.0848223;-0.385643009
-843.4096438;-0.397977049
-874.8714072;-0.410720474
-906.3343089;-0.423402014
-934.9364295;-0.435640852
-957.8204027;-0.448060592
-980.7020991;-0.460937318
-1009.30422;-0.473323742
-1040.767121;-0.485467379
-1072.231162;-0.498082277
-1103.693494;-0.510554383
-1123.716117;-0.52280276
-1146.598952;-0.535403402
-1163.760224;-0.547918353
-1198.085046;-0.559919177
-1226.687166;-0.572062795
-1258.149499;-0.584577708
-1289.611831;-0.596897472
-1312.495804;-0.609069669
-1341.097925;-0.621422739
-1369.700046;-0.63380437
-1392.581742;-0.64584804
-1418.325927;-0.658015481
-1449.78826;-0.670582769
-1481.2523;-0.682688325
-1506.994778;-0.69442735
-1529.876474;-0.706423419
-1555.618383;-0.718229085
-1587.082992;-0.729606343
-1618.545325;-0.741083568
-1644.287233;-0.752913039
-1670.029711;-0.764666349
-1690.052903;-0.776043608
-1712.934599;-0.787730267
-1735.816296;-0.799712051
-1761.560481;-0.811117851
-1793.022813;-0.822390369
-1818.764722;-0.834077028
-1844.50663;-0.845516153
-1870.250816;-0.856593494
-1890.2723;-0.868004049
-1918.874421;-0.879352728
-1938.898182;-0.890249186
-1976.080938;-0.901288455
-2001.822847;-0.912570512
-2021.844331;-0.923438428
-2044.728304;-0.934101636
-2067.610001;-0.945017134
-2087.629778;-0.955389973
-2113.371117;-0.965296324
-2136.252813;-0.97515983
-2170.586742;-0.984547299
-2193.468438;-0.993544441
-2216.350135;-1.002308345
-2239.231831;-1.010853284
-2264.970894;-1.018898402
-2296.424688;-1.026562695
-2322.169443;-1.034127023
-2347.914197;-1.041001121
-2376.52201;-1.047680052
-2399.403706;-1.054492268
-2422.285403;-1.06071422
-2433.714867;-1.06669816
-2459.459621;-1.072691621
-2482.358394;-1.078480394
-2510.954822;-1.084288208
-2536.693885;-1.089658083
-2562.438639;-1.094723305
-2582.457278;-1.10008366
-2605.338974;-1.104810909
-2625.363304;-1.108738444
-2651.102367;-1.11291351
-2673.984063;-1.116750601
-2699.728818;-1.119802259
-2728.33663;-1.123125248
-2754.081385;-1.126329232
-2776.963081;-1.128495491
-2799.844778;-1.130690313
-2822.726474;-1.133399237
-2845.608171;-1.135122799
-2868.489867;-1.135984765
-2891.371563;-1.137917777
-2914.25326;-1.139993594
-2937.134956;-1.140503306
-2962.879711;-1.141255788
-2982.898349;-1.1432364
-3005.780046;-1.144383978
-3028.661742;-1.144279623
-3054.406496;-1.145113029
-3074.425135;-1.146717586
-3100.169889;-1.147074971
-3120.188528;-1.147022979
-3143.070224;-1.147880185
-3157.379822;-1.14870883
-3177.404153;-1.148794883
-3200.285849;-1.149114186
-3220.304488;-1.150057076
-3237.460068;-1.15040494
-3260.341764;-1.15015302
-3280.360403;-1.150776975
-3297.527367;-1.151738905
-3314.694331;-1.151791637
-3331.849912;-1.151734885
-3349.02826;-1.152306479
-3363.320782;-1.152839992
-3383.339421;-1.152892724
-3403.363751;-1.153083503
-3426.245447;-1.153612255
-3449.127144;-1.153860156
-3466.294108;-1.153898607
-3489.175804;-1.154294073
-3509.200135;-1.154518172
-3523.492657;-1.15421865
-3543.511296;-1.154404668
-3560.67826;-1.155066706
-3577.845224;-1.155133719
-3600.726921;-1.154991283
-3617.882501;-1.155472434
-3635.038081;-1.155934543
-3657.919778;-1.15584923
-3669.37201;-1.155987646
-3689.390648;-1.15654496
-3703.683171;-1.156716697
-3715.135403;-1.156626624
-3735.154041;-1.156974488
-3749.446563;-1.157403276
-3769.470894;-1.157394126
-3783.780492;-1.157475419
-3803.79913;-1.157918487
-3818.114421;-1.158128306
-3840.996117;-1.158071554
-3852.425581;-1.158319454
-3863.877813;-1.15868636
-3878.170336;-1.15869149
-3895.331608;-1.15870614
-3909.641206;-1.159034964
-3921.070671;-1.159240023
-3932.522903;-1.159226112
-3952.541541;-1.159431171
-3966.834063;-1.159755234
-3986.858394;-1.159822247
-4004.025358;-1.159851178
-4015.460514;-1.160103839
-4029.764421;-1.160294617
-4046.931385;-1.160285466
-4058.360849;-1.160390561
-4066.950023;-1.160628941
-4075.527813;-1.160686433
-4086.968662;-1.160724885
-4098.40951;-1.161239357
-4109.850358;-1.161639584
-4127.005938;-1.161430505
-4138.458171;-1.161516559
-4149.887635;-1.16201199
-4164.197233;-1.162050442
-4178.495447;-1.161874685
-4189.936296;-1.162070223
-4207.10326;-1.162365726
-4218.532724;-1.162451779
-4229.984956;-1.162385506
-4232.842322;-1.162423957
-4241.414421;-1.162471928
-4252.866653;-1.16251514
-4264.318885;-1.162786841
-4275.748349;-1.162891936
-4284.337523;-1.16273998
-4287.200581;-1.162816513
-4298.630046;-1.162926368
-4310.082278;-1.163045743
-4318.654376;-1.163374567
-4330.100916;-1.163503463
-4341.536072;-1.163346747
-4352.982613;-1.163304275
-4364.417769;-1.16367118
-4373.001251;-1.163980963
-4384.442099;-1.163819486
-4390.156831;-1.163662769
-4401.609063;-1.16391067
-4410.181162;-1.164244254
-4413.038528;-1.164101818
-4421.627702;-1.163940341
-4430.205492;-1.164511934
-4435.920224;-1.164874079
-4435.920224;-1.164293705
-4447.372456;-1.164251233
-4450.229822;-1.165041796
-4458.801921;-1.164747033
-4461.664979;-1.163752521
-4470.254153;-1.16423367
-4478.826251;-1.164967111
-4481.683617;-1.164215368
-4484.546675;-1.164111014
-4493.135849;-1.165087227
-4501.707947;-1.164706781
-4504.565313;-1.1639836
-4513.154488;-1.164726563
-4516.017546;-1.165064908
-4521.732278;-1.164389329
-4527.44701;-1.164618189
-4527.44701;-1.165427794
-4536.036184;-1.165218716
-4538.899242;-1.164638343
-4547.47134;-1.165200418
-4541.756608;-1.165791054
-4550.328706;-1.16497267
-4553.191764;-1.164620785
-4558.91788;-1.165530353
-4561.780938;-1.165697328
-4561.780938;-1.165140754
-4561.780938;-1.165326772
-4567.495671;-1.165969768
-4573.210403;-1.165627405
-4573.210403;-1.165008949
-4573.210403;-1.165494859
-4573.210403;-1.165690396
-4576.073461;-1.165110021
-4576.073461;-1.165248438
-4584.662635;-1.165820032
-4576.073461;-1.165334862
-4578.936519;-1.164802089
-4584.662635;-1.165268958
-4581.799577;-1.165374053
-4581.799577;-1.164884122
-4584.662635;-1.16506538
-4578.936519;-1.165608413
-4581.799577;-1.165485018
-4576.073461;-1.165304501
-4578.936519;-1.165590482
-4573.210403;-1.165843143
-4576.073461;-1.165810192
-4573.210403;-1.165805802
-4573.210403;-1.166106064
-4573.210403;-1.166230199
-4573.210403;-1.165983038
-4570.353037;-1.165869164
-4567.495671;-1.165798131
-4561.780938;-1.165608093
-4561.780938;-1.16553706
-4558.91788;-1.165323221
-4550.328706;-1.164966577
-4550.328706;-1.164657534
-4550.328706;-1.164429415
-4538.899242;-1.164429785
-4538.899242;-1.164358752
-4536.036184;-1.164254397
-4527.44701;-1.16432141
-4527.44701;-1.164378902
-4516.017546;-1.164464955
-4516.017546;-1.164493886
-4507.428371;-1.164294328
-4504.565313;-1.164213774
-4495.993215;-1.164280787
-4493.135849;-1.164095509
-4484.546675;-1.163791227
-4481.683617;-1.163829678
-4470.254153;-1.163901451
-4470.254153;-1.163711413
-4464.528037;-1.16363086
-4458.801921;-1.163712153
-4450.229822;-1.163612559
-4447.372456;-1.163222593
-4441.64634;-1.162932591
-4435.920224;-1.162804435
-4424.49076;-1.162571556
-4424.49076;-1.162400559
-4413.038528;-1.162348566
-4410.181162;-1.162358457
-4398.746005;-1.162344546
-4390.156831;-1.162254473
-4378.727367;-1.162112036
-4370.138193;-1.16195056
-4358.703037;-1.161908088
-4344.393438;-1.162032223
-4332.963974;-1.162032593
-4321.511742;-1.161918718
-4318.654376;-1.161914327
-4304.356162;-1.161914697
-4295.772679;-1.161872225
-4287.200581;-1.162005881
-4275.748349;-1.162306143
-4264.318885;-1.162268432
-4255.729711;-1.161897506
-4244.277479;-1.161583703
-4238.557054;-1.161350823
-4229.984956;-1.160932296
-4218.532724;-1.160494728
-4204.240202;-1.160437975
-4189.936296;-1.160428825
-4178.495447;-1.160257828
-4164.197233;-1.160201075
-4147.030269;-1.160130042
-4138.458171;-1.159787678
-4121.291206;-1.159659523
-4104.124242;-1.159926464
-4092.694778;-1.15980783
-4081.242546;-1.159479746
-4075.527813;-1.159461075
-4058.360849;-1.159399563
-4046.931385;-1.159166683
-4035.479153;-1.159019487
-4024.049688;-1.158872291
-4006.882724;-1.158577529
-3992.578818;-1.15835893
-3975.423238;-1.158168892
-3958.261965;-1.157507595
-3938.237635;-1.156760614
-3926.796787;-1.156608657
-3909.641206;-1.156456701
-3898.188974;-1.155985811
-3883.896452;-1.155933819
-3863.877813;-1.156224561
-3852.425581;-1.155982161
-3838.133059;-1.155573154
-3818.114421;-1.155654448
-3800.936072;-1.155483451
-3780.917434;-1.154898316
-3763.756162;-1.154703518
-3749.446563;-1.154737209
-3726.564867;-1.154380564
-3712.272345;-1.153862072
-3695.111072;-1.15356255
-3680.801474;-1.153201145
-3660.782836;-1.15283974
-3646.490313;-1.152668743
-3623.608617;-1.152150252
-3609.299019;-1.151431832
-3586.417322;-1.151394121
-3566.392992;-1.15136593
-3543.511296;-1.150671311
-3532.081831;-1.150105217
-3509.200135;-1.149872338
-3489.175804;-1.14944905
-3466.294108;-1.148825834
-3449.127144;-1.14848347
-3426.245447;-1.148274391
-3406.221117;-1.147636896
-3383.339421;-1.147004161
-3360.457724;-1.146933127
-3349.02826;-1.146843053
-3334.71297;-1.146276959
-3314.694331;-1.145753706
-3294.670001;-1.145354219
-3277.503037;-1.144621519
-3257.478706;-1.143865018
-3234.59701;-1.14343221
-3211.715313;-1.143037484
-3188.833617;-1.142518992
-3177.404153;-1.142076664
-3154.522456;-1.14150105
-3131.64076;-1.140625543
-3114.473796;-1.139864283
-3094.449465;-1.139312469
-3062.995671;-1.138513126
-3040.113974;-1.13765666
-3017.232278;-1.13698108
-2994.350581;-1.13604845
-2971.468885;-1.134868291
-2951.444554;-1.133859499
-2931.420224;-1.132974473
-2902.823796;-1.13169435
-2879.919331;-1.13004769
-2854.180269;-1.128500994
-2834.155938;-1.126773411
-2811.274242;-1.124617409
-2788.392546;-1.122561371
-2765.510849;-1.120600539
-2742.629153;-1.118025642
-2714.032724;-1.114874759
-2685.436296;-1.111571551
-2662.554599;-1.107792322
-2639.672903;-1.103503753
-2616.791206;-1.099238984
-2593.90951;-1.094907573
-2573.885179;-1.090233428
-2548.146117;-1.085321271
-2516.675246;-1.08032819
-2496.656608;-1.075182782
-2468.048796;-1.06965656
-2445.167099;-1.063754284
-2430.857501;-1.057799647
-2410.833171;-1.051787888
-2387.951474;-1.045323908
-2365.069778;-1.038479111
-2330.758617;-1.031567671
-2307.876921;-1.02441822
-2276.40605;-1.016921277
-2250.661296;-1.009248211
-2227.779599;-1.001422821
-2204.897903;-0.993354663
-2176.301474;-0.984681941
-2147.705046;-0.975328523
-2124.823349;-0.965765671
-2096.215537;-0.955998102
-2079.050849;-0.945597428
-2056.169153;-0.93492068
-2033.287456;-0.924310562
-2010.403483;-0.913605244
-1987.521787;-0.902557199
-1956.057746;-0.891266385
-1930.317546;-0.880070783
-1907.433572;-0.868975138
-1875.97124;-0.85767003
-1853.087836;-0.846155469
-1827.345358;-0.834883686
-1804.463662;-0.823483377
-1775.861541;-0.811640366
-1747.257144;-0.800063938
-1724.375447;-0.78883501
-1701.493751;-0.777320449
-1678.612054;-0.76557263
-1655.730358;-0.753839096
-1629.986173;-0.742119837
-1598.52384;-0.730267297
-1567.0598;-0.71834335
-1541.317322;-0.706533645
-1509.85499;-0.69472395
-1486.972724;-0.682761932
-1461.229108;-0.670671396
-1435.4872;-0.658609421
-1404.024867;-0.646609323
-1375.42047;-0.634528317
-1346.818349;-0.62234258
-1323.936653;-0.610328196
-1298.194175;-0.598361414
-1269.590347;-0.586080465
-1232.40759;-0.57365196
-1206.663974;-0.561385296
-1175.201072;-0.549213844
-1152.319376;-0.536832958
-1132.297892;-0.524356871
-1106.553706;-0.512042616
-1083.67201;-0.499695036
-1049.349465;-0.487061852
-1017.885425;-0.474476268
-992.1429473;-0.46221437
-960.6806147;-0.449804904
-943.5187732;-0.437162199
-912.0547331;-0.424576625
-880.5924005;-0.411900605
-851.9902799;-0.399200769
-817.6654585;-0.386491405
-791.92355;-0.373610686
-771.9014964;-0.360939421
-743.2993759;-0.34849663
-717.5557598;-0.335796795
-683.2332152;-0.322749469
-648.9083938;-0.309925872
-626.0266973;-0.297364084
-603.1450009;-0.284621403
-580.2610277;-0.271712115
-554.5191192;-0.258631445
-523.0567866;-0.245522214
-488.734242;-0.232617691
-462.9900567;-0.219746493
-431.5277241;-0.206665832
-408.6437509;-0.193589937
-385.7643313;-0.180694943
-362.8803581;-0.167766605
-334.2782375;-0.154609764
-302.8136281;-0.141452942
-271.3512956;-0.128519858
-248.4695991;-0.115596285
-217.0072665;-0.102544175
-191.2630813;-0.08951588
-156.9405366;-0.076625652
-125.4764964;-0.063887736
-91.1533826;-0.051068894
-65.41147412;-0.038112024
-42.52977769;-0.0252456
-25.36725314;-0.012331556
3.235664271;0.000606283
28.97819887;0.013387025
60.44104374;0.026115421
91.90440088;0.038843817
117.6468786;0.051781675
140.529258;0.065024188
166.2714796;0.078342852
197.7347445;0.091737678
229.1979946;0.105051578
266.3817759;0.118122709
294.9842379;0.131046263
329.3078071;0.14380321
343.6092658;0.15654589
